Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,AAAAAAAAAAAAAAAAAAAAAAAA,TAAAAAAAAAAAAAAAAAAAAAAA,AAAAAAAAAAAAAAAAAAAAAAAT,TAAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
30,4,51,162,0,0,162,197,445,14565,1000,500,42,0,0,0,40,0,12,3,0,4462.53,1,0,0,0,162,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,49,138,0,0,138,193,467,15095,1400,700,33,0,0,0,32,0,10,4,0,3932.53,1,0,0,0,138,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,51,145,0,0,145,240,443,14998,8400,4200,70,0,0,0,34,0,18,8,0,4336.15,1,0,0,0,145,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,50,176,0,0,176,249,476,14377,8800,4400,72,0,0,0,44,0,13,9,0,4957.15,1,0,0,0,176,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,51,189,0,0,189,227,483,13993,8200,4100,72,0,0,0,47,0,17,3,0,5341.15,1,0,0,0,189,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,49,156,0,0,156,228,491,14940,10400,5200,78,0,0,0,39,0,11,10,0,4394.15,1,0,0,0,156,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,51,167,0,0,167,260,499,17772,3000,1500,43,0,0,0,39,0,12,5,0,1857.73,0.516209,0,0,0,167,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,50,207,0,0,207,287,464,17760,6200,3100,68,0,0,0,51,0,12,8,0,1869.73,0.563313,0,0,0,207,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,51,199,0,0,199,245,522,17869,5200,2600,63,0,0,0,36,0,22,4,0,1760.73,0.65136,0,0,0,199,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,49,174,0,0,174,240,513,17757,3200,1600,52,0,0,0,40,0,17,5,0,1872.73,0.422515,0,0,0,174,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,51,189,0,0,189,279,525,17890,4800,2400,51,0,0,0,47,0,24,2,0,2024.65,0.619243,0,0,0,189,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,50,217,0,0,217,306,486,17797,5400,2700,71,0,0,0,32,0,17,5,0,2117.65,0.301569,0,0,0,217,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,51,204,0,0,204,259,567,17787,5800,2900,64,0,0,0,30,0,22,3,0,2127.65,0.338602,0,0,0,204,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,49,186,0,0,186,275,552,17878,4800,2400,59,0,0,0,44,0,20,11,0,2036.65,0.585228,0,0,0,186,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,51,208,0,0,208,289,547,18029,10000,5000,88,0,0,0,42,0,15,8,0,2160.31,0.421803,0,0,0,208,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,50,239,0,0,239,309,511,18086,11200,5600,82,0,0,0,47,0,12,13,0,2103.31,0.392158,0,0,0,239,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,51,233,0,0,233,286,545,18096,10400,5200,73,0,0,0,63,0,27,7,0,2093.31,0.366837,0,0,0,233,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,49,211,0,0,211,284,561,18082,9200,4600,86,0,0,0,53,0,17,11,0,2107.31,0.424303,0,0,0,211,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,51,228,0,0,228,341,533,18397,6000,3000,64,0,0,0,43,0,19,4,0,2057.07,0.216031,0,0,0,228,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,50,244,0,0,244,327,527,18323,9400,4700,87,0,0,0,42,0,27,10,0,2131.07,0.187795,0,0,0,244,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,51,255,0,0,255,302,539,18333,8600,4300,98,0,0,0,48,0,18,9,0,2121.07,0.20128,0,0,0,255,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,49,225,0,0,225,317,542,18318,6600,3300,79,0,0,0,42,0,22,5,0,2136.07,0.229055,0,0,0,225,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,51,252,0,0,252,357,544,18510,8200,4100,77,0,0,0,56,0,23,9,0,2199.29,0.342845,0,0,0,252,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,50,256,0,0,256,357,541,18594,11600,5800,89,0,0,0,45,0,24,9,0,2115.29,0.226709,0,0,0,256,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,51,276,0,0,276,335,539,18562,9400,4700,89,0,0,0,54,0,25,8,0,2147.29,0.246636,0,0,0,276,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,49,260,0,0,260,342,531,18505,7200,3600,73,0,0,0,54,0,16,3,0,2204.29,0.323647,0,0,0,260,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,51,277,0,0,277,370,560,18789,12000,6000,100,0,0,0,59,0,28,6,0,2166.31,0.268206,0,0,0,277,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,50,273,0,0,273,372,552,18866,10000,5000,85,0,0,0,51,0,27,7,0,2089.31,0.182352,0,0,0,273,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4,51,284,0,0,284,353,563,18850,9600,4800,88,0,0,0,49,0,30,11,0,2105.31,0.228435,0,0,0,284,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,49,278,0,0,278,374,534,18711,12400,6200,110,0,0,0,52,0,23,11,0,2244.31,0.306151,0,0,0,278,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,51,303,0,0,303,378,577,18960,9400,4700,91,0,0,0,53,0,22,5,0,2232.47,0.180526,0,0,0,303,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,50,289,0,0,289,383,578,19003,12400,6200,99,0,0,0,51,0,26,9,0,2189.47,0.208931,0,0,0,289,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
38,4,51,294,0,0,294,372,569,19011,13600,6800,110,0,0,0,49,0,26,13,0,2181.47,0.219303,0,0,0,294,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,49,298,0,0,298,385,561,18968,11200,5600,98,0,0,0,58,0,24,14,0,2224.47,0.180993,0,0,0,298,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,51,299,0,0,299,394,602,19194,12400,6200,107,0,0,0,44,0,31,17,0,2227.08,0.237497,0,0,0,299,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,50,303,0,0,303,406,600,19156,11600,5800,96,0,0,0,57,0,31,12,0,2265.08,0.17657,0,0,0,303,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
39,4,51,311,0,0,311,380,585,19197,14200,7100,107,0,0,0,56,0,27,12,0,2224.08,0.160402,0,0,0,311,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,49,308,0,0,308,382,631,19295,10600,5300,102,0,0,0,48,0,32,6,0,2126.08,0.198613,0,0,0,308,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,51,320,0,0,320,423,589,19360,15400,7700,111,0,0,0,61,0,26,14,0,2281.46,0.179603,0,0,0,320,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,50,306,0,0,306,423,619,19429,10800,5400,103,0,0,0,52,0,38,11,0,2212.46,0.195266,0,0,0,306,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4,51,319,0,0,319,413,597,19427,11600,5800,109,0,0,0,50,0,28,14,0,2214.46,0.156625,0,0,0,319,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,49,310,0,0,310,393,648,19424,14800,7400,105,0,0,0,51,0,40,9,0,2217.46,0.200574,0,0,0,310,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,51,347,0,0,347,440,614,19598,13800,6900,118,0,0,0,62,0,26,9,0,2255.89,0.148147,0,0,0,347,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,50,328,0,0,328,455,642,19635,16000,8000,119,0,0,0,58,0,30,6,0,2218.89,0.204857,0,0,0,328,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4,52,341,0,0,341,438,623,19508,14000,7000,108,0,0,0,64,0,36,6,0,2345.89,0.190901,0,0,0,341,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,49,336,0,0,336,409,649,19553,12800,6400,102,0,0,0,59,0,24,9,0,2300.89,0.149828,0,0,0,336,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,51,383,0,0,383,439,648,19785,13800,6900,120,0,0,0,72,0,29,7,0,2273.67,0.16347,0,0,0,383,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,50,362,0,0,362,461,653,19830,11800,5900,108,0,0,0,61,0,18,9,0,2228.67,0.138681,0,0,0,362,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4,52,351,0,0,351,460,650,19666,14800,7400,121,0,0,0,59,0,35,14,0,2392.67,0.167564,0,0,0,351,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,49,339,0,0,339,432,654,19979,13400,6700,113,0,0,0,54,0,42,9,0,2079.67,0.179757,0,0,0,339,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,51,404,0,0,404,450,670,20029,17000,8500,142,0,0,0,69,0,32,16,0,2227.07,0.164759,0,0,0,404,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,50,376,0,0,376,481,634,20036,15200,7600,124,0,0,0,71,0,41,17,0,2220.07,0.18887,0,0,0,376,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4,52,368,0,0,368,482,662,19969,14200,7100,117,0,0,0,60,0,35,8,0,2287.07,0.161667,0,0,0,368,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,49,354,0,0,354,461,640,19934,14200,7100,115,0,0,0,67,0,37,14,0,2322.07,0.155199,0,0,0,354,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,51,393,0,0,393,460,699,20160,17000,8500,138,0,0,0,56,0,51,16,0,2286.36,0.131004,0,0,0,393,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,50,392,0,0,392,492,639,20072,17400,8700,139,0,0,0,65,0,38,11,0,2374.36,0.146057,0,0,0,392,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4,52,379,0,0,379,505,665,20096,16600,8300,133,0,0,0,54,0,32,11,0,2350.36,0.161061,0,0,0,379,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,49,362,0,0,362,477,626,20323,14600,7300,125,0,0,0,61,0,40,13,0,2123.36,0.163526,0,0,0,362,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,51,422,0,0,422,470,685,20409,18000,9000,138,0,0,0,74,0,32,13,0,2220.79,0.134492,0,0,0,422,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,50,391,0,0,391,520,650,20367,15400,7700,122,0,0,0,60,0,47,14,0,2262.79,0.136457,0,0,0,391,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4,52,387,0,0,387,520,653,20334,16600,8300,120,0,0,0,68,0,48,12,0,2295.79,0.141588,0,0,0,387,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,49,377,0,0,377,500,659,20348,14800,7400,126,0,0,0,60,0,34,11,0,2281.79,0.145435,0,0,0,377,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,51,434,0,0,434,491,685,20454,19400,9700,154,0,0,0,75,0,43,20,0,2352.61,0.123377,0,0,0,434,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,50,398,0,0,398,528,694,20510,16200,8100,131,0,0,0,62,0,40,15,0,2296.61,0.146934,0,0,0,398,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4,52,410,0,0,410,539,679,20378,14600,7300,127,0,0,0,75,0,40,12,0,2428.61,0.1383,0,0,0,410,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,49,385,0,0,385,510,733,20520,17000,8500,128,0,0,0,56,0,38,10,0,2286.61,0.154175,0,0,0,385,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3,51,428,0,0,428,519,686,20689,18000,9000,157,0,0,0,43,0,38,12,0,2288.06,0.121268,0,0,0,428,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,50,400,0,0,400,530,734,20711,20000,10000,147,0,0,0,60,0,41,16,0,2266.06,0.141766,0,0,0,400,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4,52,434,0,0,434,549,693,20660,19800,9900,163,0,0,0,70,0,26,20,0,2317.06,0.166343,0,0,0,434,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2,49,399,0,0,399,542,754,20608,17400,8700,128,0,0,0,68,0,39,15,0,2369.06,0.134506,0,0,0,399,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3,51,430,0,0,430,545,701,20846,18600,9300,127,0,0,0,58,0,43,14,0,2295.36,0.127114,0,0,0,430,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,50,420,0,0,420,543,737,20750,18000,9000,140,0,0,0,65,0,30,15,0,2391.36,0.113303,0,0,0,420,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0
48,4,52,428,0,0,428,545,663,20789,18200,9100,145,0,0,0,51,0,37,19,0,2352.36,0.117023,0,0,0,428,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,49,395,0,0,395,569,775,20883,18000,9000,141,0,0,0,57,0,46,15,0,2258.36,0.136153,0,0,0,395,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3,51,420,0,0,420,566,656,20892,22400,11200,157,0,0,0,52,0,47,15,0,2407.75,0.123407,0,0,0,420,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,50,443,0,0,443,574,636,21025,18200,9100,142,0,0,0,71,0,33,15,0,2274.75,0.132854,0,0,0,443,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4,52,449,0,0,449,556,661,20942,18800,9400,136,0,0,0,70,0,35,13,0,2357.75,0.129251,0,0,0,449,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,49,403,0,0,403,585,691,21061,18600,9300,131,0,0,0,62,0,44,11,0,2238.75,0.125465,0,0,0,403,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3,51,421,0,0,421,594,671,21120,21600,10800,147,0,0,0,59,0,46,12,0,2332.43,0.107489,0,0,0,421,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,50,468,0,0,468,599,694,21069,21000,10500,164,0,0,0,76,0,36,15,0,2383.43,0.124986,0,0,0,468,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0
50,4,52,449,0,0,449,582,625,21162,22800,11400,174,0,0,0,65,0,46,19,0,2290.43,0.125412,0,0,0,449,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,49,429,0,0,429,627,665,21136,15800,7900,126,0,0,0,81,0,44,11,0,2316.43,0.120363,0,0,0,429,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3,51,422,0,0,422,618,647,21200,14600,7300,122,0,0,0,59,0,44,14,0,2399.61,0.107983,0,0,0,422,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,50,495,0,0,495,595,647,21315,20800,10400,165,0,0,0,85,0,46,12,0,2284.61,0.113497,0,0,0,495,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4,52,470,0,0,470,603,549,21437,19600,9800,151,0,0,0,76,0,42,13,0,2162.61,0.100457,0,0,0,470,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,49,448,0,0,448,650,639,21265,18000,9000,158,0,0,0,72,0,42,11,0,2334.61,0.146609,0,0,0,448,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,51,443,0,0,443,609,584,21387,22200,11100,155,0,0,0,72,0,39,12,0,2354.48,0.164357,0,0,0,443,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,50,502,0,0,502,611,493,21595,18600,9300,166,0,0,0,67,0,45,15,0,2146.48,0.109837,0,0,0,502,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4,52,460,0,0,460,612,516,21412,19200,9600,159,0,0,0,57,0,46,21,0,2329.48,0.110337,0,0,0,460,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,49,476,0,0,476,673,576,21387,20400,10200,159,0,0,0,77,0,32,17,0,2354.48,0.1297,0,0,0,476,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3,51,435,0,0,435,614,580,21570,21000,10500,161,0,0,0,54,0,48,14,0,2308.24,0.106058,0,0,0,435,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,50,483,0,0,483,592,534,21536,22000,11000,161,0,0,0,44,0,47,16,0,2342.24,0.115402,0,0,0,483,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4,52,470,0,0,470,619,471,21653,21800,10900,151,0,0,0,64,0,40,14,0,2225.24,0.121327,0,0,0,470,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2,49,453,0,0,453,627,572,21726,18200,9100,154,0,0,0,36,0,44,15,0,2152.24,0.115416,0,0,0,453,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,51,457,0,0,457,621,878,21391,17200,8600,131,0,0,0,73,0,39,12,0,2619.08,0.109916,0,0,0,457,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,50,515,0,0,515,638,822,21402,24800,12400,155,0,0,0,94,0,49,13,0,2608.08,0.106466,0,0,0,515,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0
54,4,52,480,0,0,480,621,884,21233,22600,11300,165,0,0,0,61,0,40,11,0,2777.08,0.102075,0,0,0,480,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2,49,472,0,0,472,632,847,21344,22800,11400,142,0,0,0,65,0,34,12,0,2666.08,0.118255,0,0,0,472,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,51,443,0,0,443,621,870,21653,19800,9900,160,0,0,0,55,0,54,15,0,2484.16,0.152272,0,0,0,443,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,50,515,0,0,515,616,833,21816,24800,12400,199,0,0,0,63,0,43,20,0,2321.16,0.105164,0,0,0,515,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4,52,460,0,0,460,603,907,21862,22400,11200,154,0,0,0,44,0,44,20,0,2275.16,0.12288,0,0,0,460,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,49,467,0,0,467,635,847,21700,22400,11200,163,0,0,0,61,0,50,16,0,2437.16,0.116933,0,0,0,467,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3,51,427,0,0,427,611,920,21895,21600,10800,155,0,0,0,41,0,38,19,0,2364.67,0.125463,0,0,0,427,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,50,456,0,0,456,578,948,21958,23000,11500,159,0,0,0,13,0,52,19,0,2301.67,0.0935952,0,0,0,456,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4,52,433,0,0,433,590,983,21674,21000,10500,134,0,0,0,41,0,58,11,0,2585.67,0.10157,0,0,0,433,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,49,468,0,0,468,622,895,21885,23000,11500,165,0,0,0,47,0,34,12,0,2374.67,0.108802,0,0,0,468,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3,51,416,0,0,416,613,972,21884,18400,9200,119,0,0,0,50,0,50,11,0,2493.76,0.109475,0,0,0,416,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,50,447,0,0,447,584,975,22042,20600,10300,109,0,0,0,49,0,44,14,0,2335.76,0.100073,0,0,0,447,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4,52,413,0,0,413,593,1019,21817,23000,11500,145,0,0,0,35,0,43,12,0,2560.76,0.123127,0,0,0,413,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,49,456,0,0,456,600,944,21892,19800,9900,140,0,0,0,48,0,45,15,0,2485.76,0.103246,0,0,0,456,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3,51,535,0,0,535,719,771,22048,23000,11500,155,0,0,0,171,0,36,15,0,2443.59,0.13553,0,0,0,535,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,50,555,0,0,555,681,778,21964,27000,13500,170,0,0,0,173,0,49,16,0,2527.59,0.113386,0,0,0,555,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4,52,530,0,0,530,748,756,22149,22000,11000,135,0,0,0,171,0,42,13,0,2342.59,0.111337,0,0,0,530,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2,49,573,0,0,573,687,779,22111,23400,11700,155,0,0,0,176,0,45,14,0,2380.59,0.125543,0,0,0,573,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,51,536,0,0,536,712,827,22074,20400,10200,242,0,0,0,64,0,49,14,0,2527.33,0.106243,0,0,0,536,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,50,535,0,0,535,702,792,22246,22800,11400,262,0,0,0,59,0,56,23,0,2355.33,0.0936146,0,0,0,535,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4,52,523,0,0,523,746,796,22181,19000,9500,239,0,0,0,64,0,48,23,0,2420.33,0.106482,0,0,0,523,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,49,565,0,0,565,698,799,22281,24400,12200,272,0,0,0,79,0,55,32,0,2320.33,0.101735,0,0,0,565,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3,51,546,0,0,546,729,816,22172,18800,9400,151,0,0,0,63,0,38,15,0,2535.11,0.123889,0,0,0,546,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,50,543,0,0,543,719,796,22307,15000,7500,125,0,0,0,76,0,54,14,0,2400.11,0.103304,0,0,0,543,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4,52,531,0,0,531,758,786,22252,21000,10500,153,0,0,0,78,0,59,11,0,2455.11,0.127386,0,0,0,531,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2,49,564,0,0,564,695,814,22296,17600,8800,152,0,0,0,74,0,58,17,0,2411.11,0.0950954,0,0,0,564,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3,51,561,0,0,561,737,847,22224,22400,11200,161,0,0,0,75,0,45,14,0,2585.08,0.134846,0,0,0,561,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,50,554,0,0,554,719,818,22372,22600,11300,171,0,0,0,76,0,49,16,0,2437.08,0.160007,0,0,0,554,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4,52,561,0,0,561,746,776,22351,18600,9300,158,0,0,0,87,0,40,17,0,2458.08,0.11691,0,0,0,561,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,49,574,0,0,574,692,879,22316,21400,10700,164,0,0,0,77,0,47,21,0,2493.08,0.136995,0,0,0,574,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3,51,563,0,0,563,749,858,22454,38400,19200,243,0,0,0,70,0,43,25,0,2453.37,0.115405,0,0,0,563,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,50,567,0,0,567,746,831,22383,39200,19600,248,0,0,0,77,0,44,20,0,2524.37,0.107835,0,0,0,567,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4,52,560,0,0,560,751,808,22451,35000,17500,236,0,0,0,68,0,44,25,0,2456.37,0.132155,0,0,0,560,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,49,580,0,0,580,697,871,22472,38000,19000,251,0,0,0,76,0,48,22,0,2435.37,0.116499,0,0,0,580,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3,51,589,0,0,589,761,858,22507,21800,10900,171,0,0,0,95,0,46,24,0,2495.12,0.0638898,0,0,0,589,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,50,569,0,0,569,738,856,22624,17000,8500,146,0,0,0,84,0,64,18,0,2378.12,0.0643972,0,0,0,569,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4,52,568,0,0,568,747,806,22561,22400,11200,162,0,0,0,90,0,61,20,0,2441.12,0.070182,0,0,0,568,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,49,583,0,0,583,701,891,22466,21400,10700,173,0,0,0,85,0,65,17,0,2536.12,0.0640887,0,0,0,583,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3,51,599,0,0,599,733,840,22591,24800,12400,204,0,0,0,84,0,49,25,0,2502.46,0.114455,0,0,0,599,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,50,571,0,0,571,746,871,22607,26000,13000,193,0,0,0,76,0,54,20,0,2486.46,0.139889,0,0,0,571,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4,52,554,0,0,554,761,832,22624,22400,11200,179,0,0,0,56,0,52,18,0,2469.46,0.108979,0,0,0,554,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,49,596,0,0,596,707,931,22571,22600,11300,183,0,0,0,87,0,60,14,0,2522.46,0.11851,0,0,0,596,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0
