Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,AAAAAAAAAAAAAAAAAAAAAAAA,TAAAAAAAAAAAAAAAAAAAAAAA,AAAAAAAAAAAAAAAAAAAAAAAT,TAAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
65,3,51,601,0,0,601,768,862,22704,33600,16800,236,0,0,0,100,0,70,28,0,2477.51,0.100906,0,0,0,601,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,50,579,0,0,579,756,863,22698,33600,16800,226,0,0,0,85,0,54,22,0,2483.51,0.095633,0,0,0,579,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4,52,538,0,0,538,768,856,22549,33200,16600,200,0,0,0,69,0,65,20,0,2632.51,0.110244,0,0,0,538,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2,49,613,0,0,613,739,857,22760,33600,16800,231,0,0,0,101,0,62,23,0,2421.51,0.111613,0,0,0,613,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3,51,598,0,0,598,759,850,22804,20400,10200,186,0,0,0,83,0,63,23,0,2462.38,0.0737353,0,0,0,598,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,50,599,0,0,599,753,895,22710,19600,9800,169,0,0,0,87,0,52,15,0,2556.38,0.0739139,0,0,0,599,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0
66,4,52,552,0,0,552,788,856,22759,22400,11200,168,0,0,0,79,0,51,14,0,2507.38,0.0792923,0,0,0,552,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2,49,611,0,0,611,736,845,22790,23200,11600,200,0,0,0,89,0,71,20,0,2476.38,0.0720686,0,0,0,611,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3,51,602,0,0,602,772,861,22848,26200,13100,195,0,0,0,78,0,53,21,0,2500.19,0.120705,0,0,0,602,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,50,603,0,0,603,761,938,22863,27800,13900,208,0,0,0,77,0,46,27,0,2485.19,0.130427,0,0,0,603,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0
67,4,52,559,0,0,559,800,868,22877,25800,12900,191,0,0,0,78,0,52,19,0,2471.19,0.111937,0,0,0,559,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,49,600,0,0,600,749,850,22811,25800,12900,192,0,0,0,84,0,66,29,0,2537.19,0.10674,0,0,0,600,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3,51,597,0,0,597,752,868,22925,33600,16800,228,0,0,0,71,0,59,17,0,2502.06,0.0954272,0,0,0,597,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,50,622,0,0,622,783,937,23054,34200,17100,228,0,0,0,84,0,47,19,0,2373.06,0.0893954,0,0,0,622,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0
68,4,52,565,0,0,565,810,902,22854,27600,13800,202,0,0,0,73,0,50,16,0,2573.06,0.0957827,0,0,0,565,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2,49,604,0,0,604,781,831,22985,32000,16000,226,0,0,0,81,0,54,23,0,2442.06,0.0983408,0,0,0,604,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3,51,617,0,0,617,792,873,22922,23800,11900,174,0,0,0,90,0,53,17,0,2581.09,0.0744661,0,0,0,617,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1,50,623,0,0,623,807,921,22971,26000,13000,189,0,0,0,78,0,55,22,0,2532.09,0.0693877,0,0,0,623,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0
69,4,52,588,0,0,588,817,925,22967,24200,12100,174,0,0,0,97,0,57,17,0,2536.09,0.0932268,0,0,0,588,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2,49,574,0,0,574,773,903,22983,26200,13100,192,0,0,0,63,0,71,22,0,2520.09,0.0763144,0,0,0,574,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,51,589,0,0,589,805,870,23188,29000,14500,209,0,0,0,69,0,71,26,0,2388.37,0.108449,0,0,0,589,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,50,629,0,0,629,820,903,23044,30400,15200,209,0,0,0,92,0,65,21,0,2532.37,0.0973879,0,0,0,629,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4,52,606,0,0,606,822,890,23055,27200,13600,210,0,0,0,78,0,43,17,0,2521.37,0.104797,0,0,0,606,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,49,583,0,0,583,795,902,23026,25400,12700,178,0,0,0,78,0,52,17,0,2550.37,0.0961865,0,0,0,583,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3,52,581,0,0,581,817,852,23025,31000,15500,207,0,0,0,77,0,61,24,0,2622.02,0.0823576,0,0,0,581,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,50,659,0,0,659,842,938,23141,32200,16100,233,0,0,0,103,0,55,20,0,2506.02,0.0833017,0,0,0,659,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
71,4,52,619,0,0,619,817,915,23156,29200,14600,204,0,0,0,87,0,53,19,0,2491.02,0.0926975,0,0,0,619,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,48,609,0,0,609,786,907,23175,30200,15100,209,0,0,0,88,0,50,12,0,2472.02,0.100408,0,0,0,609,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,52,587,0,0,587,823,903,23104,24200,12100,178,0,0,0,81,0,55,20,0,2611.12,0.0845812,0,0,0,587,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,50,651,0,0,651,861,926,23204,27000,13500,209,0,0,0,82,0,78,13,0,2511.12,0.0778266,0,0,0,651,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0
72,4,52,606,0,0,606,832,904,23304,25400,12700,197,0,0,0,85,0,74,23,0,2411.12,0.0853088,0,0,0,606,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2,48,600,0,0,600,800,920,23085,27800,13900,203,0,0,0,81,0,66,24,0,2630.12,0.0818548,0,0,0,600,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3,52,617,0,0,617,830,884,23345,30000,15000,213,0,0,0,104,0,48,26,0,2435.76,0.107897,0,0,0,617,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,50,665,0,0,665,865,924,23183,29800,14900,216,0,0,0,95,0,58,23,0,2597.76,0.0930043,0,0,0,665,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0
73,4,52,640,0,0,640,847,872,23284,33200,16600,225,0,0,0,109,0,51,24,0,2496.76,0.0949258,0,0,0,640,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,48,597,0,0,597,833,916,23271,25600,12800,191,0,0,0,88,0,61,30,0,2509.76,0.0946085,0,0,0,597,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,51,608,0,0,608,831,900,23350,29600,14800,226,0,0,0,77,0,63,22,0,2494.04,0.0811921,0,0,0,608,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,50,676,0,0,676,885,933,23276,32200,16100,233,0,0,0,95,0,61,23,0,2568.04,0.0871732,0,0,0,676,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
74,4,52,638,0,0,638,857,843,23316,27000,13500,220,0,0,0,85,0,69,18,0,2528.04,0.0752037,0,0,0,638,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2,49,600,0,0,600,849,902,23316,30600,15300,220,0,0,0,91,0,64,25,0,2528.04,0.0980376,0,0,0,600,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3,51,632,0,0,632,826,912,23281,24800,12400,186,0,0,0,93,0,55,14,0,2624.04,0.0842582,0,0,0,632,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,50,671,0,0,671,916,873,23608,31200,15600,226,0,0,0,82,0,54,33,0,2297.04,0.0797529,0,0,0,671,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4,52,630,0,0,630,867,880,23314,25600,12800,195,0,0,0,71,0,59,20,0,2591.04,0.0936312,0,0,0,630,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,49,617,0,0,617,855,918,23376,27400,13700,205,0,0,0,97,0,59,21,0,2529.04,0.0826158,0,0,0,617,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3,51,650,0,0,650,833,920,23506,30000,15000,216,0,0,0,102,0,63,21,0,2457.85,0.105808,0,0,0,650,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,50,653,0,0,653,912,891,23493,31800,15900,224,0,0,0,75,0,67,26,0,2470.85,0.0736232,0,0,0,653,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0
76,4,52,641,0,0,641,882,864,23402,32800,16400,214,0,0,0,85,0,57,17,0,2561.85,0.101213,0,0,0,641,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2,49,624,0,0,624,848,907,23441,24000,12000,199,0,0,0,86,0,59,20,0,2522.85,0.0923008,0,0,0,624,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3,51,655,0,0,655,854,923,23442,31400,15700,233,0,0,0,90,0,58,27,0,2578.53,0.0819282,0,0,0,655,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,50,656,0,0,656,913,940,23467,34000,17000,230,0,0,0,81,0,60,18,0,2553.53,0.0776995,0,0,0,656,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0
77,4,52,644,0,0,644,881,946,23420,32800,16400,227,0,0,0,82,0,58,21,0,2600.53,0.0781051,0,0,0,644,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2,49,609,0,0,609,856,934,23389,29000,14500,209,0,0,0,82,0,77,20,0,2631.53,0.105119,0,0,0,609,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0
78,3,51,659,0,0,659,858,922,23545,27600,13800,208,0,0,0,98,0,73,21,0,2530.17,0.0821188,0,0,0,659,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,50,670,0,0,670,901,924,23410,31000,15500,218,0,0,0,107,0,63,30,0,2665.17,0.0751038,0,0,0,670,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0
78,4,52,632,0,0,632,884,952,23560,26400,13200,201,0,0,0,81,0,73,20,0,2515.17,0.0792844,0,0,0,632,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2,49,620,0,0,620,854,945,23506,29800,14900,211,0,0,0,92,0,60,21,0,2569.17,0.0907424,0,0,0,620,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3,51,652,0,0,652,842,923,23664,30600,15300,232,0,0,0,79,0,60,25,0,2463.84,0.0916728,0,0,0,652,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,50,663,0,0,663,899,942,23556,28000,14000,228,0,0,0,76,0,62,22,0,2571.84,0.0859732,0,0,0,663,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0
79,4,52,650,0,0,650,890,933,23671,31600,15800,228,0,0,0,96,0,60,18,0,2456.84,0.0952716,0,0,0,650,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2,49,625,0,0,625,873,939,23620,26400,13200,201,0,0,0,84,0,62,17,0,2507.84,0.0862138,0,0,0,625,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0
80,3,51,680,0,0,680,857,916,23627,31200,15600,217,0,0,0,102,0,61,14,0,2551.62,0.0805177,0,0,0,680,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,50,678,0,0,678,907,924,23739,32800,16400,227,0,0,0,89,0,53,21,0,2439.62,0.0918515,0,0,0,678,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0
80,4,52,632,0,0,632,899,944,23634,30400,15200,229,0,0,0,74,0,67,25,0,2544.62,0.0777482,0,0,0,632,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2,49,598,0,0,598,897,932,23581,27400,13700,204,0,0,0,64,0,71,19,0,2597.62,0.094994,0,0,0,598,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0
81,3,51,682,0,0,682,893,919,23665,30400,15200,242,0,0,0,81,0,55,24,0,2562.56,0.0817825,0,0,0,682,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,50,683,0,0,683,919,923,23532,29400,14700,218,0,0,0,116,0,77,34,0,2695.56,0.0743785,0,0,0,683,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0
81,4,52,640,0,0,640,929,894,23756,25800,12900,181,0,0,0,105,0,77,20,0,2471.56,0.0837044,0,0,0,640,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2,49,603,0,0,603,927,923,23584,29400,14700,189,0,0,0,87,0,67,15,0,2643.56,0.0948035,0,0,0,603,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3,51,697,0,0,697,904,900,23713,33800,16900,235,0,0,0,100,0,59,26,0,2561.74,0.0842947,0,0,0,697,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,50,684,0,0,684,918,923,23664,32000,16000,249,0,0,0,98,0,70,26,0,2610.74,0.0916857,0,0,0,684,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0
82,4,52,611,0,0,611,932,927,23577,30000,15000,230,0,0,0,79,0,80,28,0,2697.74,0.0957968,0,0,0,611,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2,49,625,0,0,625,926,907,23696,28400,14200,217,0,0,0,93,0,45,27,0,2578.74,0.089917,0,0,0,625,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3,51,688,0,0,688,884,941,23605,31400,15700,236,0,0,0,78,0,68,19,0,2715.22,0.0757911,0,0,0,688,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,50,662,0,0,662,936,938,23784,29200,14600,226,0,0,0,74,0,71,25,0,2536.22,0.0815856,0,0,0,662,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0
83,4,52,626,0,0,626,928,909,23743,31200,15600,222,0,0,0,92,0,64,13,0,2577.22,0.0899247,0,0,0,626,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2,49,620,0,0,620,923,927,23855,29000,14500,217,0,0,0,80,0,68,17,0,2465.22,0.0908007,0,0,0,620,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3,51,695,0,0,695,887,948,23791,32000,16000,218,0,0,0,99,0,72,21,0,2573.06,0.086472,0,0,0,695,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,50,654,0,0,654,949,914,23861,28400,14200,188,0,0,0,83,0,74,18,0,2503.06,0.0868569,0,0,0,654,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0
84,4,51,626,0,0,626,929,936,23763,22800,11400,184,0,0,0,84,0,66,17,0,2601.06,0.0826032,0,0,0,626,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2,50,587,0,0,587,927,950,23847,27600,13800,202,0,0,0,70,0,69,33,0,2517.06,0.0850076,0,0,0,587,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3,51,692,0,0,692,877,970,23848,30800,15400,231,0,0,0,86,0,62,28,0,2558.32,0.0804082,0,0,0,692,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,50,655,0,0,655,948,925,23808,34400,17200,245,0,0,0,96,0,68,27,0,2598.32,0.088136,0,0,0,655,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0
85,4,51,624,0,0,624,934,955,23795,31600,15800,228,0,0,0,75,0,61,15,0,2611.32,0.114082,0,0,0,624,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2,50,615,0,0,615,933,961,23813,29800,14900,198,0,0,0,96,0,52,16,0,2593.32,0.0911979,0,0,0,615,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0
86,3,51,673,0,0,673,887,993,24088,33200,16600,235,0,0,0,80,0,77,21,0,2359.06,0.0830625,0,0,0,673,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,50,661,0,0,661,935,923,23859,31000,15500,228,0,0,0,82,0,56,21,0,2588.06,0.0755327,0,0,0,661,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0
86,4,51,643,0,0,643,955,952,23783,32400,16200,223,0,0,0,99,0,58,22,0,2664.06,0.0826368,0,0,0,643,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2,50,637,0,0,637,922,966,23877,29000,14500,220,0,0,0,97,0,52,23,0,2570.06,0.0870243,0,0,0,637,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3,51,683,0,0,683,888,975,23774,31600,15800,221,0,0,0,94,0,60,24,0,2712.33,0.0710561,0,0,0,683,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,50,666,0,0,666,929,929,23870,28400,14200,207,0,0,0,81,0,55,21,0,2616.33,0.0834859,0,0,0,666,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0
87,4,51,640,0,0,640,932,960,23847,24800,12400,203,0,0,0,79,0,56,25,0,2639.33,0.0822242,0,0,0,640,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2,50,629,0,0,629,928,941,23967,26800,13400,213,0,0,0,86,0,74,21,0,2519.33,0.0886228,0,0,0,629,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,51,674,0,0,674,904,964,23953,32600,16300,225,0,0,0,85,0,71,23,0,2571.19,0.0858334,0,0,0,674,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,50,675,0,0,675,949,931,23988,36800,18400,240,0,0,0,88,0,53,26,0,2536.19,0.0921244,0,0,0,675,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0
88,4,51,650,0,0,650,950,969,23882,33400,16700,221,0,0,0,84,0,56,18,0,2642.19,0.106425,0,0,0,650,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2,50,657,0,0,657,921,914,23998,29000,14500,207,0,0,0,101,0,55,18,0,2526.19,0.094005,0,0,0,657,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3,51,690,0,0,690,926,933,24014,33200,16600,226,0,0,0,112,0,65,30,0,2546.68,0.0788708,0,0,0,690,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,50,667,0,0,667,957,974,24056,32200,16100,235,0,0,0,81,0,66,23,0,2504.68,0.0689182,0,0,0,667,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0
89,4,51,674,0,0,674,959,964,23970,31800,15900,222,0,0,0,95,0,52,20,0,2590.68,0.0791075,0,0,0,674,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2,50,660,0,0,660,922,955,23867,30200,15100,224,0,0,0,89,0,61,25,0,2693.68,0.08711,0,0,0,660,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3,51,701,0,0,701,934,959,24070,31400,15700,251,0,0,0,96,0,61,24,0,2525.86,0.0767073,0,0,0,701,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,50,669,0,0,669,941,1033,23877,27400,13700,207,0,0,0,88,0,60,26,0,2718.86,0.0777851,0,0,0,669,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0
90,4,51,688,0,0,688,956,987,24015,27800,13900,211,0,0,0,102,0,61,27,0,2580.86,0.081468,0,0,0,688,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2,50,656,0,0,656,940,955,24059,28200,14100,211,0,0,0,86,0,76,14,0,2536.86,0.0891948,0,0,0,656,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3,51,691,0,0,691,947,950,24014,31400,15700,231,0,0,0,81,0,67,24,0,2615.77,0.0804414,0,0,0,691,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,50,655,0,0,655,976,1017,24096,34000,17000,233,0,0,0,90,0,75,29,0,2533.77,0.0992284,0,0,0,655,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
91,4,51,692,0,0,692,961,1010,24039,33800,16900,243,0,0,0,96,0,72,20,0,2590.77,0.0928367,0,0,0,692,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2,50,654,0,0,654,905,982,24017,31600,15800,221,0,0,0,92,0,67,27,0,2612.77,0.0899596,0,0,0,654,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3,51,706,0,0,706,941,1002,24052,32200,16100,222,0,0,0,95,0,59,21,0,2610.46,0.0833048,0,0,0,706,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,50,649,0,0,649,965,1005,24145,30800,15400,224,0,0,0,88,0,70,24,0,2517.46,0.0745226,0,0,0,649,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0
92,4,51,707,0,0,707,967,984,23987,33800,16900,250,0,0,0,95,0,60,20,0,2675.46,0.07665,0,0,0,707,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2,50,664,0,0,664,903,969,24021,29800,14900,219,0,0,0,93,0,63,20,0,2641.46,0.0826826,0,0,0,664,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3,51,719,0,0,719,948,960,24171,36000,18000,253,0,0,0,95,0,55,27,0,2522.97,0.0810701,0,0,0,719,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,50,677,0,0,677,968,982,24060,29200,14600,210,0,0,0,108,0,52,28,0,2633.97,0.0817356,0,0,0,677,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0
93,4,51,725,0,0,725,955,997,24016,29400,14700,221,0,0,0,101,0,56,27,0,2677.97,0.0791555,0,0,0,725,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2,50,678,0,0,678,920,947,24072,29200,14600,208,0,0,0,107,0,67,26,0,2621.97,0.0886395,0,0,0,678,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0
94,3,51,719,0,0,719,955,992,24049,33400,16700,241,0,0,0,109,0,71,38,0,2675.34,0.0700824,0,0,0,719,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,50,691,0,0,691,994,923,24217,32800,16400,243,0,0,0,111,0,69,28,0,2507.34,0.0902043,0,0,0,691,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4,51,724,0,0,724,952,973,24194,37000,18500,256,0,0,0,98,0,74,25,0,2530.34,0.0910873,0,0,0,724,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2,50,672,0,0,672,927,955,24042,32000,16000,242,0,0,0,88,0,66,28,0,2682.34,0.0897934,0,0,0,672,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0
95,3,51,716,0,0,716,969,983,24198,33600,16800,250,0,0,0,90,0,63,30,0,2555.62,0.0801001,0,0,0,716,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,50,688,0,0,688,1009,952,24046,31400,15700,247,0,0,0,88,0,67,24,0,2707.62,0.0764433,0,0,0,688,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0
95,4,51,730,0,0,730,939,965,24032,34400,17200,249,0,0,0,102,0,80,16,0,2721.62,0.0683876,0,0,0,730,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2,50,662,0,0,662,934,956,24176,31600,15800,224,0,0,0,91,0,73,28,0,2577.62,0.0838232,0,0,0,662,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,51,752,0,0,752,966,941,24252,35000,17500,246,0,0,0,125,0,68,21,0,2529.85,0.0760602,0,0,0,752,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,50,718,0,0,718,993,971,24233,29400,14700,218,0,0,0,96,0,50,15,0,2548.85,0.08623,0,0,0,718,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0
96,4,51,747,0,0,747,936,953,24139,30200,15100,235,0,0,0,101,0,60,25,0,2642.85,0.0791169,0,0,0,747,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2,50,660,0,0,660,937,1000,24082,29400,14700,228,0,0,0,80,0,56,26,0,2699.85,0.0815703,0,0,0,660,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0
97,3,51,736,0,0,736,934,951,24150,32800,16400,265,0,0,0,82,0,65,32,0,2659.05,0.0722813,0,0,0,736,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,50,708,0,0,708,978,985,24206,35200,17600,251,0,0,0,85,0,71,24,0,2603.05,0.0866954,0,0,0,708,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0
97,4,51,769,0,0,769,940,936,24199,36800,18400,260,0,0,0,102,0,55,25,0,2610.05,0.0875115,0,0,0,769,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2,50,683,0,0,683,940,998,24239,34400,17200,236,0,0,0,97,0,48,27,0,2570.05,0.0918315,0,0,0,683,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0
98,3,51,730,0,0,730,950,943,24137,35600,17800,237,0,0,0,92,0,75,23,0,2698.28,0.0810687,0,0,0,730,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,50,718,0,0,718,938,967,24243,35200,17600,245,0,0,0,94,0,64,20,0,2592.28,0.0739504,0,0,0,718,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4,51,765,0,0,765,936,958,24231,36600,18300,265,0,0,0,97,0,66,35,0,2604.28,0.0709253,0,0,0,765,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,50,685,0,0,685,930,1031,24245,31200,15600,236,0,0,0,90,0,60,28,0,2590.28,0.0747108,0,0,0,685,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3,51,720,0,0,720,953,935,24224,34000,17000,239,0,0,0,92,0,72,30,0,2636.56,0.0757944,0,0,0,720,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0
