Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected
0,340461476,100,8717,0,0,8717,8998,0,0,609200,304600,1434,0,1440,0,0,0,977,143,163,19487.5,1,0,0,0,0,0,0,0,2874,0,0,0,0,0,0,0,0
1,340461476,100,7615,0,0,7615,8136,0,19579,548000,274000,1283,0,1316,0,0,0,829,127,146,9128.76,0.0319886,0,0,0,7615,0,0,0,2599,0,0,0,0,0,0,0,0
2,340461476,100,6664,0,0,6664,7328,0,26975,484600,242300,1155,0,1160,0,0,0,736,107,108,10620.8,0.0166583,0,0,0,6664,0,0,0,2315,0,0,0,0,0,0,0,0
3,340461476,100,5829,0,0,5829,6669,0,34903,401200,200600,992,0,924,0,0,0,636,109,90,11260.6,0.0219167,0,0,0,5829,0,0,0,1916,0,0,0,0,0,0,0,0
4,340461476,100,5105,0,0,5105,6022,0,42542,368400,184200,859,0,886,0,0,0,541,93,90,11880.7,0.0280673,0,0,0,5105,0,0,0,1745,0,0,0,0,0,0,0,0
5,340461476,100,4434,0,0,4434,5482,0,50549,326400,163200,775,0,783,0,0,0,510,82,79,11835.1,0.0322494,0,0,0,4434,0,0,0,1558,0,0,0,0,0,0,0,0
6,340461476,100,3917,0,0,3917,4969,0,57572,266800,133400,653,0,610,0,0,0,413,59,45,12486.7,0.0362596,0,0,0,3917,0,0,0,1263,0,0,0,0,0,0,0,0
7,340461476,100,3422,0,0,3422,4545,0,64607,243800,121900,589,0,574,0,0,0,379,60,56,12849.8,0.0468018,0,0,0,3422,0,0,0,1163,0,0,0,0,0,0,0,0
8,340461476,100,2972,0,0,2972,4160,0,71136,216000,108000,516,0,510,0,0,0,347,53,50,13452.2,0.0527062,0,0,0,2972,0,0,0,1026,0,0,0,0,0,0,0,0
9,340461476,100,2584,0,0,2584,3757,0,77861,183800,91900,477,0,395,0,0,0,306,49,33,13601.7,0.0622789,0,0,0,2584,0,0,0,872,0,0,0,0,0,0,0,0
10,340461476,100,2261,0,0,2261,3411,0,84125,158600,79300,399,0,369,0,0,0,245,40,38,13964.5,0.0740029,0,0,0,2261,0,0,0,768,0,0,0,0,0,0,0,0
11,340461476,100,1969,0,0,1969,3081,0,90162,145400,72700,340,0,352,0,0,0,216,41,35,14315.5,0.0880486,0,0,0,1969,0,0,0,692,0,0,0,0,0,0,0,0
12,340461476,100,1725,0,0,1725,2804,0,95831,123400,61700,301,0,276,0,0,0,181,26,37,14804.3,0.098456,0,0,0,1725,0,0,0,577,0,0,0,0,0,0,0,0
13,340461476,100,1515,0,0,1515,2525,0,101602,103800,51900,231,0,257,0,0,0,162,26,22,14969.2,0.11997,0,0,0,1515,0,0,0,488,0,0,0,0,0,0,0,0
14,340461476,100,1327,0,0,1327,2270,0,106889,100200,50100,223,0,256,0,0,0,136,25,27,15404.3,0.144212,0,0,0,1327,0,0,0,479,0,0,0,0,0,0,0,0
15,340461476,100,1162,0,0,1162,2061,0,112005,83400,41700,199,0,201,0,0,0,124,25,16,15804.1,0.153735,0,0,0,1162,0,0,0,400,0,0,0,0,0,0,0,0
16,340461476,100,1027,0,0,1027,1854,0,116864,72200,36100,172,0,171,0,0,0,99,18,18,16262.2,0.189498,0,0,0,1027,0,0,0,343,0,0,0,0,0,0,0,0
17,340461476,100,887,0,0,887,1657,0,122021,66000,33000,165,0,144,0,0,0,107,19,14,16230.7,0.225239,0,0,0,887,0,0,0,309,0,0,0,0,0,0,0,0
18,340461476,100,783,0,0,783,1491,0,126779,54400,27200,119,0,139,0,0,0,81,12,11,16413.5,0.24592,0,0,0,783,0,0,0,258,0,0,0,0,0,0,0,0
19,340461476,100,707,0,0,707,1366,0,131101,49000,24500,112,0,118,0,0,0,60,7,9,16854.3,0.30172,0,0,0,707,0,0,0,230,0,0,0,0,0,0,0,0
20,340461476,100,602,0,0,602,1223,0,135194,43200,21600,103,0,102,0,0,0,81,11,13,17352.5,0.343966,0,0,0,602,0,0,0,205,0,0,0,0,0,0,0,0
21,340461476,100,518,0,0,518,1103,0,139570,36400,18200,88,0,86,0,0,0,67,10,7,17402.2,0.401678,0,0,0,518,0,0,0,174,0,0,0,0,0,0,0,0
22,340461476,100,458,0,0,458,981,0,143638,33200,16600,78,0,83,0,0,0,43,7,10,17600.5,0.478083,0,0,0,458,0,0,0,161,0,0,0,0,0,0,0,0
23,340461476,100,393,0,0,393,890,2217,145360,27400,13700,76,0,56,0,0,0,47,11,7,19991,0.530134,0,0,0,393,0,0,0,132,0,0,0,0,0,0,0,0
24,340461476,100,336,0,0,336,795,3034,150482,24400,12200,57,0,62,0,0,0,43,9,5,18833.3,0.729597,0,0,0,336,0,0,0,119,0,0,0,0,0,0,0,0
25,340461476,100,297,0,0,297,701,3900,153839,21600,10800,44,0,62,0,0,0,32,4,3,19297.8,0.771856,0,0,0,297,0,0,0,106,0,0,0,0,0,0,0,0
26,340461476,100,268,0,0,268,630,4760,157227,17800,8900,48,0,38,0,0,0,23,3,3,19593.6,0.893416,0,0,0,268,0,0,0,86,0,0,0,0,0,0,0,0
27,340461476,100,952,0,0,952,1343,4097,158892,16600,8300,40,0,38,0,713,0,21,4,4,21479.6,1,0,0,0,952,0,0,0,78,0,0,0,0,0,0,0,0
28,340461476,100,1136,0,0,1136,1568,4334,158938,14800,7400,353,0,343,0,329,0,88,30,27,24856.7,1,0,0,0,1136,0,0,0,696,0,0,0,0,0,0,0,0
29,340461476,100,1358,0,0,1358,1830,4523,157228,13000,6500,160,0,170,0,377,0,122,14,19,29866.5,1,0,0,0,1358,0,0,0,330,0,0,0,0,0,0,0,0
30,340461476,100,1565,0,0,1565,2056,4663,153695,10800,5400,206,0,165,0,382,0,136,20,19,36580.3,1,0,0,0,1565,0,0,0,371,0,0,0,0,0,0,0,0
31,340461476,100,1775,0,0,1775,2309,4877,148210,96000,48000,394,0,384,0,450,0,168,37,35,45131.5,1,0,0,0,1775,0,0,0,778,0,0,0,0,0,0,0,0
32,340461476,100,1986,0,0,1986,2531,5013,178011,48000,24000,321,0,303,0,433,0,169,31,22,18286.2,0.47012,0,0,0,1986,0,0,0,624,0,0,0,0,0,0,0,0
33,340461476,100,2185,0,0,2185,2756,5208,177684,51200,25600,316,0,297,0,436,0,191,26,20,21462.5,0.380964,0,0,0,2185,0,0,0,613,0,0,0,0,0,0,0,0
34,340461476,100,2322,0,0,2322,2983,5242,180665,110000,55000,474,0,432,0,429,0,204,38,50,21228,0.419189,0,0,0,2322,0,0,0,906,0,0,0,0,0,0,0,0
35,340461476,100,2532,0,0,2532,3254,5318,182905,87600,43800,403,0,382,0,500,0,212,43,35,21635.6,0.192982,0,0,0,2532,0,0,0,785,0,0,0,0,0,0,0,0
36,340461476,100,2659,0,0,2659,3452,5466,185176,90000,45000,423,0,441,0,454,0,253,29,45,21916.8,0.246982,0,0,0,2659,0,0,0,864,0,0,0,0,0,0,0,0
37,340461476,100,2792,0,0,2792,3650,5603,187785,125000,62500,512,0,472,0,512,0,272,51,56,21768.1,0.24352,0,0,0,2792,0,0,0,984,0,0,0,0,0,0,0,0
38,340461476,100,2926,0,0,2926,3822,5735,189993,108200,54100,468,0,482,0,494,0,267,43,50,21931.7,0.174145,0,0,0,2926,0,0,0,950,0,0,0,0,0,0,0,0
39,340461476,100,3069,0,0,3069,3991,5853,191932,122600,61300,494,0,520,0,542,0,273,55,71,22278.8,0.202696,0,0,0,3069,0,0,0,1014,0,0,0,0,0,0,0,0
40,340461476,100,3277,0,0,3277,4132,5996,193937,141000,70500,563,0,561,0,555,0,251,43,53,22477.5,0.181719,0,0,0,3277,0,0,0,1124,0,0,0,0,0,0,0,0
41,340461476,100,3392,0,0,3392,4265,6067,196259,136600,68300,538,0,585,0,571,0,336,53,67,22279.9,0.159415,0,0,0,3392,0,0,0,1123,0,0,0,0,0,0,0,0
42,340461476,100,3520,0,0,3520,4431,6218,197904,140800,70400,603,0,565,0,572,0,323,71,50,22682.7,0.163103,0,0,0,3520,0,0,0,1168,0,0,0,0,0,0,0,0
43,340461476,100,3638,0,0,3638,4620,6287,199912,159600,79800,611,0,631,0,584,0,343,47,76,22648.7,0.161099,0,0,0,3638,0,0,0,1242,0,0,0,0,0,0,0,0
44,340461476,100,3795,0,0,3795,4807,6409,201441,154000,77000,614,0,630,0,639,0,356,56,70,23022.5,0.141909,0,0,0,3795,0,0,0,1244,0,0,0,0,0,0,0,0
45,340461476,100,3874,0,0,3874,4879,6564,203442,162400,81200,706,0,629,0,589,0,360,80,70,22855.9,0.149497,0,0,0,3874,0,0,0,1335,0,0,0,0,0,0,0,0
46,340461476,100,3953,0,0,3953,5018,6931,204752,172200,86100,637,0,685,0,587,0,380,58,70,23314.1,0.140738,0,0,0,3953,0,0,0,1322,0,0,0,0,0,0,0,0
47,340461476,100,4059,0,0,4059,5178,7049,206301,180800,90400,678,0,688,0,598,0,357,63,72,23469.6,0.135389,0,0,0,4059,0,0,0,1366,0,0,0,0,0,0,0,0
48,340461476,100,4250,0,0,4250,5270,7223,208127,184400,92200,685,0,718,0,690,0,368,68,63,23286.6,0.12981,0,0,0,4250,0,0,0,1403,0,0,0,0,0,0,0,0
49,340461476,100,4291,0,0,4291,5468,7271,209535,185800,92900,763,0,709,0,592,0,406,59,86,23462.5,0.126283,0,0,0,4291,0,0,0,1472,0,0,0,0,0,0,0,0
50,340461476,100,4518,0,0,4518,5725,6901,211427,197200,98600,739,0,709,0,730,0,374,69,60,23097.3,0.126278,0,0,0,4518,0,0,0,1448,0,0,0,0,0,0,0,0
51,340461476,100,4599,0,0,4599,5907,6501,213051,195400,97700,753,0,815,0,677,0,434,82,80,22945.1,0.117126,0,0,0,4599,0,0,0,1568,0,0,0,0,0,0,0,0
52,340461476,100,4771,0,0,4771,6048,5917,214361,213600,106800,833,0,773,0,744,0,402,80,90,23053.8,0.117426,0,0,0,4771,0,0,0,1606,0,0,0,0,0,0,0,0
53,340461476,100,4778,0,0,4778,6166,5151,215907,206800,103400,817,0,792,0,663,0,489,86,81,22875.5,0.10793,0,0,0,4778,0,0,0,1609,0,0,0,0,0,0,0,0
54,340461476,100,4739,0,0,4739,6161,8474,213223,219800,109900,784,0,831,0,579,0,451,80,87,26877.8,0.110616,0,0,0,4739,0,0,0,1615,0,0,0,0,0,0,0,0
55,340461476,100,4643,0,0,4643,6135,8674,217566,227600,113800,836,0,753,0,532,0,463,90,75,23805.7,0.122283,0,0,0,4643,0,0,0,1589,0,0,0,0,0,0,0,0
56,340461476,100,4556,0,0,4556,6039,9144,218208,222600,111300,758,0,762,0,483,0,425,67,78,24388.7,0.104594,0,0,0,4556,0,0,0,1520,0,0,0,0,0,0,0,0
57,340461476,100,4383,0,0,4383,5836,9867,219526,226000,113000,698,0,788,0,398,0,428,66,77,24251.6,0.109563,0,0,0,4383,0,0,0,1486,0,0,0,0,0,0,0,0
58,340461476,100,5461,0,0,5461,7033,7911,220650,222600,111300,699,0,697,0,1647,0,436,71,62,24266,0.107308,0,0,0,5461,0,0,0,1396,0,0,0,0,0,0,0,0
59,340461476,100,5372,0,0,5372,7041,8230,221114,210000,105000,1199,0,1199,0,682,0,518,121,132,24899.3,0.109012,0,0,0,5372,0,0,0,2398,0,0,0,0,0,0,0,0
60,340461476,100,5466,0,0,5466,7177,8396,222485,211000,105500,763,0,831,0,745,0,513,71,67,24586.1,0.118568,0,0,0,5466,0,0,0,1594,0,0,0,0,0,0,0,0
61,340461476,100,5578,0,0,5578,7311,8389,223392,206600,103300,828,0,809,0,793,0,523,83,75,24698.8,0.116522,0,0,0,5578,0,0,0,1637,0,0,0,0,0,0,0,0
62,340461476,100,5572,0,0,5572,7430,8578,224521,334200,167100,1130,0,1134,0,754,0,529,106,125,24552.7,0.119549,0,0,0,5572,0,0,0,2264,0,0,0,0,0,0,0,0
63,340461476,100,5707,0,0,5707,7566,8543,225321,224600,112300,874,0,824,0,829,0,525,90,79,24700.2,0.0734671,0,0,0,5707,0,0,0,1698,0,0,0,0,0,0,0,0
64,340461476,100,5793,0,0,5793,7625,8648,226104,234200,117100,912,0,924,0,825,0,533,106,100,24830.6,0.109974,0,0,0,5793,0,0,0,1836,0,0,0,0,0,0,0,0
65,340461476,100,5813,0,0,5813,7752,8753,226925,323800,161900,1114,0,1123,0,821,0,560,115,126,24890.1,0.106023,0,0,0,5813,0,0,0,2237,0,0,0,0,0,0,0,0
66,340461476,100,5914,0,0,5914,7890,8901,227687,235000,117500,916,0,909,0,858,0,562,94,101,24976.8,0.0768686,0,0,0,5914,0,0,0,1825,0,0,0,0,0,0,0,0
67,340461476,100,5938,0,0,5938,8037,9016,228765,252600,126300,976,0,960,0,789,0,566,96,103,24717,0.106284,0,0,0,5938,0,0,0,1936,0,0,0,0,0,0,0,0
68,340461476,100,6002,0,0,6002,8141,9010,229313,315000,157500,1080,0,1082,0,832,0,538,112,118,24957.6,0.0978502,0,0,0,6002,0,0,0,2162,0,0,0,0,0,0,0,0
69,340461476,100,6125,0,0,6125,8210,8967,230149,260400,130200,949,0,991,0,877,0,551,93,110,24881.9,0.0792306,0,0,0,6125,0,0,0,1940,0,0,0,0,0,0,0,0
70,340461476,100,6280,0,0,6280,8313,8949,230596,275000,137500,1016,0,1058,0,917,0,572,98,92,25167.7,0.0955525,0,0,0,6280,0,0,0,2074,0,0,0,0,0,0,0,0
71,340461476,100,6338,0,0,6338,8435,8877,231566,297000,148500,1130,0,1089,0,901,0,623,107,113,24904.2,0.091519,0,0,0,6338,0,0,0,2219,0,0,0,0,0,0,0,0
72,340461476,100,6336,0,0,6336,8551,8909,232053,279200,139600,1057,0,1055,0,817,0,602,113,104,25098.2,0.0838525,0,0,0,6336,0,0,0,2112,0,0,0,0,0,0,0,0
73,340461476,100,6377,0,0,6377,8593,9043,232375,289600,144800,1057,0,1009,0,860,0,635,83,101,25432.6,0.0898932,0,0,0,6377,0,0,0,2066,0,0,0,0,0,0,0,0
74,340461476,100,6448,0,0,6448,8584,8980,233023,307400,153700,1107,0,1103,0,871,0,601,102,97,25417.4,0.0878199,0,0,0,6448,0,0,0,2210,0,0,0,0,0,0,0,0
75,340461476,100,6522,0,0,6522,8588,9014,233941,304000,152000,1063,0,1133,0,889,0,597,101,117,25109.4,0.0826852,0,0,0,6522,0,0,0,2196,0,0,0,0,0,0,0,0
76,340461476,100,6510,0,0,6510,8662,8881,234152,297600,148800,1102,0,1073,0,898,0,684,117,109,25486.5,0.0825968,0,0,0,6510,0,0,0,2175,0,0,0,0,0,0,0,0
77,340461476,100,6590,0,0,6590,8697,9177,234251,307400,153700,1142,0,1080,0,934,0,618,124,112,25954.3,0.08564,0,0,0,6590,0,0,0,2222,0,0,0,0,0,0,0,0
78,340461476,100,6610,0,0,6610,8777,9256,235381,299000,149500,1121,0,1101,0,867,0,634,113,100,25370.7,0.0844316,0,0,0,6610,0,0,0,2222,0,0,0,0,0,0,0,0
79,340461476,100,6568,0,0,6568,8772,9510,235604,301400,150700,1062,0,1120,0,834,0,660,108,108,25674.4,0.0848518,0,0,0,6568,0,0,0,2182,0,0,0,0,0,0,0,0
80,340461476,100,6567,0,0,6567,8790,9556,236235,312000,156000,1145,0,1084,0,858,0,634,126,99,25551.1,0.0851838,0,0,0,6567,0,0,0,2229,0,0,0,0,0,0,0,0
81,340461476,100,6651,0,0,6651,8894,9322,236172,311000,155500,1132,0,1073,0,1005,0,666,132,123,26103.6,0.0818947,0,0,0,6651,0,0,0,2205,0,0,0,0,0,0,0,0
82,340461476,100,6673,0,0,6673,8918,9480,236842,308200,154100,1133,0,1204,0,884,0,647,99,116,25905.4,0.0839344,0,0,0,6673,0,0,0,2337,0,0,0,0,0,0,0,0
83,340461476,100,6729,0,0,6729,8972,9477,237607,306000,153000,1103,0,1123,0,933,0,621,112,144,25595.2,0.0840539,0,0,0,6729,0,0,0,2226,0,0,0,0,0,0,0,0
84,340461476,100,6747,0,0,6747,9014,9498,237615,302400,151200,1126,0,1100,0,912,0,675,110,109,26025.6,0.0836445,0,0,0,6747,0,0,0,2226,0,0,0,0,0,0,0,0
85,340461476,100,6717,0,0,6717,9075,9380,238496,324200,162100,1168,0,1142,0,885,0,691,109,115,25567.2,0.0860636,0,0,0,6717,0,0,0,2310,0,0,0,0,0,0,0,0
86,340461476,100,6774,0,0,6774,9188,9333,238401,301000,150500,1089,0,1097,0,940,0,662,104,117,26069.7,0.0788626,0,0,0,6774,0,0,0,2186,0,0,0,0,0,0,0,0
87,340461476,100,6816,0,0,6816,9213,9341,238926,321600,160800,1140,0,1210,0,900,0,620,125,113,25937.4,0.0866102,0,0,0,6816,0,0,0,2350,0,0,0,0,0,0,0,0
88,340461476,100,6829,0,0,6829,9218,9406,239188,326000,163000,1103,0,1233,0,913,0,642,126,132,26053.9,0.080651,0,0,0,6829,0,0,0,2336,0,0,0,0,0,0,0,0
89,340461476,100,6880,0,0,6880,9143,9593,239580,313000,156500,1152,0,1134,0,891,0,616,111,113,26026.8,0.0799201,0,0,0,6880,0,0,0,2286,0,0,0,0,0,0,0,0
90,340461476,100,6944,0,0,6944,9211,9471,240038,330600,165300,1170,0,1157,0,919,0,667,108,80,25920.6,0.0831529,0,0,0,6944,0,0,0,2327,0,0,0,0,0,0,0,0
91,340461476,100,7039,0,0,7039,9269,9533,240138,333600,166800,1194,0,1189,0,929,0,602,124,108,26159.7,0.0784048,0,0,0,7039,0,0,0,2383,0,0,0,0,0,0,0,0
92,340461476,100,7012,0,0,7012,9332,9532,240894,315800,157900,1145,0,1167,0,887,0,686,104,124,25730.6,0.0784164,0,0,0,7012,0,0,0,2312,0,0,0,0,0,0,0,0
93,340461476,100,7020,0,0,7020,9395,9506,240631,338400,169200,1181,0,1198,0,916,0,670,108,130,26308.7,0.0814775,0,0,0,7020,0,0,0,2379,0,0,0,0,0,0,0,0
94,340461476,100,6964,0,0,6964,9415,9691,240987,333200,166600,1199,0,1177,0,842,0,646,128,124,26256.4,0.0777443,0,0,0,6964,0,0,0,2376,0,0,0,0,0,0,0,0
95,340461476,100,7006,0,0,7006,9478,9742,241520,329600,164800,1140,0,1143,0,887,0,621,117,107,26016.2,0.0788008,0,0,0,7006,0,0,0,2283,0,0,0,0,0,0,0,0
96,340461476,100,7046,0,0,7046,9504,9715,241734,340800,170400,1223,0,1165,0,949,0,692,106,111,26084.5,0.0789328,0,0,0,7046,0,0,0,2388,0,0,0,0,0,0,0,0
97,340461476,100,7093,0,0,7093,9538,9711,242112,332000,166000,1203,0,1190,0,966,0,688,135,96,25978.6,0.076539,0,0,0,7093,0,0,0,2393,0,0,0,0,0,0,0,0
98,340461476,100,7104,0,0,7104,9559,9637,242300,323200,161600,1179,0,1182,0,951,0,704,120,116,26052.8,0.0782487,0,0,0,7104,0,0,0,2361,0,0,0,0,0,0,0,0
99,340461476,100,7096,0,0,7096,9652,9619,242387,331000,165500,1177,0,1226,0,904,0,655,129,128,26218.7,0.080609,0,0,0,7096,0,0,0,2403,0,0,0,0,0,0,0,0
100,340461476,100,7108,0,0,7108,9704,9673,242866,336800,168400,1187,0,1199,0,928,0,657,125,134,25983.4,0.0792104,0,0,0,7108,0,0,0,2386,0,0,0,0,0,0,0,0
101,340461476,100,7112,0,0,7112,9832,9645,243011,339000,169500,1190,0,1191,0,931,0,680,129,118,26073.3,0.0771478,0,0,0,7112,0,0,0,2381,0,0,0,0,0,0,0,0
102,340461476,100,7076,0,0,7076,9839,9616,243127,343800,171900,1231,0,1218,0,912,0,711,117,120,26183.8,0.0769124,0,0,0,7076,0,0,0,2449,0,0,0,0,0,0,0,0
103,340461476,100,7074,0,0,7074,9898,9495,243528,324400,162200,1182,0,1159,0,919,0,682,124,115,26001.1,0.0761599,0,0,0,7074,0,0,0,2341,0,0,0,0,0,0,0,0
104,340461476,100,7072,0,0,7072,9901,9647,243645,329200,164600,1188,0,1176,0,910,0,687,114,111,26094.5,0.0801513,0,0,0,7072,0,0,0,2364,0,0,0,0,0,0,0,0
105,340461476,100,7104,0,0,7104,9924,9854,243915,348800,174400,1213,0,1212,0,914,0,627,134,121,26027.4,0.0792665,0,0,0,7104,0,0,0,2425,0,0,0,0,0,0,0,0
106,340461476,100,7085,0,0,7085,9872,9935,244058,334800,167400,1204,0,1172,0,914,0,696,119,118,26079.9,0.0746198,0,0,0,7085,0,0,0,2376,0,0,0,0,0,0,0,0
107,340461476,100,7057,0,0,7057,9833,10066,243656,336200,168100,1211,0,1154,0,900,0,697,123,108,26670.4,0.077897,0,0,0,7057,0,0,0,2365,0,0,0,0,0,0,0,0
108,340461476,100,7210,0,0,7210,9852,9921,244520,332800,166400,1147,0,1213,0,1031,0,638,117,123,25988.1,0.079329,0,0,0,7210,0,0,0,2360,0,0,0,0,0,0,0,0
109,340461476,100,7323,0,0,7323,9906,9961,244257,338800,169400,1228,0,1269,0,1043,0,678,128,124,26426.3,0.0780893,0,0,0,7323,0,0,0,2497,0,0,0,0,0,0,0,0
110,340461476,100,7363,0,0,7363,9838,9993,244582,338600,169300,1258,0,1270,0,931,0,656,122,113,26270.1,0.0779997,0,0,0,7363,0,0,0,2528,0,0,0,0,0,0,0,0
111,340461476,100,7409,0,0,7409,9874,9954,244585,338200,169100,1199,0,1201,0,961,0,666,127,122,26429.9,0.0775845,0,0,0,7409,0,0,0,2400,0,0,0,0,0,0,0,0
112,340461476,100,7427,0,0,7427,9856,9930,245032,359800,179900,1297,0,1238,0,943,0,667,134,124,26139.8,0.0781487,0,0,0,7427,0,0,0,2535,0,0,0,0,0,0,0,0
113,340461476,100,7481,0,0,7481,9887,9913,244607,369800,184900,1315,0,1262,0,979,0,655,152,118,26716,0.0726509,0,0,0,7481,0,0,0,2577,0,0,0,0,0,0,0,0
114,340461476,100,7470,0,0,7470,9843,10001,244751,337000,168500,1222,0,1225,0,952,0,712,117,134,26717.8,0.0722445,0,0,0,7470,0,0,0,2447,0,0,0,0,0,0,0,0
115,340461476,100,7446,0,0,7446,9857,9859,245282,360200,180100,1287,0,1242,0,959,0,723,133,127,26327.3,0.0792813,0,0,0,7446,0,0,0,2529,0,0,0,0,0,0,0,0
116,340461476,100,7399,0,0,7399,9929,9871,245473,357800,178900,1249,0,1258,0,901,0,705,112,131,26271.8,0.0730909,0,0,0,7399,0,0,0,2507,0,0,0,0,0,0,0,0
117,340461476,100,7459,0,0,7459,9966,9830,245346,347000,173500,1178,0,1230,0,1023,0,737,119,107,26529.4,0.073426,0,0,0,7459,0,0,0,2408,0,0,0,0,0,0,0,0
118,340461476,100,7492,0,0,7492,9989,9696,245470,356200,178100,1256,0,1307,0,974,0,681,131,129,26531.3,0.0764536,0,0,0,7492,0,0,0,2563,0,0,0,0,0,0,0,0
119,340461476,100,7480,0,0,7480,9955,9897,245621,358200,179100,1259,0,1280,0,920,0,658,137,137,26501.7,0.0744843,0,0,0,7480,0,0,0,2539,0,0,0,0,0,0,0,0
120,340461476,100,7430,0,0,7430,9932,9877,245752,344800,172400,1190,0,1263,0,940,0,760,109,121,26487.6,0.0739856,0,0,0,7430,0,0,0,2453,0,0,0,0,0,0,0,0
121,340461476,100,7409,0,0,7409,9977,9814,246125,360000,180000,1286,0,1232,0,957,0,704,133,141,26227.4,0.0768203,0,0,0,7409,0,0,0,2518,0,0,0,0,0,0,0,0
122,340461476,100,7326,0,0,7326,9971,9901,246062,356800,178400,1283,0,1230,0,888,0,695,134,142,26399.1,0.0728539,0,0,0,7326,0,0,0,2513,0,0,0,0,0,0,0,0
123,340461476,100,7392,0,0,7392,9939,9865,246345,347000,173500,1204,0,1207,0,1024,0,685,127,146,26220.9,0.0739886,0,0,0,7392,0,0,0,2411,0,0,0,0,0,0,0,0
124,340461476,100,7354,0,0,7354,9894,10027,246291,357200,178600,1311,0,1271,0,951,0,726,134,129,26375.9,0.0755646,0,0,0,7354,0,0,0,2582,0,0,0,0,0,0,0,0
125,340461476,100,7338,0,0,7338,9953,10141,246155,357000,178500,1249,0,1278,0,912,0,691,111,126,26609.3,0.0738407,0,0,0,7338,0,0,0,2527,0,0,0,0,0,0,0,0
126,340461476,100,7352,0,0,7352,9994,10106,246423,327400,163700,1202,0,1151,0,926,0,690,116,106,26435.2,0.0745358,0,0,0,7352,0,0,0,2353,0,0,0,0,0,0,0,0
127,340461476,100,7393,0,0,7393,9997,10096,246657,366800,183400,1263,0,1258,0,967,0,685,128,113,26291.6,0.0807427,0,0,0,7393,0,0,0,2521,0,0,0,0,0,0,0,0
128,340461476,100,7446,0,0,7446,10067,9930,247314,357800,178900,1247,0,1281,0,1029,0,711,121,144,25721.8,0.0716784,0,0,0,7446,0,0,0,2528,0,0,0,0,0,0,0,0
129,340461476,100,7436,0,0,7436,10161,9893,246506,326000,163000,1216,0,1237,0,967,0,744,112,121,26613.9,0.0718889,0,0,0,7436,0,0,0,2453,0,0,0,0,0,0,0,0
130,340461476,100,7419,0,0,7419,10180,10037,246674,359200,179600,1276,0,1253,0,927,0,702,124,118,26527,0.0816377,0,0,0,7419,0,0,0,2529,0,0,0,0,0,0,0,0
131,340461476,100,7375,0,0,7375,10196,10158,246520,347000,173500,1229,0,1213,0,940,0,747,112,125,26759.1,0.0738501,0,0,0,7375,0,0,0,2442,0,0,0,0,0,0,0,0
132,340461476,100,7315,0,0,7315,10159,10252,246892,344800,172400,1208,0,1215,0,904,0,713,130,121,26462.4,0.0771155,0,0,0,7315,0,0,0,2423,0,0,0,0,0,0,0,0
133,340461476,100,7396,0,0,7396,10129,10146,246949,355200,177600,1258,0,1206,0,1016,0,709,112,114,26478,0.0767471,0,0,0,7396,0,0,0,2464,0,0,0,0,0,0,0,0
134,340461476,100,7490,0,0,7490,10217,10043,246889,349400,174700,1243,0,1298,0,1018,0,669,117,138,26608,0.0745439,0,0,0,7490,0,0,0,2541,0,0,0,0,0,0,0,0
135,340461476,100,7559,0,0,7559,10209,9872,246976,350000,175000,1328,0,1214,0,1019,0,673,141,136,26588.4,0.0761533,0,0,0,7559,0,0,0,2542,0,0,0,0,0,0,0,0
136,340461476,100,7567,0,0,7567,10223,9916,246947,353800,176900,1278,0,1289,0,987,0,712,154,113,26682.5,0.075967,0,0,0,7567,0,0,0,2567,0,0,0,0,0,0,0,0
137,340461476,100,7553,0,0,7553,10149,10040,246871,357400,178700,1304,0,1231,0,952,0,711,129,126,26821.2,0.0754168,0,0,0,7553,0,0,0,2535,0,0,0,0,0,0,0,0
138,340461476,100,7464,0,0,7464,10252,10018,247049,360200,180100,1278,0,1248,0,937,0,754,128,144,26703.6,0.0750452,0,0,0,7464,0,0,0,2526,0,0,0,0,0,0,0,0
139,340461476,100,7404,0,0,7404,10132,10066,247290,359400,179700,1252,0,1281,0,945,0,756,122,127,26520.8,0.0741355,0,0,0,7404,0,0,0,2533,0,0,0,0,0,0,0,0
140,340461476,100,7480,0,0,7480,10170,10076,247591,350200,175100,1251,0,1226,0,989,0,690,115,108,26276,0.073792,0,0,0,7480,0,0,0,2477,0,0,0,0,0,0,0,0
