Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected
362,340461476,100,8261,134,511,7616,10167,10239,248778,285640,142820,0,0,1986,30,968,0,837,0,202,26590.8,0.091742,30,30,0,7616,511,108,26,1837,119,30,577,146,1910,3972730,0,0
363,340461476,100,8227,145,427,7655,10224,10193,248862,275240,137620,0,0,1969,36,987,0,829,0,192,26506.8,0.0930918,36,36,0,7655,427,120,25,1835,98,36,482,155,1588,4339860,0,0
364,340461476,100,8286,132,372,7782,10361,10107,249077,284840,142420,0,0,1961,34,1020,0,735,0,226,26291.8,0.0963041,34,34,0,7782,372,107,25,1830,97,34,420,143,1382,4145356,0,0
365,340461476,100,8264,137,307,7820,10364,10187,248668,285320,142660,0,0,1939,29,984,0,806,0,200,26700.8,0.0923036,29,29,0,7820,307,113,24,1830,80,29,349,149,1164,4343458,0,0
366,340461476,100,8283,143,249,7891,10377,10305,248496,288280,144140,0,0,1983,30,994,0,797,0,178,26872.8,0.0935818,30,30,0,7891,249,120,23,1891,62,30,284,157,912,4761519,0,0
367,340461476,100,8273,139,210,7924,10357,10294,248805,282680,141340,0,0,2006,37,995,0,810,0,195,26563.8,0.0932175,37,37,0,7924,210,121,18,1918,51,37,238,154,722,4706786,0,0
368,340461476,100,8315,135,171,8009,10397,10201,248331,282440,141220,0,0,1872,24,1018,0,769,0,207,27037.8,0.0939711,24,24,0,8009,171,119,16,1794,54,24,195,151,576,4760324,0,0
369,340461476,100,8310,128,139,8043,10412,10357,248789,298480,149240,0,0,1981,38,978,0,778,0,205,26579.8,0.0957292,38,38,0,8043,139,112,16,1905,38,38,159,142,445,4342226,0,0
370,340461476,100,8340,119,106,8115,10465,10115,249372,300800,150400,0,0,1959,32,1007,0,777,0,200,25996.8,0.0890504,32,32,0,8115,106,104,15,1899,28,32,122,132,333,3814903,0,0
371,340461476,100,8314,128,76,8110,10458,10194,248978,270560,135280,0,0,2002,27,985,0,799,0,212,26390.8,0.0864254,27,27,0,8110,76,118,10,1950,25,27,86,146,232,3975409,0,0
372,340461476,100,8293,124,55,8114,10508,10178,248952,294800,147400,0,0,1950,27,995,0,813,0,203,26416.8,0.0975412,27,27,0,8114,55,116,8,1897,26,27,63,141,172,3630879,0,0
373,340461476,100,8368,123,39,8206,10489,10102,248830,285200,142600,0,0,1930,26,1064,0,798,0,191,26538.8,0.0896091,26,26,0,8206,39,119,4,1895,9,26,45,141,100,3799228,0,0
374,340461476,100,8336,106,76,8154,10461,10222,248675,298120,149060,0,0,2013,31,924,0,741,0,215,26693.8,0.0930531,31,31,0,8154,76,104,2,1975,7,31,91,121,222,3221708,0,0
375,340461476,100,8393,89,137,8167,10476,10275,248862,294720,147360,0,0,1946,26,1056,0,790,0,209,26506.8,0.0895403,26,26,0,8167,137,89,0,1913,7,26,162,105,422,2658192,0,0
376,340461476,100,8366,83,318,7965,10413,10301,248737,289960,144980,0,0,2010,15,1007,0,817,0,217,26631.8,0.0899388,15,15,0,7965,318,83,0,1994,1,15,405,98,1085,2232552,0,0
377,340461476,100,8295,68,541,7686,10368,10373,248870,293400,146700,0,0,1978,18,983,0,847,0,207,26498.8,0.0918463,18,18,0,7686,541,63,5,1940,20,18,701,80,1820,1764574,0,0
378,340461476,100,8355,56,876,7423,10348,10333,248640,284600,142300,0,0,1957,21,1001,0,736,0,205,26728.8,0.0903161,21,21,0,7423,876,48,8,1898,38,21,1177,66,3075,1413583,0,0
379,340461476,100,8385,49,1294,7042,10348,10180,248726,292400,146200,0,0,1913,11,1029,0,804,0,195,26642.8,0.0939169,11,11,0,7042,1294,39,10,1826,76,11,1815,58,4582,1155147,0,0
380,340461476,100,8402,44,1874,6484,10306,10330,248560,282600,141300,0,0,2039,11,1011,0,777,0,217,26808.8,0.0911175,11,11,0,6484,1874,30,14,1897,131,11,2819,53,6777,1014685,0,0
381,340461476,100,8371,39,2456,5876,10338,10216,248993,280560,140280,0,0,1959,12,986,0,824,0,193,26375.8,0.0948647,12,12,0,5876,2456,25,14,1753,194,12,3975,44,8958,798281,0,0
382,340461476,100,8357,34,3095,5228,10255,10256,248484,273480,136740,0,0,2014,8,1004,0,830,0,188,26884.8,0.0940111,8,8,0,5228,3095,18,16,1705,301,8,5321,39,11743,647814,0,0
383,340461476,100,8305,27,3697,4581,10227,10356,248528,269640,134820,0,0,1957,6,961,0,824,0,189,26840.8,0.0983061,6,6,0,4581,3697,12,15,1535,416,6,6886,30,14687,483463,0,0
384,340461476,100,8338,25,4220,4093,10241,10165,248973,255960,127980,0,0,1896,6,999,0,765,0,201,26395.8,0.0995429,6,6,0,4093,4220,9,16,1369,521,6,8432,28,17444,452646,0,0
385,340461476,100,8324,18,4711,3595,10234,10149,248826,269840,134920,0,0,1965,9,1018,0,822,0,210,26542.8,0.103125,9,9,0,3595,4711,4,14,1306,650,9,10338,19,20454,299933,0,0
386,340461476,100,8315,16,5132,3167,10258,10206,248460,256760,128380,0,0,2043,3,978,0,771,0,216,26908.8,0.0983648,3,3,0,3167,5132,2,14,1256,784,3,12143,17,23380,259446,0,0
387,340461476,100,8324,15,5448,2861,10228,10087,248935,241920,120960,0,0,1936,1,995,0,791,0,195,26433.8,0.104801,1,1,0,2861,5448,1,14,1089,846,1,14137,16,26310,244883,0,0
388,340461476,100,8320,13,5688,2619,10243,10122,248687,242040,121020,0,0,1945,7,964,0,776,0,192,26681.8,0.109266,7,7,0,2619,5688,1,12,1025,913,7,16038,14,29024,159883,0,0
389,340461476,100,8361,11,5896,2454,10295,10115,248916,253480,126740,0,0,1997,4,1002,0,764,0,197,26452.8,0.110237,4,4,0,2454,5896,0,11,975,1018,4,18098,12,31682,162961,0,0
390,340461476,100,8393,15,6018,2360,10253,10022,248883,238200,119100,0,0,1941,0,1038,0,833,0,173,26485.8,0.104358,0,0,0,2360,6018,0,15,943,998,0,19921,20,33841,285336,0,0
391,340461476,100,8360,28,6170,2162,10253,10159,248435,240040,120020,0,0,1983,5,941,0,775,0,199,26933.8,0.111191,5,5,0,2162,6170,0,28,951,1027,5,21922,52,35914,696658,0,0
392,340461476,100,8398,45,6186,2167,10274,10180,248598,245000,122500,0,0,2017,5,1001,0,750,0,213,26770.8,0.112205,5,5,0,2167,6186,1,44,853,1159,5,23626,68,37473,1241598,0,0
393,340461476,100,8448,62,6171,2215,10305,10206,249046,239920,119960,0,0,1951,10,1028,0,789,0,189,26322.8,0.109268,10,10,0,2215,6171,1,61,820,1121,10,25339,121,38891,1811597,0,0
394,340461476,100,8359,101,6126,2132,10225,10227,248540,239680,119840,0,0,1973,14,949,0,826,0,212,26828.8,0.109715,14,14,0,2132,6126,0,101,848,1111,14,26859,197,40048,3317220,0,0
395,340461476,100,8366,162,6044,2160,10245,10145,248863,237320,118660,0,0,1987,19,994,0,784,0,203,26505.8,0.111936,19,19,0,2160,6044,1,161,811,1157,19,28248,387,41023,5194134,0,0
396,340461476,100,8331,238,5931,2162,10351,10110,248706,241000,120500,0,0,1952,33,980,0,787,0,228,26662.8,0.111688,33,33,0,2162,5931,2,236,819,1100,33,29262,665,41589,7671147,0,0
397,340461476,100,8324,297,5887,2140,10338,10156,248617,240600,120300,0,0,1974,49,1012,0,808,0,211,26751.8,0.110634,49,49,0,2140,5887,2,295,843,1082,49,30325,920,42211,10029029,0,0
398,340461476,100,8340,379,5842,2119,10251,10118,248886,243440,121720,0,0,2011,70,1027,0,796,0,215,26482.8,0.111188,70,70,0,2119,5842,2,377,840,1101,70,31286,1307,42829,13424310,0,0
399,340461476,100,8291,445,5782,2064,10238,10161,248604,238400,119200,0,0,2001,84,955,0,808,0,196,26764.8,0.108786,84,84,0,2064,5782,1,444,833,1084,84,31960,1806,43078,16751388,0,0
400,340461476,100,8274,484,5684,2106,10231,10235,248675,243960,121980,0,0,1923,106,997,0,813,0,201,26693.8,0.112268,106,106,0,2106,5684,1,483,774,1043,106,32544,2169,43214,18785735,0,0
401,340461476,100,8231,542,5601,2088,10216,10225,248889,238200,119100,0,0,1931,119,990,0,812,0,221,26479.8,0.109419,119,119,0,2088,5601,1,541,832,980,119,32708,2827,43039,21452076,0,0
402,340461476,100,8231,587,5586,2058,10226,10319,248652,242240,121120,0,0,1938,103,974,0,776,0,198,26716.8,0.111166,103,103,0,2058,5586,1,586,817,1018,103,33043,3382,43011,24377217,0,0
403,340461476,100,8218,628,5523,2067,10185,10400,248442,240160,120080,0,0,1962,151,991,0,770,0,234,26926.8,0.11029,151,151,0,2067,5523,1,627,801,1010,151,33339,3988,43098,26973183,0,0
404,340461476,100,8308,663,5485,2160,10184,10174,248856,236520,118260,0,0,1944,135,1076,0,772,0,214,26512.8,0.11212,135,135,0,2160,5485,1,662,801,1008,135,33437,4524,42981,28865120,0,0
405,340461476,100,8319,672,5473,2174,10159,10208,248626,245440,122720,0,0,1946,131,1000,0,779,0,210,26742.8,0.112095,131,131,0,2174,5473,0,672,807,1008,131,33517,5018,43029,30189979,0,0
406,340461476,100,8265,668,5473,2124,10213,10180,248740,236240,118120,0,0,1976,151,968,0,823,0,199,26628.8,0.108958,151,151,0,2124,5473,0,668,821,1004,151,33628,5574,43320,30944419,0,0
407,340461476,100,8289,709,5512,2068,10222,10178,248600,240200,120100,0,0,2036,169,997,0,748,0,225,26768.8,0.112719,169,169,0,2068,5512,1,708,862,1005,169,34029,6256,43822,33400050,0,0
408,340461476,100,8244,703,5479,2062,10113,10231,248847,238400,119200,0,0,1907,155,986,0,805,0,226,26521.8,0.111444,155,155,0,2062,5479,3,700,811,941,155,33489,6639,43250,33590955,0,0
409,340461476,100,8253,674,5465,2114,10111,10087,248664,250200,125100,0,0,1978,171,1032,0,780,0,243,26704.8,0.111249,171,171,0,2114,5465,2,672,816,991,171,33114,7226,43069,33795310,0,0
410,340461476,100,8249,671,5400,2178,10147,10126,248598,247320,123660,0,0,1971,158,996,0,766,0,234,26770.8,0.106734,158,158,0,2178,5400,3,668,787,1026,158,32675,7725,42675,34029983,0,0
411,340461476,100,8299,658,5419,2222,10150,10118,249026,231920,115960,0,0,1978,150,1028,0,748,0,230,26342.8,0.108243,150,150,0,2222,5419,3,655,844,984,150,32551,7779,42690,32912717,0,0
412,340461476,100,8321,675,5438,2208,10128,10079,248555,241040,120520,0,0,1969,162,995,0,748,0,225,26813.8,0.113586,162,162,0,2208,5438,3,672,845,962,162,32425,8380,42933,33928441,0,0
413,340461476,100,8184,665,5385,2134,10173,10109,249064,244960,122480,0,0,1988,151,950,0,838,0,249,26304.8,0.111242,151,151,0,2134,5385,2,663,857,980,151,31476,8784,41992,35067896,0,0
414,340461476,100,8251,658,5320,2273,10195,10269,248771,248520,124260,0,0,1938,164,1015,0,717,0,231,26597.8,0.107384,164,164,0,2273,5320,0,658,767,1007,164,30735,8963,41536,34802136,0,0
415,340461476,100,8201,633,5258,2310,10192,10391,248981,244480,122240,0,0,2012,152,967,0,787,0,230,26387.8,0.107025,152,152,0,2310,5258,0,633,881,979,152,29771,8658,40694,33214830,0,0
416,340461476,100,8124,642,5163,2319,10264,10489,248423,245240,122620,0,0,1979,146,928,0,805,0,200,26945.8,0.107934,146,146,0,2319,5163,1,641,833,1000,146,28917,8731,39907,33114940,0,0
417,340461476,100,8153,651,5027,2475,10247,10555,248609,236920,118460,0,0,1838,146,961,0,737,0,195,26759.8,0.109875,146,146,0,2475,5027,3,648,800,892,146,27745,9278,38621,34587571,0,0
418,340461476,100,8123,640,4881,2602,10312,10461,248688,243840,121920,0,0,1927,148,1021,0,806,0,245,26680.8,0.112948,148,148,0,2602,4881,5,635,827,952,148,26219,9352,37010,34040428,0,0
419,340461476,100,8151,635,4718,2798,10369,10307,248637,250360,125180,0,0,1950,142,1026,0,785,0,213,26731.8,0.109419,142,142,0,2798,4718,3,632,855,953,142,25129,9626,35819,34297680,0,0
420,340461476,100,8124,610,4614,2900,10443,10187,248856,235760,117880,0,0,1936,147,990,0,802,0,215,26512.8,0.106773,147,147,0,2900,4614,4,606,917,872,147,23903,9429,34519,33557645,0,0
421,340461476,100,8117,635,4471,3011,10394,10227,248608,236480,118240,0,0,1951,146,971,0,776,0,202,26760.8,0.112457,146,146,0,3011,4471,7,628,924,881,146,22621,9895,33159,35201193,0,0
422,340461476,100,8144,626,4323,3195,10437,10199,249239,247800,123900,0,0,1920,141,1006,0,755,0,224,26129.8,0.113163,141,141,0,3195,4323,8,618,917,862,141,21199,10230,31368,35989638,0,0
423,340461476,100,8177,644,4197,3336,10407,10241,248734,250800,125400,0,0,1979,127,999,0,746,0,220,26634.8,0.105447,127,127,0,3336,4197,9,635,1017,835,127,19828,10486,29659,36651337,0,0
424,340461476,100,8132,636,4039,3457,10383,10331,249120,253960,126980,0,0,1922,137,997,0,835,0,207,26248.8,0.106199,137,137,0,3457,4039,12,624,1005,780,137,18539,10422,28059,36277738,0,0
425,340461476,100,8054,625,3915,3514,10426,10296,248814,239000,119500,0,0,1847,157,950,0,801,0,227,26554.8,0.103358,157,157,0,3514,3915,14,611,1005,685,157,17296,9629,26599,33649493,0,0
426,340461476,100,8046,611,3843,3592,10441,10289,248459,246600,123300,0,0,1965,141,980,0,760,0,228,26909.8,0.111108,141,141,0,3592,3843,17,594,1069,755,141,16418,9757,25546,34174058,0,0
427,340461476,100,8014,602,3782,3630,10507,10276,248643,246600,123300,0,0,1913,149,958,0,764,0,226,26725.8,0.109123,149,149,0,3630,3782,18,584,1059,705,149,15496,9458,24564,33380088,0,0
428,340461476,100,7973,597,3677,3699,10539,10248,249131,240000,120000,0,0,1938,150,970,0,769,0,242,26237.8,0.108377,150,150,0,3699,3677,21,576,1106,682,150,14638,9028,23483,32615207,0,0
429,340461476,100,7970,584,3639,3747,10560,10231,248705,250960,125480,0,0,1842,129,966,0,773,0,196,26663.8,0.109324,129,129,0,3747,3639,21,563,1045,668,129,14065,8633,22939,31427654,0,0
430,340461476,100,8045,583,3599,3863,10606,10277,248498,246760,123380,0,0,1876,131,1056,0,752,0,229,26870.8,0.106247,131,131,0,3863,3599,29,554,1096,649,131,13438,8554,22368,31620572,0,0
431,340461476,100,8030,584,3631,3815,10578,10325,248724,251960,125980,0,0,1909,128,995,0,788,0,222,26644.8,0.108894,128,128,0,3815,3631,34,550,1145,636,128,13059,8361,22119,31469967,0,0
432,340461476,100,8026,564,3674,3788,10546,10271,248880,242280,121140,0,0,1876,131,956,0,764,0,196,26488.8,0.10575,131,131,0,3788,3674,42,522,1114,631,131,12708,8017,21984,30087211,0,0
433,340461476,100,7990,539,3694,3757,10540,10298,248367,242840,121420,0,0,1948,127,937,0,740,0,233,27001.8,0.109331,127,127,0,3757,3694,44,495,1148,673,127,12350,7492,21721,28323900,0,0
434,340461476,100,8074,545,3636,3893,10542,10196,248720,251600,125800,0,0,1846,123,1046,0,770,0,192,26648.8,0.111192,123,123,0,3893,3636,52,493,1075,648,123,11992,7275,21324,28213159,0,0
435,340461476,100,8111,539,3639,3933,10565,10230,248656,245640,122820,0,0,1956,122,1017,0,789,0,191,26712.8,0.105917,122,122,0,3933,3639,50,489,1166,668,122,11689,7160,21135,27767296,0,0
436,340461476,100,8139,519,3680,3940,10516,10288,248738,245080,122540,0,0,1926,126,981,0,730,0,223,26630.8,0.108748,126,126,0,3940,3680,42,477,1151,649,126,11598,6608,21079,25752420,0,0
437,340461476,100,8160,523,3663,3974,10476,10289,248925,244800,122400,0,0,1931,109,965,0,728,0,216,26443.8,0.108661,109,109,0,3974,3663,47,476,1148,674,109,11423,6205,20957,25068318,0,0
438,340461476,100,8092,501,3656,3935,10416,10238,248654,262200,131100,0,0,1929,118,974,0,809,0,233,26714.8,0.108022,118,118,0,3935,3656,49,452,1151,660,118,11130,5790,20690,23637624,0,0
439,340461476,100,8139,507,3639,3993,10466,10114,248876,256560,128280,0,0,1900,113,1045,0,793,0,205,26492.8,0.101887,113,113,0,3993,3639,46,461,1136,651,113,10954,5424,20655,22782358,0,0
440,340461476,100,8156,468,3633,4055,10476,10097,248482,251520,125760,0,0,1933,124,1036,0,774,0,245,26886.8,0.103261,124,124,0,4055,3633,48,420,1158,651,124,10699,4976,20464,20917186,0,0
441,340461476,100,8121,444,3603,4074,10397,10170,248327,247440,123720,0,0,1982,108,996,0,780,0,251,27041.8,0.106897,108,108,0,4074,3603,53,391,1198,676,108,10516,4511,20158,19828868,0,0
442,340461476,100,8085,430,3525,4130,10439,10212,248866,251000,125500,0,0,1921,114,962,0,764,0,234,26502.8,0.109286,114,114,0,4130,3525,56,374,1150,657,114,10154,4356,19675,19536705,0,0
443,340461476,100,8108,411,3515,4182,10419,10212,249025,243160,121580,0,0,1880,98,983,0,771,0,189,26343.8,0.105589,98,98,0,4182,3515,52,359,1141,641,98,10003,4069,19583,18694639,0,0
444,340461476,100,8078,404,3488,4186,10445,10275,248911,251720,125860,0,0,1927,78,971,0,795,0,206,26457.8,0.108339,78,78,0,4186,3488,57,347,1200,649,78,9750,3963,19288,19087828,0,0
445,340461476,100,8098,412,3457,4229,10423,10248,248788,253680,126840,0,0,1935,107,1015,0,761,0,234,26580.8,0.105108,107,107,0,4229,3457,65,347,1203,625,107,9631,3789,19099,18728071,0,0
446,340461476,100,8142,405,3447,4290,10375,10238,248983,247160,123580,0,0,1953,87,1002,0,757,0,201,26385.8,0.104781,87,87,0,4290,3447,68,337,1235,631,87,9537,3629,18946,18602687,0,0
447,340461476,100,8122,416,3386,4320,10386,10117,248941,255120,127560,0,0,1928,88,997,0,820,0,197,26427.8,0.106756,88,88,0,4320,3386,73,343,1235,605,88,9378,3411,18467,18116980,0,0
448,340461476,100,8173,415,3405,4353,10366,10084,249137,252720,126360,0,0,1932,95,995,0,739,0,205,26231.8,0.103589,95,95,0,4353,3405,73,342,1186,651,95,9358,3175,18428,17711950,0,0
449,340461476,100,8196,426,3400,4370,10301,10145,248573,261320,130660,0,0,1921,97,1006,0,770,0,213,26795.8,0.103798,97,97,0,4370,3400,80,346,1229,595,97,9326,3118,18423,17462663,0,0
450,340461476,100,8164,423,3418,4323,10329,10190,248799,251080,125540,0,0,1882,98,1002,0,813,0,221,26569.8,0.10254,98,98,0,4323,3418,70,353,1218,566,98,9261,2927,18307,17110539,0,0
451,340461476,100,8090,425,3430,4235,10344,10189,249013,255480,127740,0,0,2018,101,970,0,834,0,210,26355.8,0.105822,101,101,0,4235,3430,74,351,1282,635,101,9269,2904,18264,17731445,0,0
452,340461476,100,8063,420,3467,4176,10258,10301,248709,252280,126140,0,0,1876,95,973,0,797,0,203,26659.8,0.103162,95,95,0,4176,3467,64,356,1197,584,95,9380,2762,18534,16972605,0,0
453,340461476,100,8083,408,3453,4222,10215,10109,248996,239920,119960,0,0,1909,95,1020,0,786,0,214,26372.8,0.105675,95,95,0,4222,3453,59,349,1196,618,95,9221,2717,18356,17094082,0,0
454,340461476,100,8119,401,3527,4191,10200,10001,248963,261520,130760,0,0,1907,103,1019,0,758,0,225,26405.8,0.109923,103,103,0,4191,3527,52,349,1192,612,103,9287,2602,18696,16546075,0,0
455,340461476,100,8151,396,3636,4119,10288,10045,248472,246960,123480,0,0,1902,67,994,0,757,0,205,26896.8,0.10097,67,67,0,4119,3636,60,336,1204,631,67,9514,2446,19230,15685733,0,0
456,340461476,100,8130,397,3716,4017,10289,10130,248381,243360,121680,0,0,1921,88,991,0,811,0,201,26987.8,0.108911,88,88,0,4017,3716,67,330,1231,602,88,9576,2439,19619,16045182,0,0
457,340461476,100,8139,389,3823,3927,10220,10289,248214,256600,128300,0,0,1917,106,980,0,759,0,212,27154.8,0.110896,106,106,0,3927,3823,60,329,1176,635,106,9763,2405,20060,15609633,0,0
458,340461476,100,8044,362,3920,3762,10236,10410,248617,243480,121740,0,0,1979,80,940,0,772,0,263,26751.8,0.105825,80,80,0,3762,3920,51,311,1210,689,80,10054,2367,20623,14928221,0,0
459,340461476,100,8109,370,3995,3744,10234,10307,248790,249880,124940,0,0,1899,85,1019,0,745,0,209,26578.8,0.109872,85,85,0,3744,3995,54,316,1113,701,85,10470,2308,21541,15094744,0,0
460,340461476,100,8124,372,4118,3634,10261,10281,248508,252880,126440,0,0,1967,88,980,0,756,0,209,26860.8,0.106366,88,88,0,3634,4118,54,318,1188,691,88,10769,2280,22193,14803180,0,0
461,340461476,100,8141,381,4110,3650,10263,10203,248816,252240,126120,0,0,1888,90,1054,0,821,0,216,26552.8,0.106219,90,90,0,3650,4110,55,326,1101,697,90,10885,2214,22095,14878059,0,0
462,340461476,100,8191,381,4218,3592,10272,10160,248942,237560,118780,0,0,1957,82,1005,0,749,0,206,26426.8,0.105268,82,82,0,3592,4218,46,335,1138,737,82,11369,2180,23195,14981297,0,0
463,340461476,100,8148,385,4284,3479,10331,10288,248621,253080,126540,0,0,1987,86,945,0,777,0,211,26747.8,0.111242,86,86,0,3479,4284,38,347,1135,766,86,11654,2223,23749,15592644,0,0
464,340461476,100,8227,381,4316,3530,10326,10239,248831,240480,120240,0,0,1869,86,1051,0,769,0,203,26537.8,0.105689,86,86,0,3530,4316,35,346,1065,718,86,11867,2221,24001,15156047,0,0
465,340461476,100,8254,390,4351,3513,10348,10148,249261,250560,125280,0,0,1940,84,982,0,762,0,193,26107.8,0.110353,84,84,0,3513,4351,35,355,1070,786,84,12034,2231,24393,15266298,0,0
466,340461476,100,8204,379,4375,3450,10296,10144,248573,256360,128180,0,0,2053,82,967,0,800,0,217,26795.8,0.104198,82,82,0,3450,4375,37,342,1117,854,82,12284,2195,24784,14994241,0,0
467,340461476,100,8235,387,4377,3471,10358,10030,248619,238240,119120,0,0,1860,69,979,0,765,0,183,26749.8,0.104524,69,69,0,3471,4377,37,350,1029,762,69,12367,2240,24853,15541470,0,0
468,340461476,100,8179,401,4282,3496,10335,10039,248737,252840,126420,0,0,1991,94,966,0,811,0,211,26631.8,0.112281,94,94,0,3496,4282,38,363,1064,833,94,12259,2257,24774,15874480,0,0
469,340461476,100,8114,401,4244,3469,10346,10058,248895,261560,130780,0,0,1925,96,921,0,774,0,212,26473.8,0.10533,96,96,0,3469,4244,40,361,1033,796,96,12265,2265,24677,16001998,0,0
470,340461476,100,8100,419,4130,3551,10350,10082,249162,233440,116720,0,0,1895,92,986,0,809,0,191,26206.8,0.101215,92,92,0,3551,4130,35,384,1047,756,92,12142,2346,24554,16673801,0,0
471,340461476,100,8097,424,4093,3580,10313,10060,248534,257200,128600,0,0,1962,91,965,0,752,0,216,26834.8,0.112263,91,91,0,3580,4093,36,388,1091,780,91,12028,2330,24335,16647854,0,0
472,340461476,100,8073,434,3948,3691,10335,10159,248915,243800,121900,0,0,1912,89,977,0,784,0,217,26453.8,0.104334,89,89,0,3691,3948,26,408,1043,780,89,11669,2365,23506,17092569,0,0
473,340461476,100,8058,440,3797,3821,10327,10239,248610,252280,126140,0,0,1884,108,974,0,748,0,241,26758.8,0.108506,108,108,0,3821,3797,26,414,1061,715,108,11278,2370,22681,17392092,0,0
474,340461476,100,8064,441,3707,3916,10321,10195,248686,258440,129220,0,0,1998,115,988,0,741,0,241,26682.8,0.106068,115,115,0,3916,3707,30,411,1129,754,115,10880,2327,21904,17830809,0,0
475,340461476,100,8015,436,3566,4013,10322,10302,248804,245520,122760,0,0,1902,97,947,0,774,0,222,26564.8,0.103245,97,97,0,4013,3566,33,403,1121,684,97,10351,2365,20828,18058211,0,0
476,340461476,100,8012,456,3425,4131,10420,10274,248664,240760,120380,0,0,1887,96,955,0,744,0,214,26704.8,0.108198,96,96,0,4131,3425,36,420,1132,659,96,9811,2526,19873,18622453,0,0
477,340461476,100,7962,464,3275,4223,10453,10268,248923,259320,129660,0,0,1903,107,976,0,799,0,227,26445.8,0.110919,107,107,0,4223,3275,40,424,1150,646,107,9316,2587,18868,18860377,0,0
478,340461476,100,8002,458,3156,4388,10412,10193,248862,247360,123680,0,0,1820,111,1030,0,780,0,210,26506.8,0.101981,111,111,0,4388,3156,42,416,1133,576,111,8796,2701,17839,19695349,0,0
479,340461476,100,7984,459,3027,4498,10407,10146,248564,246240,123120,0,0,1921,97,1017,0,805,0,230,26804.8,0.107159,97,97,0,4498,3027,53,406,1221,603,97,8339,2657,16953,19801239,0,0
480,340461476,100,7995,457,2914,4624,10363,10264,248837,243880,121940,0,0,1878,116,988,0,764,0,213,26531.8,0.108856,116,116,0,4624,2914,59,398,1199,563,116,7888,2777,16054,19979854,0,0
481,340461476,100,7981,456,2835,4690,10454,10234,248632,241120,120560,0,0,1881,111,967,0,769,0,212,26736.8,0.10879,111,111,0,4690,2835,68,388,1227,543,111,7562,2730,15459,19295232,0,0
482,340461476,100,7959,450,2746,4763,10406,10313,248658,250720,125360,0,0,1893,116,988,0,791,0,219,26710.8,0.110886,116,116,0,4763,2746,83,367,1248,529,116,7238,2636,14732,19416747,0,0
483,340461476,100,8002,468,2643,4891,10390,10247,248590,251800,125900,0,0,1890,106,1006,0,764,0,199,26778.8,0.106536,106,106,0,4891,2643,93,375,1273,511,106,6876,2732,14010,20494080,0,0
484,340461476,100,8013,479,2530,5004,10448,10086,248415,254320,127160,0,0,1850,98,1001,0,759,0,231,26953.8,0.106349,98,98,0,5004,2530,112,367,1273,479,98,6548,2777,13332,20497588,0,0
485,340461476,100,7957,482,2479,4996,10474,10113,248953,255880,127940,0,0,1888,133,948,0,766,0,238,26415.8,0.105984,133,133,0,4996,2479,134,348,1297,458,133,6237,2881,12849,21210904,0,0
486,340461476,100,7975,453,2482,5040,10485,10112,248751,257760,128880,0,0,1930,110,989,0,772,0,199,26617.8,0.103235,110,110,0,5040,2482,128,325,1334,486,110,6051,2684,12645,19781429,0,0
487,340461476,100,7972,451,2490,5031,10491,10126,248675,251360,125680,0,0,1909,96,962,0,777,0,188,26693.8,0.103266,96,96,0,5031,2490,136,315,1380,433,96,5821,2630,12392,19409538,0,0
488,340461476,100,7995,433,2514,5048,10473,10148,249071,253040,126520,0,0,1829,106,974,0,750,0,201,26297.8,0.106197,106,106,0,5048,2514,140,293,1278,445,106,5634,2506,12298,18762656,0,0
489,340461476,100,7981,419,2571,4991,10440,10190,248549,263880,131940,0,0,1844,99,981,0,793,0,202,26819.8,0.103927,99,99,0,4991,2571,136,283,1289,456,99,5579,2478,12327,18321915,0,0
490,340461476,100,8002,403,2575,5024,10390,10188,248980,262600,131300,0,0,1918,102,1013,0,774,0,218,26388.8,0.101636,102,102,0,5024,2575,129,274,1378,438,102,5472,2306,12277,17242474,0,0
491,340461476,100,8055,395,2654,5006,10393,10265,248651,249840,124920,0,0,1901,97,979,0,728,0,198,26717.8,0.10049,97,97,0,5006,2654,131,264,1350,454,97,5514,2245,12554,16695350,0,0
492,340461476,100,8053,367,2694,4992,10403,10272,248793,251760,125880,0,0,1912,89,964,0,755,0,211,26575.8,0.106939,89,89,0,4992,2694,114,253,1353,470,89,5561,2179,12646,16148393,0,0
493,340461476,100,8020,360,2711,4949,10366,10240,248812,256960,128480,0,0,1862,79,965,0,799,0,199,26556.8,0.10556,79,79,0,4949,2711,114,246,1361,422,79,5490,2010,12679,15879762,0,0
