Time,NodeID,NodePopulation,InterventionName,FractionHas,AvgNumberOfInterventions,AvgEfficacy-Attracting,AvgEfficacy-Repelling,AvgEfficacy-Blocking,AvgEfficacy-Killing,AvgEfficacy-Usage,AvgEfficacy-AcquisitionBlocking,AvgEfficacy-TransmissionBlocking,AvgEfficacy-MortalityBlocking,DrugConcentration
138,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.038954
138,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
139,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0359194
139,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
139,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0372706
139,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
139,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0361186
139,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
139,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0364418
139,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
140,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0336029
140,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
140,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0348669
140,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
140,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0337892
140,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
140,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0340916
140,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
141,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0314356
141,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
141,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0326181
141,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
141,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0316099
141,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
141,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0318929
141,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
142,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0294083
142,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
142,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0305146
142,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
142,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0295714
142,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
142,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0298361
142,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
143,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0275117
143,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
143,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0285466
143,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
143,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0276642
143,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
143,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0279118
143,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
144,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0257375
144,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
144,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0267056
144,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
144,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0258802
144,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
144,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0261118
144,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
145,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0240776
145,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
145,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0249833
145,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
145,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.024211
145,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
145,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0244278
145,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
146,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0225247
146,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
146,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.023372
146,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
146,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0226496
146,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
146,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0228523
146,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
147,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.021072
147,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
147,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0218647
147,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
147,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0211889
147,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
147,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0213785
147,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
148,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0197131
148,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
148,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0204546
148,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
148,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0198224
148,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
148,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0199998
148,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
149,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0184417
149,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
149,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0191354
149,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
149,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0185439
149,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
149,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0187099
149,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
150,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0172523
150,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
150,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0179013
150,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
150,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.017348
150,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
150,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0175032
150,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
151,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0161397
151,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
151,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0167468
151,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
151,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0162292
151,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
151,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0163744
151,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
152,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0150988
152,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
152,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0156667
152,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
152,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0151825
152,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
152,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0153183
152,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
153,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.014125
153,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
153,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0146563
153,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
153,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0142033
153,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
153,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0143304
153,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
154,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.013214
154,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
154,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0137111
154,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
154,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0132873
154,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
154,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0134062
154,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
155,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0123618
155,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
155,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0128268
155,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
155,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0124303
155,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
155,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0125416
155,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
156,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0115646
156,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
156,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0119996
156,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
156,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0116287
156,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
156,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0117328
156,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
157,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0108187
157,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
157,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0112257
157,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
157,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0108787
157,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
157,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0109761
157,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
158,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.010121
158,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
158,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0105017
158,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
158,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.0101771
158,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
158,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0102682
158,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
159,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00946826
159,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
159,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00982442
159,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
159,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00952075
159,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
159,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00960596
159,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
160,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00885764
160,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
160,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00919083
160,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
160,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00890676
160,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
160,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00898647
160,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
161,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00828641
161,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
161,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00859811
161,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
161,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00833236
161,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
161,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00840693
161,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
162,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00775199
162,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
162,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00804359
162,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
162,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00779497
162,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
162,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00786474
162,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
163,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00725203
163,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
163,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00752482
163,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
163,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00729224
163,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
163,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00735751
163,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
164,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00678432
164,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
164,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00703953
164,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
164,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00682194
164,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
164,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.006883
164,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
165,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00634678
165,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
165,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00658552
165,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
165,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00638197
165,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
165,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00643909
165,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
166,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00593746
166,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
166,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00616081
166,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
166,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00597038
166,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
166,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00602382
166,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
167,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00555453
167,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
167,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00576347
167,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
167,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00558533
167,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
167,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00563532
167,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
168,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.0051963
168,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
168,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00539176
168,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
168,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00522511
168,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
168,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00527188
168,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
169,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00486119
169,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
169,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00504405
169,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
169,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00488814
169,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
169,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00493189
169,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
170,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00454766
170,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.399999,0,0,0,0
170,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.00471873
170,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.399999,0,0,0,0
170,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00457288
170,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.399998,0,0,0,0
170,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00461381
170,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.399999,0,0,0,0
171,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00425437
171,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.399999,0,0,0,0
171,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0044144
171,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.399999,0,0,0,0
171,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00427796
171,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.399998,0,0,0,0
171,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00431624
171,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.399999,0,0,0,0
172,4,1000,AdherentDrug-Piperaquine,0.493,1,0,0,0,0,0,0,0,0,0.00397999
172,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.399999,0,0,0,0
172,3,1000,AdherentDrug-Piperaquine,0.48,1,0,0,0,0,0,0,0,0,0.0041297
172,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.399999,0,0,0,0
172,2,1000,AdherentDrug-Piperaquine,0.473,1,0,0,0,0,0,0,0,0,0.00400206
172,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.399998,0,0,0,0
172,1,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00403787
