Time,NodeID,Alleles,VectorPopulation,VectorPopulationNumDied,VectorPopulationAvgAgeAtDeath
207,1,X,97779,14545,6.66779
207,1,Y,0,0,0
207,1,a0,97745,14530,6.67247
207,1,a1,6317,931,6.45972
207,1,b0,97770,14535,6.67169
207,1,b1,6133,894,6.34116
207,1,a0.b0,97744,14530,6.67247
207,1,a1.b1,5710,838,6.31146
208,1,X,97789,14663,6.66937
208,1,Y,0,0,0
208,1,a0,97753,14650,6.6727
208,1,a1,6233,933,6.63344
208,1,b0,97774,14654,6.67285
208,1,b1,6053,927,6.6753
208,1,a0.b0,97753,14649,6.67308
208,1,a1.b1,5621,850,6.67294
209,1,X,97851,14620,6.61115
209,1,Y,0,0,0
209,1,a0,97821,14600,6.61747
209,1,a1,6131,934,6.78801
209,1,b0,97840,14605,6.61691
209,1,b1,5963,912,6.69298
209,1,a0.b0,97821,14600,6.61747
209,1,a1.b1,5532,844,6.68839
210,1,X,97711,14728,6.69032
210,1,Y,0,0,0
210,1,a0,97684,14714,6.69553
210,1,a1,6149,982,6.76578
210,1,b0,97701,14717,6.69457
210,1,b1,5999,940,6.76064
210,1,a0.b0,97683,14714,6.69553
210,1,a1.b1,5553,885,6.83277
211,1,X,97548,14719,6.7599
211,1,Y,0,0,0
211,1,a0,97516,14709,6.76361
211,1,a1,6161,955,6.53927
211,1,b0,97533,14709,6.76382
211,1,b1,5993,925,6.50703
211,1,a0.b0,97513,14708,6.76401
211,1,a1.b1,5531,866,6.4515
212,1,X,97149,14762,6.76101
212,1,Y,0,0,0
212,1,a0,97116,14748,6.76593
212,1,a1,6167,912,6.73575
212,1,b0,97136,14747,6.76687
212,1,b1,5992,872,6.75803
212,1,a0.b0,97115,14745,6.76711
212,1,a1.b1,5532,812,6.8165
213,1,X,97311,14587,6.64263
213,1,Y,0,0,0
213,1,a0,97283,14570,6.64722
213,1,a1,6326,936,6.56944
213,1,b0,97298,14574,6.64766
213,1,b1,6107,905,6.68177
213,1,a0.b0,97280,14569,6.64761
213,1,a1.b1,5650,843,6.64413
214,1,X,96938,14783,6.64662
214,1,Y,0,0,0
214,1,a0,96914,14769,6.65028
214,1,a1,6337,1038,6.29865
214,1,b0,96923,14770,6.65159
214,1,b1,6104,1005,6.38308
214,1,a0.b0,96909,14766,6.65143
214,1,a1.b1,5643,928,6.40625
215,1,X,96872,14561,6.71327
215,1,Y,0,0,0
215,1,a0,96828,14548,6.71707
215,1,a1,6485,962,6.342
215,1,b0,96839,14546,6.71917
215,1,b1,6242,931,6.37057
215,1,a0.b0,96824,14543,6.71904
215,1,a1.b1,5754,861,6.35656
216,1,X,96723,14673,6.63682
216,1,Y,0,0,0
216,1,a0,96677,14643,6.64802
216,1,a1,6725,968,6.10537
216,1,b0,96696,14640,6.64952
216,1,b1,6469,938,6.02985
216,1,a0.b0,96672,14639,6.64957
216,1,a1.b1,5961,857,6.06534
217,1,X,96831,14584,6.66196
217,1,Y,0,0,0
217,1,a0,96779,14556,6.67086
217,1,a1,6975,1009,5.778
217,1,b0,96805,14557,6.67246
217,1,b1,6695,967,5.69183
217,1,a0.b0,96774,14551,6.67281
217,1,a1.b1,6166,889,5.75253
218,1,X,96810,14564,6.67172
218,1,Y,0,0,0
218,1,a0,96770,14538,6.6798
218,1,a1,7163,1048,6.10687
218,1,b0,96793,14538,6.68187
218,1,b1,6851,1005,6.20796
218,1,a0.b0,96765,14533,6.68176
218,1,a1.b1,6311,923,6.2026
219,1,X,97029,14438,6.61407
219,1,Y,0,0,0
219,1,a0,96977,14423,6.61957
219,1,a1,7538,1068,5.92509
219,1,b0,97006,14421,6.62069
219,1,b1,7197,1013,6.18164
219,1,a0.b0,96971,14418,6.62151
219,1,a1.b1,6618,932,6.1867
220,1,X,96880,14594,6.57907
220,1,Y,0,0,0
220,1,a0,96818,14573,6.58656
220,1,a1,7684,1167,5.81834
220,1,b0,96854,14571,6.58788
220,1,b1,7308,1124,5.88256
220,1,a0.b0,96813,14567,6.58887
220,1,a1.b1,6718,1032,5.93992
221,1,X,97120,14543,6.66774
221,1,Y,0,0,0
221,1,a0,97052,14519,6.67656
221,1,a1,7897,1178,6.01358
221,1,b0,97090,14517,6.6779
221,1,b1,7506,1111,6.07111
221,1,a0.b0,97047,14514,6.67852
221,1,a1.b1,6900,1026,6.09162
222,1,X,97051,14547,6.77439
222,1,Y,0,0,0
222,1,a0,96972,14517,6.78549
222,1,a1,8326,1120,5.82232
222,1,b0,97010,14517,6.78632
222,1,b1,7881,1067,5.88754
222,1,a0.b0,96963,14512,6.78749
222,1,a1.b1,7230,982,5.92566
223,1,X,97253,14459,6.67978
223,1,Y,0,0,0
223,1,a0,97158,14421,6.69378
223,1,a1,8579,1294,5.9575
223,1,b0,97221,14418,6.69594
223,1,b1,8096,1232,5.94886
223,1,a0.b0,97156,14412,6.69734
223,1,a1.b1,7410,1144,6.02535
224,1,X,97156,14691,6.6713
224,1,Y,0,0,0
224,1,a0,97068,14651,6.68357
224,1,a1,8800,1324,5.76511
224,1,b0,97121,14659,6.68368
224,1,b1,8286,1264,5.72864
224,1,a0.b0,97063,14649,6.68435
224,1,a1.b1,7583,1160,5.78707
225,1,X,97276,14669,6.55784
225,1,Y,0,0,0
225,1,a0,97170,14627,6.57018
225,1,a1,9152,1332,5.77477
225,1,b0,97234,14634,6.57114
225,1,b1,8617,1235,5.88583
225,1,a0.b0,97166,14622,6.57208
225,1,a1.b1,7875,1146,5.86387
226,1,X,97194,14593,6.6904
226,1,Y,0,0,0
226,1,a0,97098,14535,6.70973
226,1,a1,9288,1405,5.86121
226,1,b0,97146,14551,6.70682
226,1,b1,8750,1340,5.93731
226,1,a0.b0,97087,14531,6.71131
226,1,a1.b1,8003,1218,5.88752
227,1,X,96728,14701,6.6892
227,1,Y,0,0,0
227,1,a0,96633,14655,6.70365
227,1,a1,9432,1414,5.75318
227,1,b0,96688,14653,6.70784
227,1,b1,8914,1335,5.6397
227,1,a0.b0,96629,14644,6.70793
227,1,a1.b1,8139,1229,5.65907
228,1,X,96712,14345,6.66915
228,1,Y,0,0,0
228,1,a0,96606,14297,6.68581
228,1,a1,9850,1386,5.56421
228,1,b0,96664,14305,6.68501
228,1,b1,9327,1338,5.53886
228,1,a0.b0,96601,14293,6.6874
228,1,a1.b1,8492,1220,5.57869
229,1,X,96536,14634,6.68095
229,1,Y,0,0,0
229,1,a0,96434,14579,6.69833
229,1,a1,9903,1531,5.54931
229,1,b0,96493,14586,6.69964
229,1,b1,9362,1472,5.65014
229,1,a0.b0,96426,14574,6.70029
229,1,a1.b1,8508,1351,5.6225
230,1,X,96438,14366,6.64541
230,1,Y,0,0,0
230,1,a0,96318,14319,6.66164
230,1,a1,10128,1483,5.71274
230,1,b0,96377,14323,6.66236
230,1,b1,9558,1395,5.6509
230,1,a0.b0,96311,14311,6.6648
230,1,a1.b1,8698,1275,5.66353
231,1,X,96580,14432,6.66505
231,1,Y,0,0,0
231,1,a0,96464,14371,6.6884
231,1,a1,10329,1510,5.58543
231,1,b0,96534,14371,6.6891
231,1,b1,9743,1400,5.64857
231,1,a0.b0,96457,14364,6.69117
231,1,a1.b1,8874,1279,5.62549
232,1,X,96809,14660,6.6266
232,1,Y,0,0,0
232,1,a0,96703,14605,6.64505
232,1,a1,10322,1604,5.83853
232,1,b0,96772,14614,6.64431
232,1,b1,9728,1504,5.89761
232,1,a0.b0,96699,14598,6.64776
232,1,a1.b1,8845,1380,5.88116
233,1,X,96898,14458,6.68979
233,1,Y,0,0,0
233,1,a0,96778,14418,6.70363
233,1,a1,10496,1589,6.16551
233,1,b0,96850,14421,6.70439
233,1,b1,9913,1503,6.24484
233,1,a0.b0,96769,14414,6.70522
233,1,a1.b1,9022,1368,6.22076
234,1,X,96761,14549,6.6463
234,1,Y,0,0,0
234,1,a0,96641,14506,6.6618
234,1,a1,10551,1569,5.89229
234,1,b0,96712,14501,6.66499
234,1,b1,9971,1500,5.96933
234,1,a0.b0,96626,14497,6.66531
234,1,a1.b1,9082,1354,5.86854
235,1,X,96897,14436,6.70137
235,1,Y,0,0,0
235,1,a0,96771,14390,6.71578
235,1,a1,10607,1613,6.19529
235,1,b0,96858,14387,6.72079
235,1,b1,10037,1521,6.16108
235,1,a0.b0,96766,14375,6.72174
235,1,a1.b1,9159,1390,6.18345
236,1,X,96900,14616,6.68131
236,1,Y,0,0,0
236,1,a0,96763,14569,6.69401
236,1,a1,10816,1594,6.39837
236,1,b0,96847,14577,6.69651
236,1,b1,10240,1483,6.22117
236,1,a0.b0,96758,14564,6.69596
236,1,a1.b1,9343,1362,6.28634
237,1,X,97071,14564,6.6249
237,1,Y,0,0,0
237,1,a0,96938,14500,6.64566
237,1,a1,10856,1647,6.01275
237,1,b0,97017,14511,6.64544
237,1,b1,10259,1569,6.05545
237,1,a0.b0,96934,14495,6.6476
237,1,a1.b1,9363,1423,6.04076
238,1,X,96993,14564,6.64096
238,1,Y,0,0,0
238,1,a0,96870,14501,6.66133
238,1,a1,10927,1605,6.10903
238,1,b0,96945,14510,6.66196
238,1,b1,10290,1511,6.01059
238,1,a0.b0,96862,14497,6.6629
238,1,a1.b1,9398,1392,6.06466
239,1,X,96793,14701,6.63193
239,1,Y,0,0,0
239,1,a0,96670,14648,6.64937
239,1,a1,10982,1693,6.0697
239,1,b0,96748,14653,6.65038
239,1,b1,10351,1567,6.17294
239,1,a0.b0,96665,14640,6.65246
239,1,a1.b1,9436,1449,6.15321
240,1,X,96759,14539,6.70844
240,1,Y,0,0,0
240,1,a0,96639,14481,6.72357
240,1,a1,10983,1676,6.46241
240,1,b0,96703,14494,6.72616
240,1,b1,10317,1585,6.46562
240,1,a0.b0,96628,14476,6.72555
240,1,a1.b1,9411,1445,6.45882
241,1,X,96651,14580,6.643
241,1,Y,0,0,0
241,1,a0,96546,14524,6.66104
241,1,a1,10966,1738,6.34695
241,1,b0,96620,14524,6.66476
241,1,b1,10276,1647,6.34062
241,1,a0.b0,96539,14513,6.66533
241,1,a1.b1,9374,1513,6.29081
242,1,X,96792,14516,6.61649
242,1,Y,0,0,0
242,1,a0,96646,14479,6.62608
242,1,a1,11187,1627,6.3909
242,1,b0,96727,14485,6.62851
242,1,b1,10475,1534,6.33181
242,1,a0.b0,96635,14472,6.6288
242,1,a1.b1,9553,1394,6.3472
243,1,X,96814,14580,6.61317
243,1,Y,0,0,0
243,1,a0,96665,14513,6.63426
243,1,a1,11398,1756,6.17995
243,1,b0,96750,14515,6.63831
243,1,b1,10676,1634,6.194
243,1,a0.b0,96656,14502,6.63853
243,1,a1.b1,9717,1511,6.18465
244,1,X,96976,14562,6.66172
244,1,Y,0,0,0
244,1,a0,96823,14492,6.68258
244,1,a1,11505,1800,6.055
244,1,b0,96917,14498,6.68672
244,1,b1,10763,1700,6.16529
244,1,a0.b0,96816,14483,6.68611
244,1,a1.b1,9783,1547,6.12282
245,1,X,96759,14676,6.64084
245,1,Y,0,0,0
245,1,a0,96609,14605,6.66114
245,1,a1,11792,1756,6.09169
245,1,b0,96695,14617,6.66361
245,1,b1,11001,1639,6.07749
245,1,a0.b0,96600,14598,6.66386
245,1,a1.b1,9998,1485,6.07205
246,1,X,96859,14587,6.65442
246,1,Y,0,0,0
246,1,a0,96695,14518,6.67688
246,1,a1,11998,1867,6.09106
246,1,b0,96790,14523,6.67934
246,1,b1,11154,1738,6.1496
246,1,a0.b0,96684,14509,6.68041
246,1,a1.b1,10151,1584,6.15088
247,1,X,96938,14465,6.71338
247,1,Y,0,0,0
247,1,a0,96767,14385,6.73883
247,1,a1,12232,1801,6.16602
247,1,b0,96870,14396,6.74076
247,1,b1,11329,1702,6.20799
247,1,a0.b0,96756,14374,6.74322
247,1,a1.b1,10318,1544,6.16969
248,1,X,96853,14691,6.6374
248,1,Y,0,0,0
248,1,a0,96677,14613,6.66283
248,1,a1,12544,1908,6.12107
248,1,b0,96792,14623,6.66361
248,1,b1,11587,1762,6.22418
248,1,a0.b0,96666,14602,6.6671
248,1,a1.b1,10523,1613,6.13391
249,1,X,96881,14499,6.62984
249,1,Y,0,0,0
249,1,a0,96681,14436,6.65129
249,1,a1,12898,1896,6.06857
249,1,b0,96805,14438,6.65362
249,1,b1,11847,1766,6.18007
249,1,a0.b0,96658,14425,6.6556
249,1,a1.b1,10799,1588,6.1568
250,1,X,96635,14607,6.67098
250,1,Y,0,0,0
250,1,a0,96420,14527,6.69691
250,1,a1,13153,2054,5.90409
250,1,b0,96559,14531,6.70064
250,1,b1,12057,1886,6.01962
250,1,a0.b0,96410,14504,6.70594
250,1,a1.b1,11010,1724,5.9971
251,1,X,96780,14555,6.67681
251,1,Y,0,0,0
251,1,a0,96528,14465,6.70667
251,1,a1,13649,1969,5.80041
251,1,b0,96678,14479,6.70661
251,1,b1,12482,1832,5.87118
251,1,a0.b0,96508,14455,6.71062
251,1,a1.b1,11374,1659,5.81857
252,1,X,96524,14751,6.60247
252,1,Y,0,0,0
252,1,a0,96296,14646,6.63601
252,1,a1,13859,2133,5.91421
252,1,b0,96452,14649,6.64148
252,1,b1,12664,1965,5.95573
252,1,a0.b0,96279,14626,6.64372
252,1,a1.b1,11522,1798,5.96385
253,1,X,96599,14690,6.58387
253,1,Y,0,0,0
253,1,a0,96303,14620,6.60752
253,1,a1,14246,2131,5.65228
253,1,b0,96481,14618,6.61137
253,1,b1,12972,1951,5.63147
253,1,a0.b0,96283,14603,6.61405
253,1,a1.b1,11838,1784,5.65135
254,1,X,96737,14611,6.5719
254,1,Y,0,0,0
254,1,a0,96434,14480,6.6154
254,1,a1,14768,2199,5.71896
254,1,b0,96633,14493,6.61726
254,1,b1,13435,2006,5.77916
254,1,a0.b0,96417,14460,6.62317
254,1,a1.b1,12256,1845,5.74634
255,1,X,96934,14625,6.60328
255,1,Y,0,0,0
255,1,a0,96629,14509,6.63981
255,1,a1,14983,2348,5.74957
255,1,b0,96831,14521,6.64341
255,1,b1,13646,2093,5.73196
255,1,a0.b0,96612,14492,6.64643
255,1,a1.b1,12406,1945,5.73265
256,1,X,96964,14433,6.59523
256,1,Y,0,0,0
256,1,a0,96623,14313,6.63376
256,1,a1,15462,2222,5.73897
256,1,b0,96843,14330,6.63545
256,1,b1,14048,2031,5.77843
256,1,a0.b0,96610,14296,6.64046
256,1,a1.b1,12795,1855,5.76819
257,1,X,96915,14690,6.59653
257,1,Y,0,0,0
257,1,a0,96576,14550,6.64172
257,1,a1,15799,2456,5.73616
257,1,b0,96789,14569,6.64301
257,1,b1,14364,2224,5.8134
257,1,a0.b0,96541,14537,6.64676
257,1,a1.b1,13079,2045,5.77897
258,1,X,96669,14744,6.63165
258,1,Y,0,0,0
258,1,a0,96319,14618,6.67225
258,1,a1,15913,2443,5.58821
258,1,b0,96559,14618,6.68019
258,1,b1,14454,2235,5.68233
258,1,a0.b0,96302,14583,6.68587
258,1,a1.b1,13151,2045,5.59756
259,1,X,96611,14387,6.63606
259,1,Y,0,0,0
259,1,a0,96233,14260,6.67672
259,1,a1,16290,2324,5.81153
259,1,b0,96481,14277,6.67948
259,1,b1,14781,2159,5.86614
259,1,a0.b0,96211,14243,6.68349
259,1,a1.b1,13485,1934,5.82937
260,1,X,96373,14791,6.65175
260,1,Y,0,0,0
260,1,a0,95984,14646,6.69254
260,1,a1,16543,2579,5.6456
260,1,b0,96248,14661,6.70186
260,1,b1,15067,2363,5.63521
260,1,a0.b0,95966,14624,6.70111
260,1,a1.b1,13735,2147,5.62366
261,1,X,96608,14350,6.6085
261,1,Y,0,0,0
261,1,a0,96229,14193,6.6542
261,1,a1,16649,2552,5.80721
261,1,b0,96482,14225,6.65779
261,1,b1,15114,2333,5.76297
261,1,a0.b0,96205,14175,6.66138
261,1,a1.b1,13801,2123,5.78097
262,1,X,96626,14631,6.60372
262,1,Y,0,0,0
262,1,a0,96224,14492,6.64408
262,1,a1,17010,2622,5.955
262,1,b0,96484,14505,6.6524
262,1,b1,15491,2375,5.93726
262,1,a0.b0,96192,14468,6.65344
262,1,a1.b1,14146,2193,5.92886
263,1,X,96511,14557,6.61393
263,1,Y,0,0,0
263,1,a0,96070,14419,6.661
263,1,a1,17214,2637,5.83921
263,1,b0,96372,14415,6.66923
263,1,b1,15706,2403,5.89804
263,1,a0.b0,96050,14387,6.67359
263,1,a1.b1,14282,2207,5.77662
264,1,X,96739,14332,6.56733
264,1,Y,0,0,0
264,1,a0,96306,14158,6.61379
264,1,a1,17599,2643,5.95422
264,1,b0,96621,14193,6.62186
264,1,b1,15990,2401,5.89421
264,1,a0.b0,96288,14138,6.62173
264,1,a1.b1,14564,2203,5.90104
265,1,X,96754,14638,6.66949
265,1,Y,0,0,0
265,1,a0,96297,14481,6.71487
265,1,a1,17881,2761,5.96523
265,1,b0,96591,14520,6.71556
265,1,b1,16248,2463,6.02558
265,1,a0.b0,96263,14463,6.72198
265,1,a1.b1,14807,2251,6.06175
266,1,X,96751,14741,6.62323
266,1,Y,0,0,0
266,1,a0,96291,14567,6.6755
266,1,a1,17852,2860,5.91294
266,1,b0,96615,14578,6.6861
266,1,b1,16199,2607,5.84695
266,1,a0.b0,96274,14533,6.68878
266,1,a1.b1,14766,2376,5.83249
267,1,X,96622,14528,6.71531
267,1,Y,0,0,0
267,1,a0,96159,14360,6.76323
267,1,a1,17837,2760,6.14819
267,1,b0,96476,14392,6.76932
267,1,b1,16149,2524,6.08954
267,1,a0.b0,96130,14343,6.77006
267,1,a1.b1,14677,2315,6.10756
268,1,X,96662,14697,6.7113
268,1,Y,0,0,0
268,1,a0,96190,14525,6.76034
268,1,a1,18120,2756,6.16618
268,1,b0,96514,14551,6.76861
268,1,b1,16417,2486,6.15809
268,1,a0.b0,96161,14496,6.77187
268,1,a1.b1,14922,2275,6.1556
269,1,X,96556,14546,6.58222
269,1,Y,0,0,0
269,1,a0,96067,14374,6.62829
269,1,a1,18375,2876,6.03825
269,1,b0,96420,14398,6.6396
269,1,b1,16698,2591,5.9012
269,1,a0.b0,96048,14345,6.63967
269,1,a1.b1,15160,2386,5.94468
270,1,X,96826,14478,6.56279
270,1,Y,0,0,0
270,1,a0,96344,14297,6.61335
270,1,a1,18541,2903,5.8567
270,1,b0,96691,14342,6.61553
270,1,b1,16819,2633,5.86593
270,1,a0.b0,96316,14278,6.62082
270,1,a1.b1,15291,2408,5.83513
271,1,X,96687,14627,6.60805
271,1,Y,0,0,0
271,1,a0,96175,14466,6.65243
271,1,a1,18858,2892,6.01452
271,1,b0,96530,14492,6.6603
271,1,b1,17034,2691,6.02713
271,1,a0.b0,96139,14438,6.66339
271,1,a1.b1,15503,2440,6.03484
272,1,X,96615,14742,6.61267
272,1,Y,0,0,0
272,1,a0,96091,14558,6.66816
272,1,a1,19099,2963,5.87074
272,1,b0,96474,14585,6.67309
272,1,b1,17172,2698,5.97443
272,1,a0.b0,96068,14522,6.68221
272,1,a1.b1,15629,2484,5.90177
273,1,X,96140,14755,6.70003
273,1,Y,0,0,0
273,1,a0,95588,14570,6.75401
273,1,a1,19165,3087,6.06317
273,1,b0,95968,14614,6.75503
273,1,b1,17203,2775,6.08973
273,1,a0.b0,95557,14547,6.76311
273,1,a1.b1,15629,2552,6.05878
274,1,X,95965,14646,6.60563
274,1,Y,0,0,0
274,1,a0,95377,14453,6.6636
274,1,a1,19652,3001,5.90603
274,1,b0,95789,14474,6.67224
274,1,b1,17583,2732,5.94839
274,1,a0.b0,95343,14422,6.67577
274,1,a1.b1,15995,2481,5.90246
275,1,X,96062,14485,6.58536
275,1,Y,0,0,0
275,1,a0,95420,14283,6.64398
275,1,a1,19932,3131,5.89492
275,1,b0,95871,14309,6.65406
275,1,b1,17778,2818,5.86551
275,1,a0.b0,95381,14249,6.65745
275,1,a1.b1,16186,2585,5.85996
276,1,X,96223,14554,6.5852
276,1,Y,0,0,0
276,1,a0,95532,14328,6.65655
276,1,a1,20343,3108,5.89575
276,1,b0,96024,14363,6.65947
276,1,b1,18102,2783,5.90047
276,1,a0.b0,95493,14289,6.67199
276,1,a1.b1,16452,2560,5.82266
277,1,X,96208,14532,6.64148
277,1,Y,0,0,0
277,1,a0,95534,14288,6.71025
277,1,a1,20816,3137,5.90309
277,1,b0,96033,14333,6.71981
277,1,b1,18474,2832,5.92196
277,1,a0.b0,95499,14249,6.72588
277,1,a1.b1,16792,2587,5.8852
278,1,X,96110,14592,6.6433
278,1,Y,0,0,0
278,1,a0,95379,14369,6.70395
278,1,a1,21190,3258,6.03683
278,1,b0,95901,14417,6.7118
278,1,b1,18784,2904,6.08781
278,1,a0.b0,95347,14334,6.71787
278,1,a1.b1,17089,2650,6.07547
279,1,X,96332,14589,6.55473
279,1,Y,0,0,0
279,1,a0,95587,14327,6.6316
279,1,a1,21692,3288,5.78893
279,1,b0,96126,14380,6.63547
279,1,b1,19224,2918,5.78444
279,1,a0.b0,95549,14295,6.64421
279,1,a1.b1,17474,2690,5.77026
280,1,X,96285,14673,6.51257
280,1,Y,0,0,0
280,1,a0,95480,14420,6.58564
280,1,a1,22245,3418,5.69865
280,1,b0,96048,14467,6.59107
280,1,b1,19662,3095,5.77771
280,1,a0.b0,95429,14382,6.6004
280,1,a1.b1,17873,2815,5.73819
281,1,X,96074,14732,6.63834
281,1,Y,0,0,0
281,1,a0,95245,14454,6.72174
281,1,a1,22737,3481,5.65642
281,1,b0,95854,14495,6.73053
281,1,b1,20035,3108,5.70689
281,1,a0.b0,95210,14403,6.742
281,1,a1.b1,18209,2845,5.6123
282,1,X,96005,14680,6.59012
282,1,Y,0,0,0
282,1,a0,95146,14407,6.67037
282,1,a1,23089,3595,5.91071
282,1,b0,95770,14460,6.67517
282,1,b1,20331,3214,5.93933
282,1,a0.b0,95099,14372,6.68418
282,1,a1.b1,18470,2936,5.8951
283,1,X,96067,14488,6.63494
283,1,Y,0,0,0
283,1,a0,95195,14197,6.70571
283,1,a1,23572,3584,5.88365
283,1,b0,95821,14253,6.72785
283,1,b1,20793,3157,5.86221
283,1,a0.b0,95154,14150,6.72466
283,1,a1.b1,18878,2890,5.82595
284,1,X,96126,14615,6.61163
284,1,Y,0,0,0
284,1,a0,95237,14314,6.69925
284,1,a1,23934,3652,5.80422
284,1,b0,95879,14369,6.7077
284,1,b1,21052,3291,5.74658
284,1,a0.b0,95199,14273,6.71562
284,1,a1.b1,19134,2997,5.70437
285,1,X,95901,14637,6.57894
285,1,Y,0,0,0
285,1,a0,94992,14326,6.66655
285,1,a1,24197,3780,5.65265
285,1,b0,95651,14390,6.6747
285,1,b1,21298,3367,5.67063
285,1,a0.b0,94949,14288,6.68162
285,1,a1.b1,19341,3070,5.65407
286,1,X,95956,14581,6.64042
286,1,Y,0,0,0
286,1,a0,94960,14263,6.73084
286,1,a1,24859,3776,5.88665
286,1,b0,95645,14331,6.73882
286,1,b1,21851,3391,5.77853
286,1,a0.b0,94895,14220,6.74817
286,1,a1.b1,19863,3088,5.75389
287,1,X,95946,14649,6.52741
287,1,Y,0,0,0
287,1,a0,94922,14306,6.63002
287,1,a1,25186,3868,5.62022
287,1,b0,95670,14338,6.6473
287,1,b1,22152,3461,5.58509
287,1,a0.b0,94872,14241,6.65571
287,1,a1.b1,20152,3160,5.53196
288,1,X,95895,14485,6.59841
288,1,Y,0,0,0
288,1,a0,94804,14152,6.69177
288,1,a1,25676,3837,5.83529
288,1,b0,95579,14209,6.70716
288,1,b1,22552,3436,5.86438
288,1,a0.b0,94751,14102,6.71196
288,1,a1.b1,20530,3129,5.7667
289,1,X,95509,14816,6.58599
289,1,Y,0,0,0
289,1,a0,94421,14420,6.69591
289,1,a1,25997,4162,5.9284
289,1,b0,95218,14500,6.70772
289,1,b1,22838,3680,5.84511
289,1,a0.b0,94364,14367,6.71692
289,1,a1.b1,20805,3356,5.83731
290,1,X,95846,14313,6.53043
290,1,Y,0,0,0
290,1,a0,94683,13954,6.63444
290,1,a1,26496,3976,5.79603
290,1,b0,95542,14022,6.6452
290,1,b1,23281,3542,5.72671
290,1,a0.b0,94639,13897,6.65755
290,1,a1.b1,21208,3242,5.72733
291,1,X,95675,14729,6.59475
291,1,Y,0,0,0
291,1,a0,94470,14336,6.70061
291,1,a1,26919,4169,6.01031
291,1,b0,95329,14425,6.71265
291,1,b1,23647,3733,5.97187
291,1,a0.b0,94405,14292,6.71816
291,1,a1.b1,21538,3406,5.9128
292,1,X,95765,14656,6.54456
292,1,Y,0,0,0
292,1,a0,94554,14245,6.66725
292,1,a1,27260,4302,5.82334
292,1,b0,95443,14310,6.67862
292,1,b1,23830,3858,5.72551
292,1,a0.b0,94496,14180,6.69323
292,1,a1.b1,21748,3519,5.7414
293,1,X,95484,14803,6.57718
293,1,Y,0,0,0
293,1,a0,94242,14390,6.68707
293,1,a1,27391,4424,5.97627
293,1,b0,95168,14481,6.70119
293,1,b1,23990,3916,5.95812
293,1,a0.b0,94182,14332,6.71009
293,1,a1.b1,21876,3608,5.91353
294,1,X,95779,14361,6.50916
294,1,Y,0,0,0
294,1,a0,94472,13960,6.62085
294,1,a1,27884,4253,5.81566
294,1,b0,95428,14045,6.63311
294,1,b1,24400,3756,5.72497
294,1,a0.b0,94418,13900,6.64511
294,1,a1.b1,22259,3455,5.72041
295,1,X,95602,14594,6.47396
295,1,Y,0,0,0
295,1,a0,94293,14174,6.59722
295,1,a1,28046,4464,5.75694
295,1,b0,95305,14243,6.60886
295,1,b1,24536,3909,5.73113
295,1,a0.b0,94243,14120,6.61863
295,1,a1.b1,22362,3599,5.67296
296,1,X,95664,14379,6.48689
296,1,Y,0,0,0
296,1,a0,94240,13991,6.59452
296,1,a1,28337,4309,5.87445
296,1,b0,95276,14082,6.60261
296,1,b1,24758,3806,5.87993
296,1,a0.b0,94169,13941,6.61459
296,1,a1.b1,22580,3485,5.83214
297,1,X,95518,14872,6.66898
297,1,Y,0,0,0
297,1,a0,94090,14401,6.80508
297,1,a1,28647,4621,6.00346
297,1,b0,95152,14484,6.82084
297,1,b1,25092,4058,5.90882
297,1,a0.b0,94025,14330,6.83385
297,1,a1.b1,22864,3719,5.88572
298,1,X,95451,14571,6.6141
298,1,Y,0,0,0
298,1,a0,94000,14110,6.7416
298,1,a1,28923,4635,5.88091
298,1,b0,95100,14205,6.75875
298,1,b1,25243,4130,5.78789
298,1,a0.b0,93932,14045,6.76817
298,1,a1.b1,23007,3785,5.74584
299,1,X,95265,14692,6.55704
299,1,Y,0,0,0
299,1,a0,93713,14233,6.67505
299,1,a1,29169,4568,5.96585
299,1,b0,94864,14341,6.69305
299,1,b1,25405,4098,5.96999
299,1,a0.b0,93642,14165,6.70229
299,1,a1.b1,23161,3737,5.9331
300,1,X,95325,14444,6.57069
300,1,Y,0,0,0
300,1,a0,93732,13934,6.7158
300,1,a1,29620,4605,5.88947
300,1,b0,94917,14043,6.72976
300,1,b1,25770,4051,5.83461
300,1,a0.b0,93653,13863,6.74508
300,1,a1.b1,23476,3734,5.85163
301,1,X,95380,14604,6.58422
301,1,Y,0,0,0
301,1,a0,93724,14095,6.73274
301,1,a1,29942,4812,5.94015
301,1,b0,94975,14196,6.74472
301,1,b1,26047,4210,5.85273
301,1,a0.b0,93644,14016,6.76505
301,1,a1.b1,23723,3875,5.79923
302,1,X,95280,14602,6.49336
302,1,Y,0,0,0
302,1,a0,93586,14083,6.61912
302,1,a1,30188,4955,6.02644
302,1,b0,94859,14197,6.65007
302,1,b1,26225,4320,6.02222
302,1,a0.b0,93502,14003,6.65122
302,1,a1.b1,23897,3980,5.96206
303,1,X,95154,14583,6.50058
303,1,Y,0,0,0
303,1,a0,93340,14034,6.63938
303,1,a1,30721,4795,5.89614
303,1,b0,94641,14162,6.6641
303,1,b1,26654,4274,5.83528
303,1,a0.b0,93240,13950,6.67333
303,1,a1.b1,24306,3896,5.80416
304,1,X,95090,14635,6.5506
