Time,NodeID,Alleles,VectorPopulation,VectorPopulationNumDied,VectorPopulationAvgAgeAtDeath
106,1,a0,97303,14679,6.61435
106,1,a1,0,0,0
106,1,b0,97303,14679,6.61435
106,1,b1,0,0,0
106,1,a0.b0,97303,14679,6.61435
106,1,a1.b1,0,0,0
107,1,X,97527,14403,6.61772
107,1,Y,0,0,0
107,1,a0,97527,14403,6.61772
107,1,a1,0,0,0
107,1,b0,97527,14403,6.61772
107,1,b1,0,0,0
107,1,a0.b0,97527,14403,6.61772
107,1,a1.b1,0,0,0
108,1,X,97520,14661,6.69047
108,1,Y,0,0,0
108,1,a0,97520,14661,6.69047
108,1,a1,0,0,0
108,1,b0,97520,14661,6.69047
108,1,b1,0,0,0
108,1,a0.b0,97520,14661,6.69047
108,1,a1.b1,0,0,0
109,1,X,97701,14539,6.6398
109,1,Y,0,0,0
109,1,a0,97701,14539,6.6398
109,1,a1,0,0,0
109,1,b0,97701,14539,6.6398
109,1,b1,0,0,0
109,1,a0.b0,97701,14539,6.6398
109,1,a1.b1,0,0,0
110,1,X,97593,14806,6.63278
110,1,Y,0,0,0
110,1,a0,97593,14806,6.63278
110,1,a1,0,0,0
110,1,b0,97593,14806,6.63278
110,1,b1,0,0,0
110,1,a0.b0,97593,14806,6.63278
110,1,a1.b1,0,0,0
111,1,X,97424,14681,6.70915
111,1,Y,0,0,0
111,1,a0,97424,14681,6.70915
111,1,a1,0,0,0
111,1,b0,97424,14681,6.70915
111,1,b1,0,0,0
111,1,a0.b0,97424,14681,6.70915
111,1,a1.b1,0,0,0
112,1,X,97407,14679,6.67389
112,1,Y,0,0,0
112,1,a0,97407,14679,6.67389
112,1,a1,0,0,0
112,1,b0,97407,14679,6.67389
112,1,b1,0,0,0
112,1,a0.b0,97407,14679,6.67389
112,1,a1.b1,0,0,0
113,1,X,97268,14549,6.61777
113,1,Y,0,0,0
113,1,a0,97268,14549,6.61777
113,1,a1,0,0,0
113,1,b0,97268,14549,6.61777
113,1,b1,0,0,0
113,1,a0.b0,97268,14549,6.61777
113,1,a1.b1,0,0,0
114,1,X,97342,14618,6.70707
114,1,Y,0,0,0
114,1,a0,97342,14618,6.70707
114,1,a1,0,0,0
114,1,b0,97342,14618,6.70707
114,1,b1,0,0,0
114,1,a0.b0,97342,14618,6.70707
114,1,a1.b1,0,0,0
115,1,X,97234,14504,6.69202
115,1,Y,0,0,0
115,1,a0,97234,14504,6.69202
115,1,a1,0,0,0
115,1,b0,97234,14504,6.69202
115,1,b1,0,0,0
115,1,a0.b0,97234,14504,6.69202
115,1,a1.b1,0,0,0
116,1,X,97279,14729,6.68314
116,1,Y,0,0,0
116,1,a0,97279,14729,6.68314
116,1,a1,0,0,0
116,1,b0,97279,14729,6.68314
116,1,b1,0,0,0
116,1,a0.b0,97279,14729,6.68314
116,1,a1.b1,0,0,0
117,1,X,97193,14511,6.62746
117,1,Y,0,0,0
117,1,a0,97193,14511,6.62746
117,1,a1,0,0,0
117,1,b0,97193,14511,6.62746
117,1,b1,0,0,0
117,1,a0.b0,97193,14511,6.62746
117,1,a1.b1,0,0,0
118,1,X,97412,14427,6.67672
118,1,Y,0,0,0
118,1,a0,97412,14427,6.67672
118,1,a1,0,0,0
118,1,b0,97412,14427,6.67672
118,1,b1,0,0,0
118,1,a0.b0,97412,14427,6.67672
118,1,a1.b1,0,0,0
119,1,X,97289,14642,6.63147
119,1,Y,0,0,0
119,1,a0,97289,14642,6.63147
119,1,a1,0,0,0
119,1,b0,97289,14642,6.63147
119,1,b1,0,0,0
119,1,a0.b0,97289,14642,6.63147
119,1,a1.b1,0,0,0
120,1,X,97537,14509,6.73065
120,1,Y,0,0,0
120,1,a0,97537,14509,6.73065
120,1,a1,0,0,0
120,1,b0,97537,14509,6.73065
120,1,b1,0,0,0
120,1,a0.b0,97537,14509,6.73065
120,1,a1.b1,0,0,0
121,1,X,97319,14658,6.61038
121,1,Y,0,0,0
121,1,a0,97319,14658,6.61038
121,1,a1,0,0,0
121,1,b0,97319,14658,6.61038
121,1,b1,0,0,0
121,1,a0.b0,97319,14658,6.61038
121,1,a1.b1,0,0,0
122,1,X,97111,14815,6.63382
122,1,Y,0,0,0
122,1,a0,97111,14815,6.63382
122,1,a1,0,0,0
122,1,b0,97111,14815,6.63382
122,1,b1,0,0,0
122,1,a0.b0,97111,14815,6.63382
122,1,a1.b1,0,0,0
123,1,X,97151,14523,6.67328
123,1,Y,0,0,0
123,1,a0,97151,14523,6.67328
123,1,a1,0,0,0
123,1,b0,97151,14523,6.67328
123,1,b1,0,0,0
123,1,a0.b0,97151,14523,6.67328
123,1,a1.b1,0,0,0
124,1,X,96868,14530,6.66703
124,1,Y,0,0,0
124,1,a0,96868,14530,6.66703
124,1,a1,0,0,0
124,1,b0,96868,14530,6.66703
124,1,b1,0,0,0
124,1,a0.b0,96868,14530,6.66703
124,1,a1.b1,0,0,0
125,1,X,96889,14512,6.73022
125,1,Y,0,0,0
125,1,a0,96889,14512,6.73022
125,1,a1,0,0,0
125,1,b0,96889,14512,6.73022
125,1,b1,0,0,0
125,1,a0.b0,96889,14512,6.73022
125,1,a1.b1,0,0,0
126,1,X,97042,14466,6.63985
126,1,Y,0,0,0
126,1,a0,97042,14466,6.63985
126,1,a1,463,0,0
126,1,b0,97042,14466,6.63985
126,1,b1,463,0,0
126,1,a0.b0,97042,14466,6.63985
126,1,a1.b1,463,0,0
127,1,X,97136,14519,6.67835
127,1,Y,0,0,0
127,1,a0,97136,14519,6.67835
127,1,a1,717,82,1
127,1,b0,97136,14519,6.67835
127,1,b1,717,82,1
127,1,a0.b0,97136,14519,6.67835
127,1,a1.b1,717,82,1
128,1,X,97566,14486,6.58022
128,1,Y,0,0,0
128,1,a0,97566,14486,6.58022
128,1,a1,1007,96,1.32292
128,1,b0,97566,14486,6.58022
128,1,b1,1007,96,1.32292
128,1,a0.b0,97566,14486,6.58022
128,1,a1.b1,1007,96,1.32292
129,1,X,97865,14542,6.68519
129,1,Y,0,0,0
129,1,a0,97865,14542,6.68519
129,1,a1,1426,136,1.84559
129,1,b0,97865,14542,6.68519
129,1,b1,1426,136,1.84559
129,1,a0.b0,97865,14542,6.68519
129,1,a1.b1,1426,136,1.84559
130,1,X,97940,14601,6.63427
130,1,Y,0,0,0
130,1,a0,97940,14601,6.63427
130,1,a1,1682,222,2.11712
130,1,b0,97940,14601,6.63427
130,1,b1,1682,222,2.11712
130,1,a0.b0,97940,14601,6.63427
130,1,a1.b1,1682,222,2.11712
131,1,X,98019,14734,6.65949
131,1,Y,0,0,0
131,1,a0,98019,14734,6.65949
131,1,a1,1936,224,2.38839
131,1,b0,98019,14734,6.65949
131,1,b1,1936,224,2.38839
131,1,a0.b0,98019,14734,6.65949
131,1,a1.b1,1936,224,2.38839
132,1,X,97902,14632,6.67469
132,1,Y,0,0,0
132,1,a0,97902,14632,6.67469
132,1,a1,2221,270,2.66296
132,1,b0,97902,14632,6.67469
132,1,b1,2221,270,2.66296
132,1,a0.b0,97902,14632,6.67469
132,1,a1.b1,2221,270,2.66296
133,1,X,97630,14679,6.73166
133,1,Y,0,0,0
133,1,a0,97630,14679,6.73166
133,1,a1,2406,335,3.25672
133,1,b0,97630,14679,6.73166
133,1,b1,2406,335,3.25672
133,1,a0.b0,97630,14679,6.73166
133,1,a1.b1,2406,335,3.25672
134,1,X,97611,14551,6.71157
134,1,Y,0,0,0
134,1,a0,97611,14551,6.71157
134,1,a1,2509,342,3.48538
134,1,b0,97611,14551,6.71157
134,1,b1,2509,342,3.48538
134,1,a0.b0,97611,14551,6.71157
134,1,a1.b1,2509,342,3.48538
135,1,X,97129,14978,6.66357
135,1,Y,0,0,0
135,1,a0,97129,14978,6.66357
135,1,a1,2637,339,3.81416
135,1,b0,97129,14978,6.66357
135,1,b1,2637,339,3.81416
135,1,a0.b0,97129,14978,6.66357
135,1,a1.b1,2637,339,3.81416
136,1,X,96924,14694,6.72669
136,1,Y,0,0,0
136,1,a0,96924,14694,6.72669
136,1,a1,2679,374,4.24599
136,1,b0,96924,14694,6.72669
136,1,b1,2679,374,4.24599
136,1,a0.b0,96924,14694,6.72669
136,1,a1.b1,2679,374,4.24599
137,1,X,97001,14440,6.6099
137,1,Y,0,0,0
137,1,a0,97001,14440,6.6099
137,1,a1,2681,348,4.67816
137,1,b0,97001,14440,6.6099
137,1,b1,2681,348,4.67816
137,1,a0.b0,97001,14440,6.6099
137,1,a1.b1,2681,348,4.67816
138,1,X,97091,14627,6.70425
138,1,Y,0,0,0
138,1,a0,97091,14627,6.70425
138,1,a1,2669,404,5.14109
138,1,b0,97091,14627,6.70425
138,1,b1,2669,404,5.14109
138,1,a0.b0,97091,14627,6.70425
138,1,a1.b1,2669,404,5.14109
139,1,X,96974,14530,6.69002
139,1,Y,0,0,0
139,1,a0,96974,14530,6.69002
139,1,a1,2608,368,5.36685
139,1,b0,96974,14530,6.69002
139,1,b1,2608,368,5.36685
139,1,a0.b0,96974,14530,6.69002
139,1,a1.b1,2608,368,5.36685
140,1,X,96875,14696,6.73551
140,1,Y,0,0,0
140,1,a0,96875,14696,6.73551
140,1,a1,2509,370,5.74865
140,1,b0,96875,14696,6.73551
140,1,b1,2509,370,5.74865
140,1,a0.b0,96875,14696,6.73551
140,1,a1.b1,2509,370,5.74865
141,1,X,96752,14545,6.64716
141,1,Y,0,0,0
141,1,a0,96752,14545,6.64716
141,1,a1,2438,368,5.95924
141,1,b0,96752,14545,6.64716
141,1,b1,2438,368,5.95924
141,1,a0.b0,96752,14545,6.64716
141,1,a1.b1,2438,368,5.95924
142,1,X,96476,14785,6.64748
142,1,Y,0,0,0
142,1,a0,96476,14785,6.64748
142,1,a1,2268,360,6.53611
142,1,b0,96476,14785,6.64748
142,1,b1,2268,360,6.53611
142,1,a0.b0,96476,14785,6.64748
142,1,a1.b1,2268,360,6.53611
143,1,X,96339,14493,6.6056
143,1,Y,0,0,0
143,1,a0,96339,14493,6.6056
143,1,a1,2105,332,7.13253
143,1,b0,96339,14493,6.6056
143,1,b1,2105,332,7.13253
143,1,a0.b0,96339,14493,6.6056
143,1,a1.b1,2105,332,7.13253
144,1,X,96479,14445,6.64216
144,1,Y,0,0,0
144,1,a0,96479,14445,6.64216
144,1,a1,1980,326,7.46012
144,1,b0,96479,14445,6.64216
144,1,b1,1980,326,7.46012
144,1,a0.b0,96479,14445,6.64216
144,1,a1.b1,1980,326,7.46012
145,1,X,96495,14390,6.69562
145,1,Y,0,0,0
145,1,a0,96495,14390,6.69562
145,1,a1,1814,304,7.84868
145,1,b0,96495,14390,6.69562
145,1,b1,1814,304,7.84868
145,1,a0.b0,96495,14390,6.69562
145,1,a1.b1,1814,304,7.84868
146,1,X,96723,14487,6.75247
146,1,Y,0,0,0
146,1,a0,96723,14487,6.75247
146,1,a1,1674,275,8.50909
146,1,b0,96723,14487,6.75247
146,1,b1,1674,275,8.50909
146,1,a0.b0,96723,14487,6.75247
146,1,a1.b1,1674,275,8.50909
147,1,X,96808,14459,6.64334
147,1,Y,0,0,0
147,1,a0,96808,14459,6.64334
147,1,a1,1561,249,8.38956
147,1,b0,96808,14459,6.64334
147,1,b1,1561,249,8.38956
147,1,a0.b0,96808,14459,6.64334
147,1,a1.b1,1561,249,8.38956
148,1,X,97081,14380,6.67267
148,1,Y,0,0,0
148,1,a0,97081,14380,6.67267
148,1,a1,1440,225,8.11111
148,1,b0,97081,14380,6.67267
148,1,b1,1440,225,8.11111
148,1,a0.b0,97081,14380,6.67267
148,1,a1.b1,1440,225,8.11111
149,1,X,97324,14495,6.70845
149,1,Y,0,0,0
149,1,a0,97324,14495,6.70845
149,1,a1,1323,230,8.94348
149,1,b0,97324,14495,6.70845
149,1,b1,1323,230,8.94348
149,1,a0.b0,97324,14495,6.70845
149,1,a1.b1,1323,230,8.94348
150,1,X,97355,14732,6.66434
150,1,Y,0,0,0
150,1,a0,97355,14732,6.66434
150,1,a1,1223,184,9.53261
150,1,b0,97355,14732,6.66434
150,1,b1,1223,184,9.53261
150,1,a0.b0,97355,14732,6.66434
150,1,a1.b1,1223,184,9.53261
151,1,X,97235,14650,6.60334
151,1,Y,0,0,0
151,1,a0,97235,14650,6.60334
151,1,a1,1052,217,10.212
151,1,b0,97235,14650,6.60334
151,1,b1,1052,217,10.212
151,1,a0.b0,97235,14650,6.60334
151,1,a1.b1,1052,217,10.212
152,1,X,97282,14599,6.63936
152,1,Y,0,0,0
152,1,a0,97280,14599,6.63936
152,1,a1,1135,173,10.0809
152,1,b0,97279,14599,6.63936
152,1,b1,1132,173,10.0809
152,1,a0.b0,97279,14599,6.63936
152,1,a1.b1,1122,173,10.0809
153,1,X,97358,14567,6.5936
153,1,Y,0,0,0
153,1,a0,97354,14565,6.59437
153,1,a1,1187,191,8.01047
153,1,b0,97354,14564,6.59475
153,1,b1,1184,191,8.01047
153,1,a0.b0,97354,14564,6.59475
153,1,a1.b1,1168,190,8.04737
154,1,X,97121,14657,6.61411
154,1,Y,0,0,0
154,1,a0,97121,14653,6.61564
154,1,a1,1233,186,8.4086
154,1,b0,97121,14653,6.61564
154,1,b1,1224,188,8.32979
154,1,a0.b0,97121,14653,6.61564
154,1,a1.b1,1207,184,8.48913
155,1,X,97425,14356,6.6033
155,1,Y,0,0,0
155,1,a0,97423,14356,6.6033
155,1,a1,1486,174,7.8046
155,1,b0,97423,14356,6.6033
155,1,b1,1481,174,7.81609
155,1,a0.b0,97423,14356,6.6033
155,1,a1.b1,1439,172,7.87209
156,1,X,97246,14502,6.67591
156,1,Y,0,0,0
156,1,a0,97240,14500,6.67669
156,1,a1,1607,227,6.1674
156,1,b0,97240,14500,6.67669
156,1,b1,1595,229,6.11354
156,1,a0.b0,97240,14500,6.67669
156,1,a1.b1,1552,219,6.3379
157,1,X,97285,14702,6.7146
157,1,Y,0,0,0
157,1,a0,97281,14696,6.71693
157,1,a1,1809,252,6.5873
157,1,b0,97279,14696,6.71693
157,1,b1,1801,250,6.604
157,1,a0.b0,97279,14696,6.71693
157,1,a1.b1,1733,245,6.70612
158,1,X,97257,14501,6.61837
158,1,Y,0,0,0
158,1,a0,97253,14497,6.61992
158,1,a1,2161,275,5.66545
158,1,b0,97252,14495,6.6207
158,1,b1,2140,272,5.67279
158,1,a0.b0,97252,14495,6.6207
158,1,a1.b1,2048,264,5.79167
159,1,X,96989,14624,6.61194
159,1,Y,0,0,0
159,1,a0,96979,14620,6.61347
159,1,a1,2414,333,4.31832
159,1,b0,96979,14619,6.61386
159,1,b1,2404,326,4.30982
159,1,a0.b0,96979,14619,6.61386
159,1,a1.b1,2287,314,4.39809
160,1,X,97083,14471,6.70707
160,1,Y,0,0,0
160,1,a0,97074,14461,6.71102
160,1,a1,2589,382,4.70942
160,1,b0,97075,14461,6.71102
160,1,b1,2578,378,4.72487
160,1,a0.b0,97074,14461,6.71102
160,1,a1.b1,2453,364,4.79121
161,1,X,97051,14612,6.64803
161,1,Y,0,0,0
161,1,a0,97044,14604,6.65112
161,1,a1,2865,386,4.3886
161,1,b0,97045,14604,6.65112
161,1,b1,2851,381,4.4147
161,1,a0.b0,97044,14604,6.65112
161,1,a1.b1,2717,364,4.46429
162,1,X,97276,14444,6.73048
162,1,Y,0,0,0
162,1,a0,97265,14438,6.73286
162,1,a1,3037,456,4.70395
162,1,b0,97267,14438,6.73286
162,1,b1,3011,467,4.72591
162,1,a0.b0,97265,14438,6.73286
162,1,a1.b1,2879,435,4.76322
163,1,X,97253,14603,6.76655
163,1,Y,0,0,0
163,1,a0,97241,14593,6.77051
163,1,a1,3248,442,4.80769
163,1,b0,97243,14594,6.77011
163,1,b1,3218,446,4.787
163,1,a0.b0,97241,14593,6.77051
163,1,a1.b1,3080,423,4.83215
164,1,X,97271,14705,6.67426
164,1,Y,0,0,0
164,1,a0,97260,14695,6.67812
164,1,a1,3487,459,4.36819
164,1,b0,97258,14695,6.67812
164,1,b1,3461,450,4.35556
164,1,a0.b0,97256,14695,6.67812
164,1,a1.b1,3305,435,4.4046
165,1,X,97249,14637,6.57218
165,1,Y,0,0,0
165,1,a0,97237,14627,6.57592
165,1,a1,3619,528,4.77083
165,1,b0,97237,14624,6.57713
165,1,b1,3587,534,4.69476
165,1,a0.b0,97236,14623,6.57745
165,1,a1.b1,3427,508,4.74803
166,1,X,97250,14557,6.71381
166,1,Y,0,0,0
166,1,a0,97245,14545,6.71818
166,1,a1,3674,528,4.90909
166,1,b0,97243,14545,6.71853
166,1,b1,3641,522,4.92146
166,1,a0.b0,97242,14544,6.71858
166,1,a1.b1,3477,504,4.9504
167,1,X,97253,14525,6.73824
167,1,Y,0,0,0
167,1,a0,97246,14521,6.73983
167,1,a1,3855,520,5.33077
167,1,b0,97244,14518,6.74101
167,1,b1,3821,514,5.34825
167,1,a0.b0,97243,14518,6.74101
167,1,a1.b1,3652,491,5.3666
168,1,X,97209,14595,6.68893
168,1,Y,0,0,0
168,1,a0,97197,14589,6.69127
168,1,a1,3853,616,5.17532
168,1,b0,97199,14586,6.69244
168,1,b1,3806,618,5.18447
168,1,a0.b0,97197,14586,6.69244
168,1,a1.b1,3646,589,5.19864
169,1,X,96750,14758,6.62034
169,1,Y,0,0,0
169,1,a0,96748,14747,6.62453
169,1,a1,3856,591,5.41794
169,1,b0,96749,14748,6.62415
169,1,b1,3803,593,5.45363
169,1,a0.b0,96748,14747,6.62453
169,1,a1.b1,3647,563,5.41741
170,1,X,96897,14396,6.70228
170,1,Y,0,0,0
170,1,a0,96887,14395,6.70267
170,1,a1,3911,561,5.53119
170,1,b0,96890,14395,6.70267
170,1,b1,3873,550,5.55636
170,1,a0.b0,96887,14395,6.70267
170,1,a1.b1,3709,527,5.58065
171,1,X,96775,14680,6.63447
171,1,Y,0,0,0
171,1,a0,96768,14673,6.63716
171,1,a1,3910,566,5.77562
171,1,b0,96772,14673,6.63716
171,1,b1,3883,564,5.84043
171,1,a0.b0,96768,14673,6.63716
171,1,a1.b1,3712,541,5.84103
172,1,X,96940,14561,6.68793
172,1,Y,0,0,0
172,1,a0,96938,14556,6.68948
172,1,a1,3782,605,5.94215
172,1,b0,96940,14558,6.68911
172,1,b1,3764,597,5.8258
172,1,a0.b0,96938,14556,6.68948
172,1,a1.b1,3597,571,5.85114
173,1,X,97176,14537,6.72422
173,1,Y,0,0,0
173,1,a0,97166,14536,6.72455
173,1,a1,3705,554,5.95307
173,1,b0,97167,14537,6.72422
173,1,b1,3692,549,5.90528
173,1,a0.b0,97166,14536,6.72455
173,1,a1.b1,3517,529,5.93006
174,1,X,97047,14582,6.70409
174,1,Y,0,0,0
174,1,a0,97046,14573,6.70761
174,1,a1,3564,552,6.33696
174,1,b0,97046,14573,6.70761
174,1,b1,3556,548,6.18066
174,1,a0.b0,97045,14573,6.70761
174,1,a1.b1,3389,522,6.25096
175,1,X,97533,14332,6.71176
175,1,Y,0,0,0
175,1,a0,97531,14331,6.71188
175,1,a1,3507,511,6.62818
175,1,b0,97531,14331,6.71216
175,1,b1,3511,498,6.59438
175,1,a0.b0,97531,14330,6.71228
175,1,a1.b1,3338,486,6.53909
176,1,X,97328,14792,6.67077
176,1,Y,0,0,0
176,1,a0,97321,14790,6.67154
176,1,a1,3425,522,6.7433
176,1,b0,97321,14790,6.67154
176,1,b1,3426,522,6.76628
176,1,a0.b0,97320,14790,6.67154
176,1,a1.b1,3268,492,6.7439
177,1,X,97393,14555,6.63112
177,1,Y,0,0,0
177,1,a0,97392,14548,6.63383
177,1,a1,3237,518,7.04633
177,1,b0,97392,14548,6.63383
177,1,b1,3238,522,7.03448
177,1,a0.b0,97392,14547,6.63422
177,1,a1.b1,3083,499,7.09218
178,1,X,97613,14520,6.59594
178,1,Y,0,0,0
178,1,a0,97612,14519,6.59632
178,1,a1,3150,496,7.60081
178,1,b0,97612,14519,6.59632
178,1,b1,3156,488,7.63525
178,1,a0.b0,97612,14519,6.59632
178,1,a1.b1,2990,471,7.5966
179,1,X,97596,14587,6.65161
179,1,Y,0,0,0
179,1,a0,97593,14586,6.652
179,1,a1,3081,490,7.42653
179,1,b0,97593,14586,6.652
179,1,b1,3090,494,7.3583
179,1,a0.b0,97593,14586,6.652
179,1,a1.b1,2924,467,7.42184
180,1,X,97502,14583,6.68189
180,1,Y,0,0,0
180,1,a0,97500,14580,6.68306
180,1,a1,2948,475,7.10737
180,1,b0,97500,14580,6.68306
180,1,b1,2950,472,7.16949
180,1,a0.b0,97500,14580,6.68306
180,1,a1.b1,2789,452,7.08628
181,1,X,97251,14708,6.62197
181,1,Y,0,0,0
181,1,a0,97251,14706,6.62274
181,1,a1,3032,438,7.21461
181,1,b0,97251,14706,6.62274
181,1,b1,3019,448,7.27455
181,1,a0.b0,97251,14706,6.62274
181,1,a1.b1,2846,423,7.26478
182,1,X,97014,14875,6.68067
182,1,Y,0,0,0
182,1,a0,97012,14875,6.68067
182,1,a1,3016,480,7.46458
182,1,b0,97012,14875,6.68067
182,1,b1,3006,479,7.3737
182,1,a0.b0,97012,14875,6.68067
182,1,a1.b1,2825,450,7.44889
183,1,X,96927,14522,6.65012
183,1,Y,0,0,0
183,1,a0,96922,14520,6.6509
183,1,a1,2949,500,7.116
183,1,b0,96922,14520,6.6509
183,1,b1,2945,496,7.22782
183,1,a0.b0,96922,14520,6.6509
183,1,a1.b1,2763,472,7.17373
184,1,X,97108,14545,6.66497
184,1,Y,0,0,0
184,1,a0,97101,14540,6.66692
184,1,a1,3152,464,7.64655
184,1,b0,97104,14540,6.66692
184,1,b1,3133,463,7.7473
184,1,a0.b0,97101,14540,6.66692
184,1,a1.b1,2928,437,7.746
185,1,X,97335,14631,6.59435
185,1,Y,0,0,0
185,1,a0,97325,14626,6.59627
185,1,a1,3273,519,6.38343
185,1,b0,97324,14627,6.59588
185,1,b1,3258,515,6.44854
185,1,a0.b0,97322,14626,6.59627
185,1,a1.b1,3032,480,6.44375
186,1,X,97431,14569,6.68241
186,1,Y,0,0,0
186,1,a0,97420,14561,6.68553
186,1,a1,3402,520,6.25769
186,1,b0,97423,14558,6.6867
186,1,b1,3375,524,6.19275
186,1,a0.b0,97418,14558,6.6867
186,1,a1.b1,3128,496,6.30242
187,1,X,97110,14731,6.62766
187,1,Y,0,0,0
187,1,a0,97101,14723,6.63071
187,1,a1,3621,495,5.88283
187,1,b0,97107,14723,6.63071
187,1,b1,3561,502,6.0239
187,1,a0.b0,97101,14721,6.63148
187,1,a1.b1,3307,464,6.04741
188,1,X,97279,14604,6.58272
188,1,Y,0,0,0
188,1,a0,97260,14600,6.58425
188,1,a1,3814,579,5.4715
188,1,b0,97265,14601,6.58386
188,1,b1,3739,582,5.54124
188,1,a0.b0,97259,14600,6.58425
188,1,a1.b1,3477,538,5.56506
189,1,X,96848,14910,6.6607
189,1,Y,0,0,0
189,1,a0,96833,14897,6.66564
189,1,a1,4044,569,5.69772
189,1,b0,96838,14896,6.66602
189,1,b1,3955,561,5.6631
189,1,a0.b0,96828,14896,6.66602
189,1,a1.b1,3683,518,5.62548
190,1,X,97266,14458,6.68038
190,1,Y,0,0,0
190,1,a0,97238,14451,6.683
190,1,a1,4327,592,5.99324
190,1,b0,97246,14448,6.68432
190,1,b1,4244,567,6.01411
190,1,a0.b0,97237,14446,6.68496
190,1,a1.b1,3934,541,6.00739
191,1,X,97313,14533,6.68541
191,1,Y,0,0,0
191,1,a0,97297,14513,6.69324
191,1,a1,4514,640,5.54531
191,1,b0,97305,14513,6.69324
191,1,b1,4439,604,5.55132
191,1,a0.b0,97296,14512,6.69363
191,1,a1.b1,4106,566,5.61131
192,1,X,97352,14865,6.60027
192,1,Y,0,0,0
192,1,a0,97332,14856,6.60353
192,1,a1,4800,679,5.29013
192,1,b0,97344,14857,6.60328
192,1,b1,4699,683,5.28404
192,1,a0.b0,97330,14855,6.6039
192,1,a1.b1,4368,624,5.3109
193,1,X,97454,14409,6.56666
193,1,Y,0,0,0
193,1,a0,97422,14401,6.56934
193,1,a1,5113,716,5.11872
193,1,b0,97435,14401,6.56975
193,1,b1,5023,690,5.18841
193,1,a0.b0,97419,14399,6.57011
193,1,a1.b1,4638,647,5.18547
194,1,X,97369,14450,6.73502
194,1,Y,0,0,0
194,1,a0,97342,14433,6.7415
194,1,a1,5258,746,5.27748
194,1,b0,97357,14431,6.74257
194,1,b1,5174,733,5.23602
194,1,a0.b0,97341,14430,6.74269
194,1,a1.b1,4769,687,5.25473
195,1,X,97322,14529,6.66316
195,1,Y,0,0,0
195,1,a0,97288,14516,6.66713
195,1,a1,5479,765,5.40261
195,1,b0,97301,14517,6.66784
195,1,b1,5376,763,5.42202
195,1,a0.b0,97285,14515,6.66752
195,1,a1.b1,4957,702,5.44587
196,1,X,97110,14751,6.63067
196,1,Y,0,0,0
196,1,a0,97062,14731,6.63791
196,1,a1,5827,774,5.11628
196,1,b0,97075,14730,6.6387
196,1,b1,5671,786,5.06743
196,1,a0.b0,97057,14728,6.63905
196,1,a1.b1,5264,715,5.08112
197,1,X,97333,14614,6.61468
197,1,Y,0,0,0
197,1,a0,97311,14578,6.62732
197,1,a1,5914,896,5.48326
197,1,b0,97322,14579,6.62816
197,1,b1,5746,885,5.47571
197,1,a0.b0,97310,14573,6.62925
197,1,a1.b1,5330,819,5.5409
198,1,X,97206,14616,6.6991
198,1,Y,0,0,0
198,1,a0,97178,14605,6.70305
198,1,a1,6046,868,5.58065
198,1,b0,97187,14605,6.70339
198,1,b1,5892,837,5.64875
198,1,a0.b0,97174,14604,6.70344
198,1,a1.b1,5457,793,5.67465
199,1,X,97105,14578,6.71052
199,1,Y,0,0,0
199,1,a0,97073,14558,6.71741
199,1,a1,6252,866,5.70323
199,1,b0,97084,14559,6.71798
199,1,b1,6082,856,5.71846
199,1,a0.b0,97072,14554,6.71898
199,1,a1.b1,5644,777,5.74389
200,1,X,97384,14328,6.67476
200,1,Y,0,0,0
200,1,a0,97357,14304,6.68254
200,1,a1,6306,893,5.82867
200,1,b0,97368,14307,6.68309
200,1,b1,6132,868,5.84793
200,1,a0.b0,97355,14303,6.68293
200,1,a1.b1,5692,807,5.91574
201,1,X,97190,14590,6.62337
201,1,Y,0,0,0
201,1,a0,97161,14575,6.62868
201,1,a1,6314,953,5.67786
201,1,b0,97175,14574,6.62955
201,1,b1,6178,922,5.66161
201,1,a0.b0,97158,14573,6.62945
201,1,a1.b1,5730,851,5.60282
202,1,X,97573,14439,6.71376
202,1,Y,0,0,0
202,1,a0,97545,14425,6.7191
202,1,a1,6371,908,5.89317
202,1,b0,97559,14424,6.7197
202,1,b1,6217,897,5.78595
202,1,a0.b0,97544,14422,6.72029
202,1,a1.b1,5761,828,5.80918
203,1,X,97890,14429,6.68744
203,1,Y,0,0,0
203,1,a0,97860,14414,6.69308
203,1,a1,6274,984,6.05285
203,1,b0,97875,14415,6.69296
203,1,b1,6150,954,6.07338
203,1,a0.b0,97858,14413,6.69347
203,1,a1.b1,5691,886,6.04063
204,1,X,98125,14605,6.57535
204,1,Y,0,0,0
204,1,a0,98090,14591,6.58022
204,1,a1,6409,864,6.27546
204,1,b0,98112,14590,6.58108
204,1,b1,6263,853,6.30363
204,1,a0.b0,98087,14589,6.58099
204,1,a1.b1,5806,788,6.24239
205,1,X,97925,14719,6.63109
205,1,Y,0,0,0
205,1,a0,97881,14703,6.63484
205,1,a1,6415,980,6.12959
205,1,b0,97906,14706,6.63607
205,1,b1,6267,953,6.11123
205,1,a0.b0,97878,14700,6.63599
205,1,a1.b1,5814,891,6.12795
206,1,X,97638,14914,6.76217
206,1,Y,0,0,0
206,1,a0,97602,14892,6.77048
206,1,a1,6300,987,6.28977
206,1,b0,97628,14895,6.76952
206,1,b1,6101,983,6.34893
206,1,a0.b0,97602,14889,6.77164
206,1,a1.b1,5695,889,6.29584
