Time,NodeID,NumIndividuals,NumInfected,AvgInfectiousness,AvgParasiteDensity,AvgGametocyteDensity,AvgVariantFractionPfEMP1Major,AvgNumInfections,AvgInfectionClearedDuration,NumInfectionsCleared,NumHasFever,NumHasClinicalSymptoms
0,55,0,0,0,0,0,0,0,0,0,0,0
0,54,0,0,0,0,0,0,0,0,0,0,0
0,53,0,0,0,0,0,0,0,0,0,0,0
0,52,0,0,0,0,0,0,0,0,0,0,0
0,51,0,0,0,0,0,0,0,0,0,0,0
0,50,5,0,0,0,0,0,0,0,0,0,0
0,49,5,0,0,0,0,0,0,0,0,0,0
0,48,5,0,0,0,0,0,0,0,0,0,0
0,47,15,0,0,0,0,0,0,0,0,0,0
0,46,0,0,0,0,0,0,0,0,0,0,0
0,45,0,0,0,0,0,0,0,0,0,0,0
0,44,0,0,0,0,0,0,0,0,0,0,0
0,43,0,0,0,0,0,0,0,0,0,0,0
0,42,0,0,0,0,0,0,0,0,0,0,0
0,41,0,0,0,0,0,0,0,0,0,0,0
0,40,1,0,0,0,0,0,0,0,0,0,0
0,39,1,0,0,0,0,0,0,0,0,0,0
0,38,5,0,0,0,0,0,0,0,0,0,0
0,37,15,0,0,0,0,0,0,0,0,0,0
0,36,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0,0,0,0,0
0,34,15,0,0,0,0,0,0,0,0,0,0
0,33,1,0,0,0,0,0,0,0,0,0,0
0,32,5,0,0,0,0,0,0,0,0,0,0
0,31,5,0,0,0,0,0,0,0,0,0,0
0,30,10,0,0,0,0,0,0,0,0,0,0
0,29,1,0,0,0,0,0,0,0,0,0,0
0,28,5,0,0,0,0,0,0,0,0,0,0
0,27,15,0,0,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,0,0,0
0,24,1,0,0,0,0,0,0,0,0,0,0
0,23,1,0,0,0,0,0,0,0,0,0,0
0,22,5,0,0,0,0,0,0,0,0,0,0
0,21,5,0,0,0,0,0,0,0,0,0,0
0,20,10,0,0,0,0,0,0,0,0,0,0
0,19,1,0,0,0,0,0,0,0,0,0,0
0,18,5,0,0,0,0,0,0,0,0,0,0
0,17,15,0,0,0,0,0,0,0,0,0,0
0,16,0,0,0,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,0,0,0
0,14,5,0,0,0,0,0,0,0,0,0,0
0,13,5,0,0,0,0,0,0,0,0,0,0
0,12,1,0,0,0,0,0,0,0,0,0,0
0,11,1,0,0,0,0,0,0,0,0,0,0
0,10,10,0,0,0,0,0,0,0,0,0,0
0,9,1,0,0,0,0,0,0,0,0,0,0
0,8,5,0,0,0,0,0,0,0,0,0,0
0,7,15,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0
0,4,5,0,0,0,0,0,0,0,0,0,0
0,3,5,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,0,0
0,1,15,0,0,0,0,0,0,0,0,0,0
1,100,101,0,0,0,0,0,0,0,0,0,0
1,99,0,0,0,0,0,0,0,0,0,0,0
1,98,0,0,0,0,0,0,0,0,0,0,0
1,97,0,0,0,0,0,0,0,0,0,0,0
1,96,5,0,0,0,0,0,0,0,0,0,0
1,95,5,0,0,0,0,0,0,0,0,0,0
1,94,5,0,0,0,0,0,0,0,0,0,0
1,93,5,0,0,0,0,0,0,0,0,0,0
1,92,1,0,0,0,0,0,0,0,0,0,0
1,91,15,0,0,0,0,0,0,0,0,0,0
1,90,0,0,0,0,0,0,0,0,0,0,0
1,89,0,0,0,0,0,0,0,0,0,0,0
1,88,0,0,0,0,0,0,0,0,0,0,0
1,87,0,0,0,0,0,0,0,0,0,0,0
1,86,5,0,0,0,0,0,0,0,0,0,0
1,85,6,0,0,0,0,0,0,0,0,0,0
1,84,5,0,0,0,0,0,0,0,0,0,0
1,83,5,0,0,0,0,0,0,0,0,0,0
1,82,1,0,0,0,0,0,0,0,0,0,0
1,81,14,0,0,0,0,0,0,0,0,0,0
1,80,0,0,0,0,0,0,0,0,0,0,0
1,79,0,0,0,0,0,0,0,0,0,0,0
1,78,0,0,0,0,0,0,0,0,0,0,0
1,77,0,0,0,0,0,0,0,0,0,0,0
1,76,5,0,0,0,0,0,0,0,0,0,0
1,75,5,0,0,0,0,0,0,0,0,0,0
1,74,5,0,0,0,0,0,0,0,0,0,0
1,73,4,0,0,0,0,0,0,0,0,0,0
1,72,1,0,0,0,0,0,0,0,0,0,0
1,71,15,0,0,0,0,0,0,0,0,0,0
1,70,0,0,0,0,0,0,0,0,0,0,0
1,69,0,0,0,0,0,0,0,0,0,0,0
1,68,0,0,0,0,0,0,0,0,0,0,0
1,67,0,0,0,0,0,0,0,0,0,0,0
1,66,0,0,0,0,0,0,0,0,0,0,0
1,65,5,0,0,0,0,0,0,0,0,0,0
1,64,5,0,0,0,0,0,0,0,0,0,0
1,63,5,0,0,0,0,0,0,0,0,0,0
1,62,1,0,0,0,0,0,0,0,0,0,0
1,61,15,0,0,0,0,0,0,0,0,0,0
1,60,15,0,0,0,0,0,0,0,0,0,0
1,59,15,0,0,0,0,0,0,0,0,0,0
1,58,15,0,0,0,0,0,0,0,0,0,0
1,57,15,0,0,0,0,0,0,0,0,0,0
1,56,0,0,0,0,0,0,0,0,0,0,0
1,55,0,0,0,0,0,0,0,0,0,0,0
1,54,0,0,0,0,0,0,0,0,0,0,0
1,53,0,0,0,0,0,0,0,0,0,0,0
1,52,0,0,0,0,0,0,0,0,0,0,0
1,51,0,0,0,0,0,0,0,0,0,0,0
1,50,5,0,0,0,0,0,0,0,0,0,0
1,49,5,0,0,0,0,0,0,0,0,0,0
1,48,5,0,0,0,0,0,0,0,0,0,0
1,47,15,0,0,0,0,0,0,0,0,0,0
1,46,0,0,0,0,0,0,0,0,0,0,0
1,45,0,0,0,0,0,0,0,0,0,0,0
1,44,0,0,0,0,0,0,0,0,0,0,0
1,43,0,0,0,0,0,0,0,0,0,0,0
1,42,0,0,0,0,0,0,0,0,0,0,0
1,41,0,0,0,0,0,0,0,0,0,0,0
1,40,1,0,0,0,0,0,0,0,0,0,0
1,39,1,0,0,0,0,0,0,0,0,0,0
1,38,5,0,0,0,0,0,0,0,0,0,0
1,37,15,0,0,0,0,0,0,0,0,0,0
1,36,0,0,0,0,0,0,0,0,0,0,0
1,35,0,0,0,0,0,0,0,0,0,0,0
1,34,15,0,0,0,0,0,0,0,0,0,0
1,33,1,0,0,0,0,0,0,0,0,0,0
1,32,5,0,0,0,0,0,0,0,0,0,0
1,31,5,0,0,0,0,0,0,0,0,0,0
1,30,10,0,0,0,0,0,0,0,0,0,0
1,29,1,0,0,0,0,0,0,0,0,0,0
1,28,5,0,0,0,0,0,0,0,0,0,0
1,27,15,0,0,0,0,0,0,0,0,0,0
1,26,0,0,0,0,0,0,0,0,0,0,0
1,25,0,0,0,0,0,0,0,0,0,0,0
1,24,1,0,0,0,0,0,0,0,0,0,0
1,23,1,0,0,0,0,0,0,0,0,0,0
1,22,5,0,0,0,0,0,0,0,0,0,0
1,21,5,0,0,0,0,0,0,0,0,0,0
1,20,10,0,0,0,0,0,0,0,0,0,0
1,19,1,0,0,0,0,0,0,0,0,0,0
1,18,6,0,0,0,0,0,0,0,0,0,0
1,17,14,0,0,0,0,0,0,0,0,0,0
1,16,0,0,0,0,0,0,0,0,0,0,0
1,15,0,0,0,0,0,0,0,0,0,0,0
1,14,5,0,0,0,0,0,0,0,0,0,0
