Year, NodeId, Gender, HasHIV, On_Art_Dim, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative, HasIntervention(Persistant_ART),Stopped_Using_ART
1963.42,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,1,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,1,0,15,152,152,16,0,3,3,0,0,0,0,0,0,0
1963.42,1,1,1,0,30,36,36,1,0,1,1,0,0,0,0,0,0,0
1963.42,1,1,1,0,45,6,6,1,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,1,0,60,1,1,1,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.42,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
1963.42,1,1,1,1,15,52,52,0,52,0,0,52,0,0,0,0,52,0
1963.42,1,1,1,1,30,10,10,0,10,0,0,10,0,0,0,0,10,0
1963.42,1,1,1,1,45,2,2,0,2,0,0,2,0,0,0,0,2,0
1963.42,1,1,1,1,60,1,1,0,1,0,0,1,0,0,0,0,1,0
1963.42,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,0,0,0,0,1655,0,0,0,13,0,0,0,0,0,0,0,0
1963.92,1,0,0,0,15,927,0,0,0,1,0,0,0,0,0,0,0,0
1963.92,1,0,0,0,30,577,0,0,0,1,0,0,0,0,0,0,0,0
1963.92,1,0,0,0,45,372,0,0,0,4,0,0,0,0,0,0,0,0
1963.92,1,0,0,0,60,193,0,0,0,11,0,0,0,0,0,0,0,0
1963.92,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,0,1,0,0,109,109,5,0,2,1,0,0,0,0,0,0,0
1963.92,1,0,1,0,15,189,189,7,0,1,0,0,0,0,0,0,0,0
1963.92,1,0,1,0,30,134,134,3,0,2,2,0,0,0,0,0,0,0
1963.92,1,0,1,0,45,62,62,0,0,2,2,0,0,0,0,0,0,0
1963.92,1,0,1,0,60,43,43,0,0,1,1,0,0,0,0,0,0,0
1963.92,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,0,1,1,0,57,57,0,57,1,1,57,0,0,0,0,57,0
1963.92,1,0,1,1,15,82,82,0,82,2,1,82,0,0,0,0,82,0
1963.92,1,0,1,1,30,58,58,0,58,0,0,58,0,0,0,0,58,0
1963.92,1,0,1,1,45,33,33,0,33,0,0,33,0,0,0,0,33,0
1963.92,1,0,1,1,60,21,21,0,21,0,0,21,0,0,0,0,21,0
1963.92,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,0,0,0,2092,0,0,0,11,0,0,0,0,0,0,0,0
1963.92,1,1,0,0,15,930,0,0,0,2,0,0,0,0,0,0,0,0
1963.92,1,1,0,0,30,779,0,0,0,1,0,0,0,0,0,0,0,0
1963.92,1,1,0,0,45,522,0,0,0,3,0,0,0,0,0,0,0,0
1963.92,1,1,0,0,60,276,0,0,0,7,0,0,0,0,0,0,0,0
1963.92,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,1,0,0,7,7,2,0,1,1,0,0,0,0,0,0,0
1963.92,1,1,1,0,15,156,156,10,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,1,0,30,39,39,1,0,1,1,0,0,0,0,0,0,0
1963.92,1,1,1,0,45,6,6,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,1,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.92,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,0,2,0
1963.92,1,1,1,1,15,51,51,0,51,2,0,51,0,0,0,0,51,0
1963.92,1,1,1,1,30,12,12,0,12,0,0,12,0,0,0,0,12,0
1963.92,1,1,1,1,45,2,2,0,2,0,0,2,0,0,0,0,2,0
1963.92,1,1,1,1,60,1,1,0,1,0,0,1,0,0,0,0,1,0
1963.92,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,0,0,0,0,1710,0,0,0,8,0,0,0,0,0,0,0,0
1964.42,1,0,0,0,15,928,0,0,0,3,0,0,0,0,0,0,0,0
1964.42,1,0,0,0,30,577,0,0,0,4,0,0,0,0,0,0,0,0
1964.42,1,0,0,0,45,375,0,0,0,4,0,0,0,0,0,0,0,0
1964.42,1,0,0,0,60,187,0,0,0,13,0,0,0,0,0,0,0,0
1964.42,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,0,1,0,0,72,72,3,0,4,4,0,0,0,0,0,0,15
1964.42,1,0,1,0,15,154,154,9,0,3,3,0,0,0,0,0,0,38
1964.42,1,0,1,0,30,97,97,3,0,2,2,0,0,0,0,0,0,22
1964.42,1,0,1,0,45,37,37,1,0,5,5,0,0,0,0,0,0,9
1964.42,1,0,1,0,60,25,25,0,0,4,1,0,0,0,0,0,0,5
1964.42,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,0,1,1,0,84,84,0,84,1,1,84,0,0,0,0,84,0
1964.42,1,0,1,1,15,120,120,0,120,1,1,120,0,0,0,0,120,0
1964.42,1,0,1,1,30,100,100,0,100,0,0,100,0,0,0,0,100,0
1964.42,1,0,1,1,45,51,51,0,51,5,4,51,0,0,0,0,51,0
1964.42,1,0,1,1,60,37,37,0,37,2,0,37,0,0,0,0,37,0
1964.42,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,1,0,0,0,2131,0,0,0,15,0,0,0,0,0,0,0,0
1964.42,1,1,0,0,15,919,0,0,0,2,0,0,0,0,0,0,0,0
1964.42,1,1,0,0,30,785,0,0,0,3,0,0,0,0,0,0,0,0
1964.42,1,1,0,0,45,526,0,0,0,5,0,0,0,0,0,0,0,0
1964.42,1,1,0,0,60,278,0,0,0,10,0,0,0,0,0,0,0,0
1964.42,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,1,1,0,0,6,6,2,0,2,2,0,0,0,0,0,0,0
1964.42,1,1,1,0,15,112,112,17,0,2,1,0,0,0,0,0,0,10
1964.42,1,1,1,0,30,25,25,0,0,2,2,0,0,0,0,0,0,2
1964.42,1,1,1,0,45,6,6,1,0,1,1,0,0,0,0,0,0,1
1964.42,1,1,1,0,60,1,1,0,0,0,0,0,0,0,0,0,0,1
1964.42,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.42,1,1,1,1,0,3,3,0,3,1,1,3,0,0,0,0,3,0
1964.42,1,1,1,1,15,105,105,0,105,1,1,105,0,0,0,0,105,0
1964.42,1,1,1,1,30,28,28,0,28,0,0,28,0,0,0,0,28,0
1964.42,1,1,1,1,45,3,3,0,3,0,0,3,0,0,0,0,3,0
1964.42,1,1,1,1,60,1,1,0,1,0,0,1,0,0,0,0,1,0
1964.42,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,0,0,0,0,1754,0,0,0,13,0,0,0,0,0,0,0,0
1964.92,1,0,0,0,15,940,0,0,0,2,0,0,0,0,0,0,0,0
1964.92,1,0,0,0,30,584,0,0,0,4,0,0,0,0,0,0,0,0
1964.92,1,0,0,0,45,367,0,0,0,2,0,0,0,0,0,0,0,0
1964.92,1,0,0,0,60,194,0,0,0,9,0,0,0,0,0,0,0,0
1964.92,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,0,1,0,0,67,67,4,0,5,5,0,0,0,0,0,0,0
1964.92,1,0,1,0,15,150,150,4,0,4,4,0,0,0,0,0,0,0
1964.92,1,0,1,0,30,96,96,1,0,0,0,0,0,0,0,0,0,0
1964.92,1,0,1,0,45,43,43,0,0,2,1,0,0,0,0,0,0,0
1964.92,1,0,1,0,60,25,25,1,0,1,1,0,0,0,0,0,0,0
1964.92,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,0,1,1,0,84,84,0,84,0,0,84,0,0,0,0,84,0
1964.92,1,0,1,1,15,120,120,0,120,0,0,120,0,0,0,0,120,0
1964.92,1,0,1,1,30,98,98,0,98,0,0,98,0,0,0,0,98,0
1964.92,1,0,1,1,45,55,55,0,55,0,0,55,0,0,0,0,55,0
1964.92,1,0,1,1,60,36,36,0,36,3,0,36,0,0,0,0,36,0
1964.92,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,0,0,0,2164,0,0,0,8,0,0,0,0,0,0,0,0
1964.92,1,1,0,0,15,928,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,0,0,30,785,0,0,0,1,0,0,0,0,0,0,0,0
1964.92,1,1,0,0,45,527,0,0,0,4,0,0,0,0,0,0,0,0
1964.92,1,1,0,0,60,286,0,0,0,6,0,0,0,0,0,0,0,0
1964.92,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,1,0,0,6,6,3,0,2,2,0,0,0,0,0,0,0
1964.92,1,1,1,0,15,114,114,8,0,2,2,0,0,0,0,0,0,0
1964.92,1,1,1,0,30,25,25,2,0,2,1,0,0,0,0,0,0,0
1964.92,1,1,1,0,45,7,7,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,1,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.92,1,1,1,1,0,3,3,0,3,0,0,3,0,0,0,0,3,0
1964.92,1,1,1,1,15,107,107,0,107,1,1,107,0,0,0,0,107,0
1964.92,1,1,1,1,30,28,28,0,28,0,0,28,0,0,0,0,28,0
1964.92,1,1,1,1,45,3,3,0,3,0,0,3,0,0,0,0,3,0
1964.92,1,1,1,1,60,1,1,0,1,0,0,1,0,0,0,0,1,0
1964.92,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,0,0,0,0,1786,0,0,0,15,0,0,0,0,0,0,0,0
1965.42,1,0,0,0,15,960,0,0,0,2,0,0,0,0,0,0,0,0
1965.42,1,0,0,0,30,589,0,0,0,3,0,0,0,0,0,0,0,0
1965.42,1,0,0,0,45,361,0,0,0,4,0,0,0,0,0,0,0,0
1965.42,1,0,0,0,60,197,0,0,0,10,0,0,0,0,0,0,0,0
1965.42,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,0,1,0,0,40,40,1,0,7,7,0,0,0,0,0,0,38
1965.42,1,0,1,0,15,81,81,2,0,2,2,0,0,0,0,0,0,43
1965.42,1,0,1,0,30,55,55,4,0,1,1,0,0,0,0,0,0,34
1965.42,1,0,1,0,45,36,36,0,0,1,0,0,0,0,0,0,0,23
1965.42,1,0,1,0,60,20,20,0,0,1,0,0,0,0,0,0,0,14
1965.42,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,0,1,1,0,102,102,0,102,0,0,102,0,0,0,0,102,0
1965.42,1,0,1,1,15,183,183,0,183,4,3,183,0,0,0,0,183,0
1965.42,1,0,1,1,30,136,136,0,136,1,1,136,0,0,0,0,136,0
1965.42,1,0,1,1,45,67,67,0,67,3,1,67,0,0,0,0,67,0
1965.42,1,0,1,1,60,37,37,0,37,3,1,37,0,0,0,0,37,0
1965.42,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,0,0,0,2201,0,0,0,9,0,0,0,0,0,0,0,0
1965.42,1,1,0,0,15,949,0,0,0,2,0,0,0,0,0,0,0,0
1965.42,1,1,0,0,30,789,0,0,0,3,0,0,0,0,0,0,0,0
1965.42,1,1,0,0,45,523,0,0,0,8,0,0,0,0,0,0,0,0
1965.42,1,1,0,0,60,298,0,0,0,5,0,0,0,0,0,0,0,0
1965.42,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,1,0,15,63,63,7,0,0,0,0,0,0,0,0,0,35
1965.42,1,1,1,0,30,19,19,2,0,0,0,0,0,0,0,0,0,12
1965.42,1,1,1,0,45,4,4,0,0,0,0,0,0,0,0,0,0,1
1965.42,1,1,1,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.42,1,1,1,1,0,7,7,0,7,0,0,7,0,0,0,0,7,0
1965.42,1,1,1,1,15,159,159,0,159,1,1,159,0,0,0,0,159,0
1965.42,1,1,1,1,30,40,40,0,40,1,0,40,0,0,0,0,40,0
1965.42,1,1,1,1,45,7,7,0,7,0,0,7,0,0,0,0,7,0
1965.42,1,1,1,1,60,1,1,0,1,0,0,1,0,0,0,0,1,0
1965.42,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,0,0,0,0,1824,0,0,0,12,0,0,0,0,0,0,0,0
1965.92,1,0,0,0,15,971,0,0,0,7,0,0,0,0,0,0,0,0
1965.92,1,0,0,0,30,598,0,0,0,2,0,0,0,0,0,0,0,0
1965.92,1,0,0,0,45,360,0,0,0,4,0,0,0,0,0,0,0,0
1965.92,1,0,0,0,60,196,0,0,0,10,0,0,0,0,0,0,0,0
1965.92,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,0,1,0,0,29,29,0,0,7,7,0,0,0,0,0,0,0
1965.92,1,0,1,0,15,80,80,5,0,1,1,0,0,0,0,0,0,0
1965.92,1,0,1,0,30,59,59,1,0,0,0,0,0,0,0,0,0,4
1965.92,1,0,1,0,45,37,37,0,0,0,0,0,0,0,0,0,0,1
1965.92,1,0,1,0,60,21,21,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,0,1,1,0,102,102,0,102,1,0,102,0,0,0,0,102,0
1965.92,1,0,1,1,15,180,180,0,180,1,1,180,0,0,0,0,180,0
1965.92,1,0,1,1,30,138,138,0,138,1,0,138,0,0,0,0,138,0
1965.92,1,0,1,1,45,67,67,0,67,2,1,67,0,0,0,0,67,0
1965.92,1,0,1,1,60,35,35,0,35,3,1,35,0,0,0,0,35,0
1965.92,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,0,0,0,2238,0,0,0,11,0,0,0,0,0,0,0,0
1965.92,1,1,0,0,15,972,0,0,0,3,0,0,0,0,0,0,0,0
1965.92,1,1,0,0,30,791,0,0,0,3,0,0,0,0,0,0,0,0
1965.92,1,1,0,0,45,526,0,0,0,6,0,0,0,0,0,0,0,0
1965.92,1,1,0,0,60,297,0,0,0,12,0,0,0,0,0,0,0,0
1965.92,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1
1965.92,1,1,1,0,15,65,65,7,0,0,0,0,0,0,0,0,0,3
1965.92,1,1,1,0,30,21,21,2,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,1,0,45,5,5,0,0,1,1,0,0,0,0,0,0,0
1965.92,1,1,1,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.92,1,1,1,1,0,6,6,0,6,0,0,6,0,0,0,0,6,0
1965.92,1,1,1,1,15,160,160,0,160,0,0,160,0,0,0,0,160,0
1965.92,1,1,1,1,30,43,43,0,43,0,0,43,0,0,0,0,43,0
1965.92,1,1,1,1,45,7,7,0,7,0,0,7,0,0,0,0,7,0
1965.92,1,1,1,1,60,1,1,0,1,0,0,1,0,0,0,0,1,0
1965.92,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,0,0,0,0,1868,0,0,0,18,0,0,0,0,0,0,0,0
1966.42,1,0,0,0,15,982,0,0,0,2,0,0,0,0,0,0,0,0
1966.42,1,0,0,0,30,605,0,0,0,3,0,0,0,0,0,0,0,0
1966.42,1,0,0,0,45,356,0,0,0,8,0,0,0,0,0,0,0,0
1966.42,1,0,0,0,60,194,0,0,0,10,0,0,0,0,0,0,0,0
1966.42,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,0,1,0,0,58,58,2,0,10,10,0,0,0,0,0,0,40
1966.42,1,0,1,0,15,154,154,5,0,1,1,0,0,0,0,0,0,77
1966.42,1,0,1,0,30,119,119,1,0,2,2,0,0,0,0,0,0,54
1966.42,1,0,1,0,45,70,70,1,0,1,1,0,0,0,0,0,0,33
1966.42,1,0,1,0,60,41,41,0,0,3,2,0,0,0,0,0,0,19
1966.42,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,0,1,1,0,62,62,0,62,1,1,62,0,0,0,0,62,0
1966.42,1,0,1,1,15,96,96,0,96,3,1,96,0,0,0,0,96,0
1966.42,1,0,1,1,30,86,86,0,86,0,0,86,0,0,0,0,86,0
1966.42,1,0,1,1,45,34,34,0,34,1,0,34,0,0,0,0,34,0
1966.42,1,0,1,1,60,15,15,0,15,1,0,15,0,0,0,0,15,0
1966.42,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,0,0,0,2255,0,0,0,14,0,0,0,0,0,0,0,0
1966.42,1,1,0,0,15,988,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,0,0,30,791,0,0,0,9,0,0,0,0,0,0,0,0
1966.42,1,1,0,0,45,522,0,0,0,6,0,0,0,0,0,0,0,0
1966.42,1,1,0,0,60,301,0,0,0,10,0,0,0,0,0,0,0,0
1966.42,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,1,0,0,9,9,3,0,1,1,0,0,0,0,0,0,2
1966.42,1,1,1,0,15,135,135,12,0,1,1,0,0,0,0,0,0,61
1966.42,1,1,1,0,30,43,43,2,0,1,1,0,0,0,0,0,0,19
1966.42,1,1,1,0,45,7,7,0,0,0,0,0,0,0,0,0,0,3
1966.42,1,1,1,0,60,2,2,0,0,0,0,0,0,0,0,0,0,1
1966.42,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,1,1,0,4,4,0,4,0,0,4,0,0,0,0,4,0
1966.42,1,1,1,1,15,97,97,0,97,2,1,97,0,0,0,0,97,0
1966.42,1,1,1,1,30,25,25,0,25,0,0,25,0,0,0,0,25,0
1966.42,1,1,1,1,45,4,4,0,4,0,0,4,0,0,0,0,4,0
1966.42,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.42,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,0,0,0,0,1905,0,0,0,12,0,0,0,0,0,0,0,0
1966.92,1,0,0,0,15,1001,0,0,0,4,0,0,0,0,0,0,0,0
1966.92,1,0,0,0,30,604,0,0,0,4,0,0,0,0,0,0,0,0
1966.92,1,0,0,0,45,366,0,0,0,4,0,0,0,0,0,0,0,0
1966.92,1,0,0,0,60,190,0,0,0,8,0,0,0,0,0,0,0,0
1966.92,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,0,1,0,0,55,55,5,0,8,7,0,0,0,0,0,0,2
1966.92,1,0,1,0,15,153,153,3,0,1,1,0,0,0,0,0,0,0
1966.92,1,0,1,0,30,118,118,2,0,4,1,0,0,0,0,0,0,1
1966.92,1,0,1,0,45,65,65,1,0,6,6,0,0,0,0,0,0,0
1966.92,1,0,1,0,60,42,42,0,0,3,1,0,0,0,0,0,0,0
1966.92,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,0,1,1,0,54,54,0,54,2,0,54,0,0,0,0,54,0
1966.92,1,0,1,1,15,98,98,0,98,0,0,98,0,0,0,0,98,0
1966.92,1,0,1,1,30,84,84,0,84,1,0,84,0,0,0,0,84,0
1966.92,1,0,1,1,45,35,35,0,35,0,0,35,0,0,0,0,35,0
1966.92,1,0,1,1,60,13,13,0,13,1,0,13,0,0,0,0,13,0
1966.92,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,0,0,0,2278,0,0,0,8,0,0,0,0,0,0,0,0
1966.92,1,1,0,0,15,1003,0,0,0,1,0,0,0,0,0,0,0,0
1966.92,1,1,0,0,30,802,0,0,0,0,0,0,0,0,0,0,0,0
1966.92,1,1,0,0,45,532,0,0,0,4,0,0,0,0,0,0,0,0
1966.92,1,1,0,0,60,295,0,0,0,11,0,0,0,0,0,0,0,0
1966.92,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
