Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected
0,340461476,1000,8759,0,0,8759,8983,0,0,612400,306200,2919,0,0,0,0,0,948,293,0,19487.5,1,0,0,0,0,0,0,0,2919,0,0,0,0,0,0,0,0
1,340461476,1000,7645,0,0,7645,8170,0,19548,542200,271100,2573,0,0,0,0,0,860,254,0,9159.76,0.0318215,0,0,0,7645,0,0,0,2573,0,0,0,0,0,0,0,0
2,340461476,1000,6714,0,0,6714,7395,0,26794,482000,241000,2292,0,0,0,0,0,680,251,0,10801.8,0.0168937,0,0,0,6714,0,0,0,2292,0,0,0,0,0,0,0,0
3,340461476,1000,5849,0,0,5849,6636,0,34987,416000,208000,1954,0,0,0,0,0,660,205,0,11176.6,0.0224104,0,0,0,5849,0,0,0,1954,0,0,0,0,0,0,0,0
4,340461476,1000,5109,0,0,5109,6032,0,42845,369400,184700,1766,0,0,0,0,0,573,167,0,11577.7,0.0268669,0,0,0,5109,0,0,0,1766,0,0,0,0,0,0,0,0
5,340461476,1000,4485,0,0,4485,5456,0,50548,314000,157000,1499,0,0,0,0,0,481,143,0,11836.1,0.0313419,0,0,0,4485,0,0,0,1499,0,0,0,0,0,0,0,0
6,340461476,1000,3939,0,0,3939,4950,0,57523,276400,138200,1309,0,0,0,0,0,406,140,0,12535.7,0.0376947,0,0,0,3939,0,0,0,1309,0,0,0,0,0,0,0,0
7,340461476,1000,3432,0,0,3432,4527,0,64466,254200,127100,1218,0,0,0,0,0,380,127,0,12990.8,0.0453536,0,0,0,3432,0,0,0,1218,0,0,0,0,0,0,0,0
8,340461476,1000,2984,0,0,2984,4123,0,71241,208400,104200,987,0,0,0,0,0,342,106,0,13347.2,0.0511045,0,0,0,2984,0,0,0,987,0,0,0,0,0,0,0,0
9,340461476,1000,2606,0,0,2606,3709,0,77834,188400,94200,901,0,0,0,0,0,283,95,0,13628.7,0.0640462,0,0,0,2606,0,0,0,901,0,0,0,0,0,0,0,0
10,340461476,1000,2277,0,0,2277,3348,0,84240,163600,81800,765,0,0,0,0,0,253,76,0,13849.5,0.0723393,0,0,0,2277,0,0,0,765,0,0,0,0,0,0,0,0
11,340461476,1000,1990,0,0,1990,3053,0,90054,143400,71700,680,0,0,0,0,0,213,74,0,14423.5,0.0846547,0,0,0,1990,0,0,0,680,0,0,0,0,0,0,0,0
12,340461476,1000,1731,0,0,1731,2749,0,95633,123200,61600,579,0,0,0,0,0,203,56,0,15002.3,0.100582,0,0,0,1731,0,0,0,579,0,0,0,0,0,0,0,0
13,340461476,1000,1520,0,0,1520,2489,0,101499,109200,54600,512,0,0,0,0,0,167,44,0,15072.2,0.121772,0,0,0,1520,0,0,0,512,0,0,0,0,0,0,0,0
14,340461476,1000,1338,0,0,1338,2270,0,106828,95000,47500,448,0,0,0,0,0,139,43,0,15465.3,0.138024,0,0,0,1338,0,0,0,448,0,0,0,0,0,0,0,0
15,340461476,1000,1176,0,0,1176,2077,0,112189,79000,39500,378,0,0,0,0,0,132,30,0,15620.1,0.162793,0,0,0,1176,0,0,0,378,0,0,0,0,0,0,0,0
16,340461476,1000,1030,0,0,1030,1863,0,117013,76000,38000,357,0,0,0,0,0,111,35,0,16113.2,0.197723,0,0,0,1030,0,0,0,357,0,0,0,0,0,0,0,0
17,340461476,1000,915,0,0,915,1695,0,121843,63400,31700,292,0,0,0,0,0,97,18,0,16408.7,0.212016,0,0,0,915,0,0,0,292,0,0,0,0,0,0,0,0
18,340461476,1000,818,0,0,818,1520,0,126545,54200,27100,256,0,0,0,0,0,69,28,0,16647.5,0.258813,0,0,0,818,0,0,0,256,0,0,0,0,0,0,0,0
19,340461476,1000,699,0,0,699,1371,0,131035,52800,26400,256,0,0,0,0,0,97,22,0,16920.3,0.30715,0,0,0,699,0,0,0,256,0,0,0,0,0,0,0,0
20,340461476,1000,614,0,0,614,1239,0,135621,44600,22300,214,0,0,0,0,0,67,18,0,16925.5,0.320461,0,0,0,614,0,0,0,214,0,0,0,0,0,0,0,0
21,340461476,1000,526,0,0,526,1132,0,139797,33600,16800,163,0,0,0,0,0,68,20,0,17175.2,0.379495,0,0,0,526,0,0,0,163,0,0,0,0,0,0,0,0
22,340461476,1000,461,0,0,461,1019,0,143883,35200,17600,168,0,0,0,0,0,48,17,0,17355.5,0.511167,0,0,0,461,0,0,0,168,0,0,0,0,0,0,0,0
23,340461476,1000,409,0,0,409,923,2167,145292,31200,15600,152,0,0,0,0,0,37,15,0,20059,0.493053,0,0,0,409,0,0,0,152,0,0,0,0,0,0,0,0
24,340461476,1000,356,0,0,356,837,2935,150700,21600,10800,102,0,0,0,0,0,43,10,0,18615.3,0.642916,0,0,0,356,0,0,0,102,0,0,0,0,0,0,0,0
25,340461476,1000,306,0,0,306,755,3866,153831,23200,11600,113,0,0,0,0,0,39,11,0,19305.8,0.861819,0,0,0,306,0,0,0,113,0,0,0,0,0,0,0,0
26,340461476,1000,266,0,0,266,668,4726,157190,20000,10000,98,0,0,0,0,0,32,8,0,19630.6,0.832146,0,0,0,266,0,0,0,98,0,0,0,0,0,0,0,0
27,340461476,1000,950,0,0,950,1357,4138,160476,16000,8000,78,0,0,0,707,0,19,4,0,19895.6,0.981528,0,0,0,950,0,0,0,78,0,0,0,0,0,0,0,0
28,340461476,1000,1127,0,0,1127,1546,4422,159846,13800,6900,657,0,0,0,348,0,114,57,0,23948.7,1,0,0,0,1127,0,0,0,657,0,0,0,0,0,0,0,0
29,340461476,1000,1373,0,0,1373,1795,4574,156840,13200,6600,356,0,0,0,399,0,112,41,0,30254.5,1,0,0,0,1373,0,0,0,356,0,0,0,0,0,0,0,0
30,340461476,1000,1587,0,0,1587,2047,4715,153911,11400,5700,394,0,0,0,407,0,156,37,0,36364.3,1,0,0,0,1587,0,0,0,394,0,0,0,0,0,0,0,0
31,340461476,1000,1800,0,0,1800,2307,4802,149024,91800,45900,801,0,0,0,426,0,145,68,0,44317.5,1,0,0,0,1800,0,0,0,801,0,0,0,0,0,0,0,0
32,340461476,1000,1999,0,0,1999,2577,5005,177443,48600,24300,609,0,0,0,428,0,173,56,0,18854.2,0.482762,0,0,0,1999,0,0,0,609,0,0,0,0,0,0,0,0
33,340461476,1000,2205,0,0,2205,2791,5180,178004,53800,26900,626,0,0,0,463,0,193,64,0,21142.5,0.387948,0,0,0,2205,0,0,0,626,0,0,0,0,0,0,0,0
34,340461476,1000,2381,0,0,2381,3014,5336,180609,114600,57300,943,0,0,0,456,0,185,95,0,21284,0.392983,0,0,0,2381,0,0,0,943,0,0,0,0,0,0,0,0
35,340461476,1000,2531,0,0,2531,3253,5542,183295,87600,43800,825,0,0,0,453,0,235,68,0,21245.6,0.185725,0,0,0,2531,0,0,0,825,0,0,0,0,0,0,0,0
36,340461476,1000,2722,0,0,2722,3494,5574,185733,85200,42600,792,0,0,0,538,0,254,93,0,21359.8,0.24253,0,0,0,2722,0,0,0,792,0,0,0,0,0,0,0,0
37,340461476,1000,2888,0,0,2888,3724,5640,187709,131200,65600,1080,0,0,0,525,0,247,112,0,21844.1,0.250702,0,0,0,2888,0,0,0,1080,0,0,0,0,0,0,0,0
38,340461476,1000,3008,0,0,3008,3851,5812,190029,121000,60500,1035,0,0,0,536,0,290,126,0,21895.7,0.166495,0,0,0,3008,0,0,0,1035,0,0,0,0,0,0,0,0
39,340461476,1000,3197,0,0,3197,4035,6025,192231,105400,52700,963,0,0,0,547,0,281,77,0,21979.8,0.180956,0,0,0,3197,0,0,0,963,0,0,0,0,0,0,0,0
40,340461476,1000,3316,0,0,3316,4170,6178,193994,149600,74800,1190,0,0,0,558,0,313,126,0,22420.5,0.208537,0,0,0,3316,0,0,0,1190,0,0,0,0,0,0,0,0
41,340461476,1000,3484,0,0,3484,4338,6293,196495,143400,71700,1168,0,0,0,593,0,303,122,0,22043.9,0.14987,0,0,0,3484,0,0,0,1168,0,0,0,0,0,0,0,0
42,340461476,1000,3648,0,0,3648,4508,6386,197860,137000,68500,1158,0,0,0,613,0,348,101,0,22726.7,0.153723,0,0,0,3648,0,0,0,1158,0,0,0,0,0,0,0,0
43,340461476,1000,3779,0,0,3779,4741,6443,199686,165600,82800,1324,0,0,0,641,0,365,145,0,22874.7,0.165888,0,0,0,3779,0,0,0,1324,0,0,0,0,0,0,0,0
44,340461476,1000,3904,0,0,3904,4884,6513,201947,157400,78700,1309,0,0,0,636,0,383,128,0,22516.5,0.138132,0,0,0,3904,0,0,0,1309,0,0,0,0,0,0,0,0
45,340461476,1000,4000,0,0,4000,5067,6661,203097,162000,81000,1327,0,0,0,611,0,388,127,0,23200.9,0.143053,0,0,0,4000,0,0,0,1327,0,0,0,0,0,0,0,0
46,340461476,1000,4116,0,0,4116,5209,6999,204735,182600,91300,1392,0,0,0,642,0,397,129,0,23331.1,0.143215,0,0,0,4116,0,0,0,1392,0,0,0,0,0,0,0,0
47,340461476,1000,4275,0,0,4275,5320,7138,206741,187400,93700,1442,0,0,0,647,0,356,132,0,23029.6,0.127771,0,0,0,4275,0,0,0,1442,0,0,0,0,0,0,0,0
48,340461476,1000,4360,0,0,4360,5445,7438,208009,186000,93000,1437,0,0,0,622,0,394,143,0,23404.6,0.12289,0,0,0,4360,0,0,0,1437,0,0,0,0,0,0,0,0
49,340461476,1000,4445,0,0,4445,5623,7572,209718,203400,101700,1503,0,0,0,641,0,407,149,0,23279.5,0.125831,0,0,0,4445,0,0,0,1503,0,0,0,0,0,0,0,0
50,340461476,1000,4635,0,0,4635,5825,7122,211307,202800,101400,1524,0,0,0,762,0,418,154,0,23217.3,0.114452,0,0,0,4635,0,0,0,1524,0,0,0,0,0,0,0,0
51,340461476,1000,4780,0,0,4780,5983,6600,213125,204600,102300,1644,0,0,0,706,0,385,176,0,22871.1,0.114484,0,0,0,4780,0,0,0,1644,0,0,0,0,0,0,0,0
52,340461476,1000,4896,0,0,4896,6183,5927,214090,219800,109900,1652,0,0,0,746,0,471,159,0,23324.8,0.111784,0,0,0,4896,0,0,0,1652,0,0,0,0,0,0,0,0
53,340461476,1000,4990,0,0,4990,6294,5199,215906,208600,104300,1654,0,0,0,717,0,445,178,0,22876.5,0.106118,0,0,0,4990,0,0,0,1654,0,0,0,0,0,0,0,0
54,340461476,1000,4952,0,0,4952,6249,8521,213145,232000,116000,1735,0,0,0,584,0,449,173,0,26955.8,0.109667,0,0,0,4952,0,0,0,1735,0,0,0,0,0,0,0,0
55,340461476,1000,4845,0,0,4845,6183,8761,217407,232600,116300,1614,0,0,0,550,0,484,173,0,23964.7,0.116189,0,0,0,4845,0,0,0,1614,0,0,0,0,0,0,0,0
56,340461476,1000,4774,0,0,4774,6108,9201,218344,235400,117700,1571,0,0,0,531,0,432,170,0,24252.7,0.103029,0,0,0,4774,0,0,0,1571,0,0,0,0,0,0,0,0
57,340461476,1000,4563,0,0,4563,5954,9843,219376,240400,120200,1600,0,0,0,426,0,468,169,0,24401.6,0.103028,0,0,0,4563,0,0,0,1600,0,0,0,0,0,0,0,0
58,340461476,1000,5665,0,0,5665,7020,7954,220400,226800,113400,1430,0,0,0,1695,0,458,135,0,24516,0.101504,0,0,0,5665,0,0,0,1430,0,0,0,0,0,0,0,0
59,340461476,1000,5615,0,0,5615,7005,8162,221942,223000,111500,2528,0,0,0,710,0,534,226,0,24071.3,0.108095,0,0,0,5615,0,0,0,2528,0,0,0,0,0,0,0,0
60,340461476,1000,5659,0,0,5659,7067,8237,222370,224600,112300,1690,0,0,0,747,0,505,198,0,24701.1,0.107943,0,0,0,5659,0,0,0,1690,0,0,0,0,0,0,0,0
61,340461476,1000,5774,0,0,5774,7179,8310,223551,202200,101100,1603,0,0,0,816,0,538,163,0,24539.8,0.109978,0,0,0,5774,0,0,0,1603,0,0,0,0,0,0,0,0
62,340461476,1000,5756,0,0,5756,7316,8412,224471,357200,178600,2403,0,0,0,779,0,561,236,0,24602.7,0.121364,0,0,0,5756,0,0,0,2403,0,0,0,0,0,0,0,0
63,340461476,1000,5869,0,0,5869,7409,8364,224979,234600,117300,1786,0,0,0,860,0,561,186,0,25042.2,0.0688765,0,0,0,5869,0,0,0,1786,0,0,0,0,0,0,0,0
64,340461476,1000,5890,0,0,5890,7524,8428,226066,227800,113900,1820,0,0,0,797,0,584,192,0,24868.6,0.106744,0,0,0,5890,0,0,0,1820,0,0,0,0,0,0,0,0
65,340461476,1000,5910,0,0,5910,7642,8541,227086,338600,169300,2292,0,0,0,818,0,568,230,0,24729.1,0.109169,0,0,0,5910,0,0,0,2292,0,0,0,0,0,0,0,0
66,340461476,1000,5947,0,0,5947,7742,8749,227589,239800,119900,1849,0,0,0,780,0,560,183,0,25074.8,0.0730333,0,0,0,5947,0,0,0,1849,0,0,0,0,0,0,0,0
67,340461476,1000,5984,0,0,5984,7848,8658,229056,260800,130400,1897,0,0,0,819,0,583,199,0,24426,0.104565,0,0,0,5984,0,0,0,1897,0,0,0,0,0,0,0,0
68,340461476,1000,6031,0,0,6031,7890,8702,228975,327000,163500,2275,0,0,0,833,0,554,232,0,25295.6,0.0936578,0,0,0,6031,0,0,0,2275,0,0,0,0,0,0,0,0
69,340461476,1000,6124,0,0,6124,8011,8709,229796,253000,126500,1922,0,0,0,846,0,575,178,0,25234.9,0.0773567,0,0,0,6124,0,0,0,1922,0,0,0,0,0,0,0,0
70,340461476,1000,6195,0,0,6195,8153,8819,230241,264800,132400,1984,0,0,0,841,0,579,191,0,25522.7,0.0997426,0,0,0,6195,0,0,0,1984,0,0,0,0,0,0,0,0
71,340461476,1000,6201,0,0,6201,8177,9158,231540,324800,162400,2278,0,0,0,788,0,553,229,0,24930.2,0.0963849,0,0,0,6201,0,0,0,2278,0,0,0,0,0,0,0,0
72,340461476,1000,6291,0,0,6291,8313,9091,232027,280800,140400,2025,0,0,0,869,0,578,201,0,25124.2,0.0767555,0,0,0,6291,0,0,0,2025,0,0,0,0,0,0,0,0
73,340461476,1000,6323,0,0,6323,8426,9160,232393,281400,140700,2079,0,0,0,825,0,590,203,0,25414.6,0.0894736,0,0,0,6323,0,0,0,2079,0,0,0,0,0,0,0,0
74,340461476,1000,6434,0,0,6434,8524,8950,233344,313400,156700,2223,0,0,0,915,0,587,217,0,25096.4,0.090315,0,0,0,6434,0,0,0,2223,0,0,0,0,0,0,0,0
75,340461476,1000,6521,0,0,6521,8643,8794,233838,289000,144500,2165,0,0,0,937,0,599,251,0,25212.4,0.080078,0,0,0,6521,0,0,0,2165,0,0,0,0,0,0,0,0
76,340461476,1000,6494,0,0,6494,8703,8707,234324,304000,152000,2261,0,0,0,811,0,587,251,0,25314.5,0.0872403,0,0,0,6494,0,0,0,2261,0,0,0,0,0,0,0,0
77,340461476,1000,6536,0,0,6536,8729,9212,234335,312600,156300,2175,0,0,0,863,0,590,231,0,25870.3,0.0832712,0,0,0,6536,0,0,0,2175,0,0,0,0,0,0,0,0
78,340461476,1000,6506,0,0,6506,8724,9412,235115,299200,149600,2155,0,0,0,805,0,621,214,0,25636.7,0.0827584,0,0,0,6506,0,0,0,2155,0,0,0,0,0,0,0,0
79,340461476,1000,6536,0,0,6536,8769,9479,235812,316800,158400,2200,0,0,0,864,0,625,209,0,25466.4,0.0856841,0,0,0,6536,0,0,0,2200,0,0,0,0,0,0,0,0
80,340461476,1000,6480,0,0,6480,8815,9662,236199,308800,154400,2202,0,0,0,803,0,623,236,0,25587.1,0.0803864,0,0,0,6480,0,0,0,2202,0,0,0,0,0,0,0,0
81,340461476,1000,6679,0,0,6679,8922,9445,236550,306400,153200,2141,0,0,0,1035,0,635,201,0,25725.6,0.0828599,0,0,0,6679,0,0,0,2141,0,0,0,0,0,0,0,0
82,340461476,1000,6681,0,0,6681,8976,9467,237647,307600,153800,2354,0,0,0,901,0,666,233,0,25100.4,0.0839608,0,0,0,6681,0,0,0,2354,0,0,0,0,0,0,0,0
83,340461476,1000,6706,0,0,6706,9035,9552,237101,305200,152600,2196,0,0,0,896,0,649,222,0,26101.2,0.0816008,0,0,0,6706,0,0,0,2196,0,0,0,0,0,0,0,0
84,340461476,1000,6753,0,0,6753,9060,9569,238005,297600,148800,2155,0,0,0,940,0,692,201,0,25635.6,0.0855217,0,0,0,6753,0,0,0,2155,0,0,0,0,0,0,0,0
85,340461476,1000,6769,0,0,6769,9108,9627,238230,326600,163300,2342,0,0,0,924,0,673,235,0,25833.2,0.0861412,0,0,0,6769,0,0,0,2342,0,0,0,0,0,0,0,0
86,340461476,1000,6816,0,0,6816,9198,9687,238761,315800,157900,2315,0,0,0,916,0,625,244,0,25709.7,0.0790975,0,0,0,6816,0,0,0,2315,0,0,0,0,0,0,0,0
87,340461476,1000,6849,0,0,6849,9300,9702,238822,310600,155300,2245,0,0,0,915,0,653,229,0,26041.4,0.0814112,0,0,0,6849,0,0,0,2245,0,0,0,0,0,0,0,0
88,340461476,1000,6947,0,0,6947,9284,9727,239376,328600,164300,2358,0,0,0,959,0,631,230,0,25865.9,0.0838422,0,0,0,6947,0,0,0,2358,0,0,0,0,0,0,0,0
89,340461476,1000,7055,0,0,7055,9376,9609,239747,322200,161100,2361,0,0,0,981,0,655,218,0,25859.8,0.0787156,0,0,0,7055,0,0,0,2361,0,0,0,0,0,0,0,0
90,340461476,1000,7123,0,0,7123,9409,9532,240274,324400,162200,2373,0,0,0,928,0,625,235,0,25684.6,0.0802602,0,0,0,7123,0,0,0,2373,0,0,0,0,0,0,0,0
91,340461476,1000,7090,0,0,7090,9473,9607,240579,339800,169900,2421,0,0,0,874,0,668,239,0,25718.7,0.0791758,0,0,0,7090,0,0,0,2421,0,0,0,0,0,0,0,0
92,340461476,1000,7110,0,0,7110,9523,9627,240474,331200,165600,2341,0,0,0,942,0,694,228,0,26150.6,0.0756878,0,0,0,7110,0,0,0,2341,0,0,0,0,0,0,0,0
93,340461476,1000,7085,0,0,7085,9499,9727,240612,338800,169400,2412,0,0,0,932,0,710,247,0,26327.7,0.0789571,0,0,0,7085,0,0,0,2412,0,0,0,0,0,0,0,0
94,340461476,1000,7132,0,0,7132,9467,9751,241558,336800,168400,2402,0,0,0,914,0,641,226,0,25685.4,0.0777086,0,0,0,7132,0,0,0,2402,0,0,0,0,0,0,0,0
95,340461476,1000,7099,0,0,7099,9515,9645,241275,323400,161700,2329,0,0,0,920,0,722,231,0,26261.2,0.0762632,0,0,0,7099,0,0,0,2329,0,0,0,0,0,0,0,0
96,340461476,1000,7121,0,0,7121,9593,9611,241633,343600,171800,2404,0,0,0,933,0,679,232,0,26185.5,0.0812036,0,0,0,7121,0,0,0,2404,0,0,0,0,0,0,0,0
97,340461476,1000,7096,0,0,7096,9570,9658,241813,342800,171400,2429,0,0,0,936,0,720,241,0,26277.6,0.0762093,0,0,0,7096,0,0,0,2429,0,0,0,0,0,0,0,0
98,340461476,1000,7093,0,0,7093,9645,9764,242127,324400,162200,2339,0,0,0,884,0,655,232,0,26225.8,0.0766557,0,0,0,7093,0,0,0,2339,0,0,0,0,0,0,0,0
99,340461476,1000,7155,0,0,7155,9709,9760,242327,342000,171000,2373,0,0,0,942,0,652,228,0,26278.7,0.0808442,0,0,0,7155,0,0,0,2373,0,0,0,0,0,0,0,0
100,340461476,1000,7181,0,0,7181,9693,9898,242485,346800,173400,2434,0,0,0,970,0,706,238,0,26364.4,0.0768382,0,0,0,7181,0,0,0,2434,0,0,0,0,0,0,0,0
101,340461476,1000,7229,0,0,7229,9715,9874,242720,325600,162800,2385,0,0,0,970,0,691,231,0,26364.3,0.0760218,0,0,0,7229,0,0,0,2385,0,0,0,0,0,0,0,0
102,340461476,1000,7188,0,0,7188,9807,9755,243532,337200,168600,2447,0,0,0,927,0,710,258,0,25778.8,0.0809715,0,0,0,7188,0,0,0,2447,0,0,0,0,0,0,0,0
103,340461476,1000,7242,0,0,7242,9838,9827,243451,347200,173600,2443,0,0,0,971,0,688,229,0,26078.1,0.0764495,0,0,0,7242,0,0,0,2443,0,0,0,0,0,0,0,0
104,340461476,1000,7332,0,0,7332,9808,9874,243583,338000,169000,2447,0,0,0,1011,0,638,283,0,26156.5,0.0751097,0,0,0,7332,0,0,0,2447,0,0,0,0,0,0,0,0
105,340461476,1000,7375,0,0,7375,9799,9757,243387,344200,172100,2494,0,0,0,989,0,706,240,0,26555.4,0.0773862,0,0,0,7375,0,0,0,2494,0,0,0,0,0,0,0,0
106,340461476,1000,7304,0,0,7304,9755,9889,243704,345600,172800,2492,0,0,0,907,0,731,247,0,26433.9,0.077151,0,0,0,7304,0,0,0,2492,0,0,0,0,0,0,0,0
107,340461476,1000,7329,0,0,7329,9798,9656,243886,337000,168500,2361,0,0,0,940,0,698,217,0,26440.4,0.076487,0,0,0,7329,0,0,0,2361,0,0,0,0,0,0,0,0
108,340461476,1000,7412,0,0,7412,9828,9728,243825,352600,176300,2505,0,0,0,1008,0,704,221,0,26683.1,0.0784582,0,0,0,7412,0,0,0,2505,0,0,0,0,0,0,0,0
109,340461476,1000,7344,0,0,7344,9823,9774,244386,347400,173700,2514,0,0,0,856,0,672,252,0,26297.3,0.0756753,0,0,0,7344,0,0,0,2514,0,0,0,0,0,0,0,0
110,340461476,1000,7375,0,0,7375,9858,9885,244365,345000,172500,2386,0,0,0,947,0,675,241,0,26487.1,0.0756974,0,0,0,7375,0,0,0,2386,0,0,0,0,0,0,0,0
111,340461476,1000,7366,0,0,7366,9819,9881,244543,360400,180200,2509,0,0,0,912,0,661,260,0,26471.9,0.0767743,0,0,0,7366,0,0,0,2509,0,0,0,0,0,0,0,0
112,340461476,1000,7436,0,0,7436,9813,9835,244649,366400,183200,2520,0,0,0,998,0,693,235,0,26522.8,0.0734514,0,0,0,7436,0,0,0,2520,0,0,0,0,0,0,0,0
113,340461476,1000,7371,0,0,7371,9918,9920,244795,333600,166800,2455,0,0,0,930,0,719,276,0,26528,0.0723875,0,0,0,7371,0,0,0,2455,0,0,0,0,0,0,0,0
114,340461476,1000,7337,0,0,7337,10016,9775,245754,350000,175000,2472,0,0,0,935,0,744,225,0,25714.8,0.0795205,0,0,0,7337,0,0,0,2472,0,0,0,0,0,0,0,0
115,340461476,1000,7374,0,0,7374,9994,9827,245452,349400,174700,2438,0,0,0,980,0,713,230,0,26157.3,0.0734709,0,0,0,7374,0,0,0,2438,0,0,0,0,0,0,0,0
116,340461476,1000,7352,0,0,7352,10059,9857,245512,343200,171600,2457,0,0,0,936,0,708,250,0,26232.8,0.0748636,0,0,0,7352,0,0,0,2457,0,0,0,0,0,0,0,0
117,340461476,1000,7437,0,0,7437,10042,9727,246053,355000,177500,2468,0,0,0,995,0,695,215,0,25822.4,0.0764359,0,0,0,7437,0,0,0,2468,0,0,0,0,0,0,0,0
118,340461476,1000,7312,0,0,7312,10037,9865,245493,349000,174500,2526,0,0,0,855,0,718,262,0,26508.3,0.0727392,0,0,0,7312,0,0,0,2526,0,0,0,0,0,0,0,0
119,340461476,1000,7357,0,0,7357,10056,9890,245760,352400,176200,2400,0,0,0,976,0,673,258,0,26362.7,0.075955,0,0,0,7357,0,0,0,2400,0,0,0,0,0,0,0,0
120,340461476,1000,7351,0,0,7351,9996,9878,246518,351800,175900,2510,0,0,0,984,0,734,256,0,25721.6,0.0748089,0,0,0,7351,0,0,0,2510,0,0,0,0,0,0,0,0
121,340461476,1000,7312,0,0,7312,9999,9966,245710,350800,175400,2490,0,0,0,956,0,734,261,0,26642.4,0.0731143,0,0,0,7312,0,0,0,2490,0,0,0,0,0,0,0,0
122,340461476,1000,7304,0,0,7304,10015,9963,246183,328800,164400,2384,0,0,0,963,0,718,253,0,26278.1,0.0759476,0,0,0,7304,0,0,0,2384,0,0,0,0,0,0,0,0
123,340461476,1000,7306,0,0,7306,10060,9959,246202,353600,176800,2506,0,0,0,922,0,686,234,0,26363.9,0.0799213,0,0,0,7306,0,0,0,2506,0,0,0,0,0,0,0,0
124,340461476,1000,7341,0,0,7341,10086,10030,246329,355200,177600,2471,0,0,0,949,0,672,242,0,26337.9,0.0745586,0,0,0,7341,0,0,0,2471,0,0,0,0,0,0,0,0
125,340461476,1000,7328,0,1,7327,10131,10121,245992,338800,169400,2434,0,0,0,894,0,658,249,0,26772.3,0.0741495,0,0,0,7327,1,0,0,2434,0,0,1,0,5,0,0,0
126,340461476,1000,7398,0,5,7393,10097,10175,246692,355200,177600,2426,0,0,0,1009,0,714,225,0,26166.2,0.0790209,0,0,0,7393,5,0,0,2426,0,0,5,0,13,0,0,0
127,340461476,1000,7394,0,12,7382,10125,10189,246551,350200,175100,2538,0,0,0,952,0,710,246,0,26397.6,0.073666,0,0,0,7382,12,0,0,2538,0,0,12,0,33,0,0,0
128,340461476,1000,7404,0,38,7366,10122,10295,246462,337360,168680,2402,0,0,0,1010,0,753,247,0,26573.8,0.0753787,0,0,0,7366,38,0,0,2401,1,0,38,0,126,0,0,0
129,340461476,1000,7442,0,85,7357,10160,10245,246756,350680,175340,2546,0,0,0,988,0,698,252,0,26363.9,0.07877,0,0,0,7357,85,0,0,2543,3,0,85,0,262,0,0,0
130,340461476,1000,7506,0,117,7389,10224,10183,246742,353400,176700,2508,0,0,0,996,0,697,235,0,26459,0.0751794,0,0,0,7389,117,0,0,2503,5,0,117,0,371,0,0,0
131,340461476,1000,7514,0,149,7365,10222,10200,246959,340880,170440,2464,0,0,0,974,0,716,250,0,26320.1,0.0748697,0,0,0,7365,149,0,0,2443,21,0,149,0,465,0,0,0
132,340461476,1000,7601,0,184,7417,10207,10078,246822,358680,179340,2530,0,0,0,1028,0,698,243,0,26532.4,0.0772122,0,0,0,7417,184,0,0,2498,32,0,184,0,586,0,0,0
133,340461476,1000,7647,0,217,7430,10238,10082,246866,360120,180060,2621,0,0,0,992,0,723,223,0,26561,0.0739724,0,0,0,7430,217,0,0,2589,32,0,217,0,727,0,0,0
134,340461476,1000,7580,0,230,7350,10224,10096,247505,349600,174800,2519,0,0,0,970,0,761,276,0,25992,0.073756,0,0,0,7350,230,0,0,2470,49,0,231,0,809,0,0,0
135,340461476,1000,7585,0,259,7326,10165,10195,246911,353720,176860,2545,0,0,0,1008,0,755,248,0,26653.4,0.0743477,0,0,0,7326,259,0,0,2487,58,0,260,0,923,0,0,0
136,340461476,1000,7602,0,258,7344,10155,10243,246946,365160,182580,2632,0,0,0,988,0,714,257,0,26683.5,0.0753518,0,0,0,7344,258,0,0,2575,57,0,261,0,906,0,0,0
137,340461476,1000,7722,0,285,7437,10151,10167,246853,347640,173820,2536,0,0,0,1026,0,656,250,0,26839.2,0.0730734,0,0,0,7437,285,0,0,2478,58,0,289,0,1000,0,0,0
138,340461476,1000,7827,0,304,7523,10081,10092,247418,361640,180820,2625,0,0,0,1040,0,675,260,0,26334.6,0.0772039,0,0,0,7523,304,0,0,2540,85,0,310,0,1064,0,0,0
139,340461476,1000,7810,0,312,7498,10131,9992,247126,375080,187540,2682,0,0,0,982,0,733,266,0,26684.8,0.0728199,0,0,0,7498,312,0,0,2624,58,0,318,0,1062,0,0,0
