Time,NodeID,NumIndividuals,NumInfected,AvgInfectiousness,AvgParasiteDensity,AvgGametocyteDensity,AvgVariantFractionPfEMP1Major,AvgNumInfections,AvgInfectionClearedDuration,NumInfectionsCleared,NumHasFever,NumHasClinicalSymptoms,TotalUniqueGenomes,TotalUniqueBarcodes,UniqueGenomesLast_1_Years,UniqueBarcodesLast_1_Years,CurrentUniqueGenomes,CurrentUniqueBarcodes,CurrentNumInfections,NumBitesDeliveredCurrentInfections,NumBitesDeliveredMultipleCurrentInfections,NumNewInfectionsInLastYear,NumTotalRoots,FractionOfRootsPresentInLastYear,AAAAAAAAAAAAAAAAAAAAAAAA,TAAAAAAAAAAAAAAAAAAAAAAA,AAAAAAAAAAAAAAAAAAAAAAAT,TAAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
277,4,1002,6,6.88023e-08,40.2838,0.00014017,6.38722e-05,2.16667,0,0,1,1,6,4,6,4,10,4,13,7,4,9,61,0.0491803,5,2,3,3,0
278,1,1001,994,0.665724,21189.5,1894.75,0.0411269,6.65091,67.4516,31,400,543,1235,4,1235,4,1234,4,6611,4998,1148,7116,77,0.25974,2677,207,191,3536,0
278,2,998,14,0.002004,33.5473,11.9896,0.000154309,2.07143,0,0,1,2,14,2,14,2,14,2,29,16,7,26,77,0.116883,13,0,0,16,0
278,3,997,30,0.00312164,613.363,5.57972,0.000280843,1.1,0,0,7,13,4,2,4,2,6,2,33,32,1,31,73,0.0547945,8,0,0,25,0
278,4,1004,6,8.45003e-08,175.883,0.000106178,6.3745e-05,2.16667,0,0,1,1,6,4,6,4,10,4,13,7,4,9,61,0.0491803,5,2,3,3,0
279,1,1003,996,0.648731,23653,1814.89,0.0421316,6.83032,64.5152,33,450,577,1314,4,1314,4,1313,4,6803,5100,1207,7341,77,0.25974,2756,218,211,3618,0
279,2,1000,15,0.00199533,169.032,9.07061,0.000182,2,0,0,4,4,14,2,14,2,14,2,30,17,7,27,77,0.116883,13,0,0,17,0
279,3,995,30,0.00349983,749.003,8.11867,0.000281407,1.1,0,0,9,14,4,2,4,2,6,2,33,32,1,31,73,0.0547945,8,0,0,25,0
279,4,1002,6,1.58372e-06,49.0484,0.00226013,6.38722e-05,2.16667,0,0,0,1,6,4,6,4,10,4,13,7,4,9,61,0.0491803,5,2,3,3,0
280,1,1003,997,0.631888,25810,1704.03,0.0435693,6.97793,67.071,44,460,605,1389,4,1389,4,1387,4,6957,5173,1256,7539,77,0.25974,2817,231,218,3691,0
280,2,1000,16,0.00179178,90.517,8.16275,0.000202,1.9375,0,0,3,4,14,2,14,2,14,2,31,18,7,28,77,0.116883,14,0,0,17,0
280,3,995,31,0.00391464,556.244,11.6325,0.000281407,1.09677,0,0,8,16,4,2,4,2,6,2,34,33,1,32,73,0.0547945,8,0,0,26,0
280,4,1002,6,8.56842e-06,196.825,0.00171245,7.58483e-05,2.16667,0,0,1,1,6,4,6,4,10,4,13,7,4,9,61,0.0491803,5,2,3,3,0
281,1,1003,999,0.611859,28597.8,1631.25,0.0445543,7.13914,65.7451,51,486,636,1473,4,1473,4,1469,4,7132,5258,1316,7765,77,0.25974,2865,246,233,3788,0
281,2,1001,16,0.00149685,251.837,6.18162,0.000211788,1.9375,0,0,5,5,14,2,14,2,14,2,31,18,7,28,77,0.116883,14,0,0,17,0
281,3,995,32,0.0048623,753.936,13.2764,0.000291457,1.21875,0,0,13,17,7,3,7,3,9,3,39,34,2,37,73,0.0684932,10,1,0,28,0
281,4,1001,6,2.79694e-05,44.5514,0.0354235,7.59241e-05,2.16667,0,0,0,1,6,4,6,4,10,4,13,7,4,9,61,0.0491803,5,2,3,3,0
282,1,1003,999,0.594181,31701.7,1556.67,0.0457188,7.28629,67.5125,50,505,657,1545,4,1545,4,1540,4,7279,5336,1362,7962,77,0.25974,2929,254,242,3854,0
282,2,1003,17,0.0012214,207.917,5.12225,0.000211366,1.94118,0,0,4,5,14,2,14,2,14,2,33,19,8,30,77,0.116883,15,0,0,18,0
282,3,994,32,0.00575786,611.829,18.0504,0.000301811,1.21875,0,0,11,18,7,3,7,3,9,3,39,34,2,37,73,0.0684932,10,1,0,28,0
282,4,1000,7,0.000137798,149.837,0.0268703,7.6e-05,2,0,0,1,1,6,4,6,4,10,4,14,8,4,10,61,0.0491803,6,2,3,3,0
283,1,1003,1000,0.569799,33701.5,1506.06,0.0468394,7.388,64.7854,60,528,676,1596,4,1596,4,1591,4,7388,5400,1394,8131,77,0.25974,2986,262,249,3891,0
283,2,1003,17,0.00122426,422.511,3.88298,0.000245264,1.94118,0,0,5,6,14,2,14,2,14,2,33,19,8,30,77,0.116883,15,0,0,18,0
283,3,994,33,0.00651095,788.028,18.6993,0.000301811,1.21212,0,0,14,20,7,3,7,3,9,3,40,35,2,38,73,0.0684932,11,1,0,28,0
283,4,1000,7,0.000317488,33.813,0.468387,9.2e-05,2,0,0,1,2,6,4,6,4,10,4,14,8,4,10,61,0.0491803,6,2,3,3,0
284,1,1003,1001,0.560591,36973.4,1477.94,0.0478305,7.53846,64.6774,62,551,704,1682,4,1682,4,1675,4,7546,5481,1437,8351,77,0.25974,3038,277,265,3966,0
284,2,1003,17,0.00116666,323.971,3.10415,0.000255234,1.94118,0,0,5,7,14,2,14,2,14,2,33,19,8,30,77,0.116883,15,0,0,18,0
284,3,995,33,0.00740983,818.337,24.7379,0.000311558,1.21212,0,0,13,20,7,3,7,3,9,3,40,35,2,38,73,0.0684932,11,1,0,28,0
284,4,999,7,0.000863226,87.9806,0.355313,9.20921e-05,2,0,0,2,2,6,4,6,4,10,4,14,8,4,10,61,0.0491803,6,2,3,3,0
285,1,1003,1002,0.539831,38468.2,1454.36,0.0488873,7.67465,66.9442,56,582,723,1758,4,1758,4,1745,4,7690,5564,1483,8551,77,0.25974,3090,292,278,4030,0
285,2,1003,19,0.0016621,722.369,2.35358,0.000255234,2,0,0,7,8,17,2,17,2,17,2,38,21,10,35,77,0.116883,16,0,0,22,0
285,3,996,33,0.00852613,922.386,27.1197,0.000331325,1.21212,0,0,11,19,7,3,7,3,9,3,40,35,2,38,73,0.0684932,11,1,0,28,0
285,4,998,9,0.000842802,57.4399,2.14327,9.21844e-05,2,0,0,3,4,7,4,7,4,11,4,18,10,5,14,61,0.0655738,7,4,3,4,0
286,1,1003,1002,0.532082,41129.3,1458.28,0.0499262,7.75249,68.0276,86,586,737,1833,4,1833,4,1815,4,7768,5598,1514,8715,77,0.25974,3127,299,284,4058,0
286,2,1003,19,0.00129599,426.044,2.05712,0.000265204,2,0,0,4,8,17,2,17,2,17,2,38,21,10,35,77,0.116883,16,0,0,22,0
286,3,996,33,0.0092802,1053.7,32.5556,0.000331325,1.21212,0,0,10,21,7,3,7,3,9,3,40,35,2,38,73,0.0684932,11,1,0,28,0
286,4,998,9,0.00100192,60.0149,1.62424,9.21844e-05,2,0,0,4,4,7,4,7,4,11,4,18,10,5,14,61,0.0655738,7,4,3,4,0
287,1,1003,1003,0.521604,42264.5,1459.9,0.0508355,7.87537,67.7448,72,608,755,1905,4,1905,4,1877,4,7899,5659,1557,8919,77,0.25974,3179,307,290,4123,0
287,2,1002,18,0.001661,697.888,1.46429,0.000247505,1.94444,0,0,7,8,17,2,17,2,17,2,35,18,10,35,77,0.116883,15,0,0,20,0
287,3,997,33,0.00999504,1107.29,35.3962,0.000341023,1.21212,0,0,12,21,7,3,7,3,9,3,40,35,2,38,73,0.0684932,11,1,0,28,0
287,4,998,10,0.000994393,210.004,4.89327,0.00011022,2.2,0,0,3,4,7,4,7,4,15,4,22,12,6,14,61,0.0655738,7,4,5,6,0
288,1,1002,1002,0.520477,43766.8,1494.07,0.051988,8.00599,67.7059,68,621,771,1983,4,1983,4,1952,4,8022,5710,1602,9118,77,0.25974,3235,315,301,4171,0
288,2,1002,19,0.00184688,549.155,2.46632,0.000247505,2.05263,0,0,4,8,19,2,19,2,19,2,39,19,11,39,77,0.116883,15,0,0,24,0
288,3,998,33,0.0104277,1114.39,41.0822,0.000366733,1.21212,0,0,10,19,7,3,7,3,9,3,40,35,2,38,73,0.0684932,11,1,0,28,0
288,4,998,12,0.001256,96.5762,3.72662,0.000158317,2.75,0,0,3,4,9,4,9,4,21,4,33,18,10,17,61,0.0983607,12,4,5,12,0
289,1,1003,1002,0.519434,44368.8,1529.47,0.0529232,8.09082,66.846,82,626,787,2041,4,2041,4,2006,4,8107,5745,1628,9285,77,0.25974,3286,328,303,4190,0
289,2,1002,19,0.00211039,723.208,1.98379,0.000267465,2.05263,0,0,6,8,19,2,19,2,19,2,39,19,11,39,77,0.116883,15,0,0,24,0
289,3,998,33,0.0112319,1033.93,42.2746,0.000366733,1.21212,0,0,11,20,7,3,7,3,9,3,40,35,2,38,73,0.0684932,11,1,0,28,0
289,4,997,12,0.00120235,480.485,7.01132,0.000168506,2.75,0,0,4,5,9,4,9,4,21,4,33,18,10,17,61,0.0983607,12,4,5,12,0
290,1,1003,1002,0.530501,45249.7,1610.9,0.0537009,8.17764,66.6556,90,658,806,2115,4,2115,4,2072,4,8194,5774,1661,9463,77,0.25974,3327,334,312,4221,0
290,2,1002,20,0.00245376,715.739,5.28592,0.000267465,2,0,0,6,10,19,2,19,2,19,2,40,20,11,40,77,0.116883,16,0,0,24,0
290,3,1000,36,0.0119784,966.265,47.3705,0.000428,1.58333,0,0,11,19,14,3,14,3,24,3,57,41,7,46,73,0.123288,24,2,0,31,0
290,4,995,11,0.00100533,164.674,5.314,0.000128643,2.27273,0,0,3,6,9,4,9,4,17,4,25,13,7,17,61,0.0983607,7,4,5,9,0
291,1,1001,1001,0.542341,45292.6,1710.31,0.0547293,8.23876,66.9449,84,664,821,2177,4,2177,4,2121,4,8247,5803,1682,9618,77,0.25974,3335,343,324,4245,0
291,2,1003,22,0.00291477,842.464,4.94876,0.000323031,2.22727,0,0,8,12,20,2,20,2,25,2,49,26,12,41,77,0.116883,19,0,0,30,0
291,3,1000,36,0.0128709,859.791,45.3874,0.000428,1.58333,0,0,9,19,14,3,14,3,24,3,57,41,7,46,73,0.123288,24,2,0,31,0
291,4,996,13,0.00100559,672.564,8.82386,0.000148594,2.76923,0,0,5,6,9,4,9,4,26,4,36,17,9,18,61,0.0983607,17,4,5,10,0
292,1,1001,1000,0.556695,45953.6,1839.38,0.0556124,8.279,65.3253,88,678,835,2221,4,2221,4,2162,4,8279,5819,1698,9745,77,0.25974,3345,352,333,4249,0
292,2,1002,23,0.00351015,824.217,8.80278,0.000359281,2.21739,0,0,7,12,22,2,22,2,27,2,51,27,13,43,77,0.116883,19,0,0,32,0
292,3,1001,37,0.0140524,836.608,50.043,0.000453546,1.72973,0,0,11,19,14,3,14,3,29,3,64,43,9,46,73,0.123288,28,2,0,34,0
292,4,996,13,0.00100906,233.541,6.69306,0.000178715,2.76923,0,0,3,6,9,4,9,4,26,4,36,17,9,18,61,0.0983607,17,4,5,10,0
293,1,1001,1000,0.580177,45104.2,1999.53,0.0563517,8.323,65.8343,86,659,839,2266,4,2266,4,2203,4,8323,5844,1716,9875,77,0.25974,3358,358,341,4266,0
293,2,1002,23,0.00421432,885.844,9.80056,0.000359281,2.21739,0,0,9,12,22,2,22,2,27,2,51,27,13,43,77,0.116883,19,0,0,32,0
293,3,1001,39,0.0153389,743.25,48.5772,0.000453546,1.74359,0,0,9,18,17,3,17,3,31,3,68,45,11,50,73,0.123288,32,2,0,34,0
293,4,996,13,0.00103001,594.917,8.77755,0.000178715,2.76923,0,0,6,6,9,4,9,4,26,4,36,17,9,18,61,0.0983607,17,4,5,10,0
294,1,1001,1000,0.598992,46901.1,2153.25,0.0572767,8.368,66,89,668,844,2312,4,2312,4,2247,4,8368,5873,1728,10009,77,0.25974,3375,361,351,4281,0
294,2,1003,24,0.00452657,836.917,14.4153,0.000358923,2.20833,0,0,6,12,23,2,23,2,28,2,53,28,14,45,77,0.116883,19,0,0,34,0
294,3,1000,39,0.0173622,660.631,52.5473,0.000454,1.74359,0,0,11,20,17,3,17,3,31,3,68,45,11,50,73,0.123288,32,2,0,34,0
294,4,996,13,0.00108455,367.612,6.74518,0.000178715,3.07692,0,0,4,7,12,4,12,4,29,4,40,18,10,22,77,0.103896,17,5,5,13,0
295,1,1000,1000,0.624415,43975,2343.53,0.058176,8.406,64.099,101,648,835,2358,4,2358,4,2286,4,8406,5881,1748,10148,77,0.25974,3397,362,357,4290,0
295,2,1003,26,0.00515943,997.124,15.6287,0.000378863,2.30769,0,0,8,12,28,2,28,2,33,2,60,30,16,52,77,0.116883,19,0,0,41,0
295,3,1000,39,0.0194979,780.976,55.0159,0.000474,1.74359,0,0,10,18,17,3,17,3,31,3,68,45,11,50,73,0.123288,32,2,0,34,0
295,4,997,13,0.00136552,465.608,7.22408,0.000200602,3.07692,0,0,6,7,12,4,12,4,29,4,40,18,10,22,77,0.103896,17,5,5,13,0
296,1,1000,999,0.643568,46624.5,2509.36,0.05881,8.43343,64.5569,101,663,840,2405,4,2405,4,2332,4,8425,5877,1761,10268,77,0.25974,3400,367,365,4293,0
296,2,1002,26,0.00585675,869.207,23.7608,0.000379242,2.30769,0,0,7,13,28,2,28,2,33,2,60,30,16,52,77,0.116883,19,0,0,41,0
296,3,1001,42,0.0209494,564.385,58.9426,0.000473526,1.7381,0,0,10,19,20,3,20,3,33,3,73,48,12,55,73,0.136986,33,2,0,38,0
296,4,997,13,0.00172113,553.003,6.4169,0.000200602,3.07692,0,0,4,7,12,4,12,4,29,4,40,18,10,22,77,0.103896,17,5,5,13,0
297,1,999,998,0.666642,42474.6,2694.63,0.0594695,8.50301,64.7174,92,644,837,2474,4,2474,4,2393,4,8486,5895,1791,10428,77,0.25974,3419,376,374,4317,0
297,2,1002,27,0.00655239,1056.97,23.6219,0.000389222,2.2963,0,0,9,13,30,2,30,2,35,2,62,31,17,54,77,0.116883,19,0,0,43,0
297,3,1002,44,0.0217842,958.16,64.759,0.00060479,1.84091,0,0,12,20,20,3,20,3,34,3,81,54,14,56,73,0.136986,37,2,0,42,0
297,4,997,15,0.00267271,454.758,5.76268,0.000218656,2.8,0,0,6,7,13,4,13,4,30,4,42,20,10,24,77,0.103896,17,5,5,15,0
298,1,999,998,0.686859,44252.3,2847.62,0.0601082,8.53407,66.8878,88,655,841,2517,4,2517,4,2431,4,8517,5906,1806,10547,77,0.25974,3437,381,376,4323,0
298,2,1002,30,0.0076006,818.662,33.7744,0.000399202,2.33333,0,0,8,14,36,2,36,2,41,2,70,34,20,62,77,0.116883,19,0,0,51,0
298,3,1001,45,0.0222505,686.707,70.2882,0.000605395,1.82222,0,0,11,18,20,3,20,3,34,3,82,55,14,57,73,0.136986,37,2,0,43,0
298,4,998,15,0.00318442,633.596,8.93073,0.000228457,2.8,0,0,4,8,13,4,13,4,30,4,42,20,10,24,77,0.103896,17,5,5,15,0
299,1,999,999,0.707048,40849.4,2996.7,0.0606447,8.49449,62.4419,114,646,837,2546,4,2546,4,2453,4,8486,5880,1802,10630,77,0.25974,3415,387,381,4303,0
299,2,1001,30,0.00795268,910.825,34.7746,0.000413586,2.3,71,1,8,12,36,2,36,2,41,2,69,33,20,62,77,0.116883,19,0,0,50,0
299,3,1000,49,0.0229062,1019.86,74.8894,0.000606,1.77551,0,0,8,16,22,3,22,3,35,3,87,59,15,62,73,0.136986,39,2,0,46,0
299,4,1000,15,0.00398502,465.663,7.09108,0.000228,2.8,0,0,6,8,13,4,13,4,30,4,42,20,10,24,77,0.103896,17,5,5,15,0
300,1,998,998,0.723407,41433.8,3118.72,0.0612145,8.499,62.6435,108,653,832,2579,4,2579,4,2479,4,8482,5869,1806,10744,77,0.25974,3410,387,386,4299,0
300,2,1001,30,0.00898109,714.287,43.842,0.000413586,2.3,0,0,8,13,36,2,36,2,41,2,69,33,20,62,77,0.116883,19,0,0,50,0
300,3,1001,51,0.0244743,1006.18,77.5349,0.000691309,1.92157,0,0,11,16,22,3,22,3,38,4,98,67,18,63,73,0.136986,41,3,1,53,0
300,4,1000,17,0.00402694,614.989,16.4214,0.000228,2.58824,0,0,4,8,14,4,14,4,30,4,44,22,10,26,77,0.116883,18,5,5,16,0
301,1,998,998,0.740073,38784.4,3234.72,0.0617816,8.52906,63.342,87,639,831,2630,4,2630,4,2530,4,8512,5874,1828,10861,77,0.25974,3410,391,395,4316,0
301,2,1000,34,0.00941891,762.91,46.9668,0.000426,2.32353,0,0,7,14,43,2,43,2,48,2,79,38,24,72,77,0.116883,19,0,0,60,0
301,3,1003,52,0.024846,1245.67,77.8256,0.00068993,1.90385,73,2,10,15,22,3,22,3,38,4,99,68,18,66,73,0.136986,39,3,1,56,0
301,4,999,17,0.00416317,417.346,12.7652,0.00025025,2.58824,0,0,5,8,14,4,14,4,30,4,44,22,10,26,77,0.116883,18,5,5,16,0
302,1,998,998,0.755777,40087.7,3317.36,0.0622866,8.52004,61.8057,101,633,825,2669,4,2669,4,2562,4,8503,5864,1826,10953,77,0.25974,3412,395,404,4292,0
302,2,1000,34,0.00988677,591.961,52.1702,0.00046,2.32353,0,0,8,13,43,2,43,2,48,2,79,38,24,72,77,0.116883,19,0,0,60,0
302,3,1003,53,0.0253418,1173.1,75.6754,0.00068993,1.88679,0,0,10,14,22,3,22,3,38,4,100,69,18,67,73,0.136986,39,3,1,57,0
302,4,999,18,0.00461416,579.556,25.5637,0.00025025,2.5,0,0,6,9,14,4,14,4,30,4,45,23,10,27,77,0.116883,19,5,5,16,0
303,1,998,998,0.772434,37294.7,3396.63,0.0627295,8.54208,62.9794,85,621,827,2709,4,2709,4,2599,4,8525,5877,1838,11060,77,0.25974,3416,400,411,4298,0
303,2,1000,34,0.0107959,701.969,55.246,0.00046,2.29412,71,1,8,13,43,2,43,2,48,2,78,37,24,72,77,0.116883,19,0,0,59,0
303,3,1004,57,0.0259384,1174.42,75.3847,0.000737052,1.82456,0,0,8,14,23,3,23,3,39,4,104,73,18,71,73,0.150685,39,4,1,60,0
303,4,998,19,0.00507001,392.988,21.0393,0.000250501,2.42105,0,0,5,10,14,4,14,4,30,4,46,24,10,28,77,0.116883,19,5,5,17,0
304,1,998,998,0.782398,38476.6,3429.63,0.0633768,8.5521,59.6308,107,620,818,2753,4,2753,4,2639,4,8535,5872,1851,11177,77,0.25974,3429,406,411,4289,0
304,2,1000,37,0.0115777,568.083,59.3456,0.000472,2.2973,0,0,6,13,47,2,47,2,52,2,85,40,26,79,77,0.116883,19,0,0,66,0
304,3,1004,60,0.0270022,1067.74,73.3655,0.000747012,1.78333,0,0,8,14,23,3,23,3,39,4,107,76,18,74,73,0.150685,40,4,1,62,0
304,4,998,19,0.00594901,533.583,29.6184,0.000270541,2.42105,0,0,6,9,14,4,14,4,30,4,46,24,10,28,77,0.116883,19,5,5,17,0
305,1,997,996,0.7938,35682.2,3508.52,0.0637493,8.58735,62.043,93,621,808,2794,4,2794,4,2677,4,8553,5883,1855,11297,77,0.25974,3434,408,415,4296,0
305,2,1001,38,0.0132698,625.901,62.8943,0.000603397,2.47368,0,0,8,14,47,2,47,2,59,3,94,46,28,79,77,0.116883,22,1,0,71,0
305,3,1003,62,0.0271987,985.568,71.4635,0.000757727,1.72581,33,2,9,13,23,3,23,3,38,4,107,77,17,76,73,0.150685,40,3,1,63,0
305,4,999,19,0.00641236,382.763,28.1695,0.00027027,2.42105,0,0,5,8,14,4,14,4,30,4,46,24,10,28,77,0.116883,19,5,5,17,0
306,1,996,995,0.797901,36513.6,3464.56,0.0640784,8.59095,59.952,112,579,803,2842,4,2842,4,2709,4,8548,5871,1856,11414,77,0.25974,3427,409,421,4291,0
306,2,1001,39,0.0136793,698.923,67.9631,0.000603397,2.35897,65,3,8,13,47,2,47,2,56,2,92,46,27,80,77,0.116883,22,0,0,70,0
306,3,1003,63,0.0279929,793.109,75.3548,0.000807577,1.71429,31,1,10,13,23,3,23,3,38,4,108,79,16,78,73,0.150685,40,3,1,64,0
306,4,1000,22,0.00783566,600.997,48.4728,0.000334,2.68182,0,0,5,9,16,4,16,4,40,4,59,31,13,31,77,0.12987,24,8,6,21,0
307,1,997,996,0.806034,32771.8,3548.52,0.0644795,8.64157,58.9107,70,589,799,2883,4,2883,4,2751,4,8607,5907,1875,11533,77,0.25974,3445,419,424,4319,0
307,2,1000,41,0.0138273,584.369,67.2868,0.000604,2.36585,0,0,6,12,50,2,50,2,59,2,97,48,29,85,77,0.116883,22,0,0,75,0
307,3,1004,68,0.0282202,750.797,70.861,0.000816733,1.66176,0,0,8,13,23,3,23,3,38,4,113,84,16,83,73,0.150685,40,3,1,69,0
307,4,999,21,0.00730247,444.958,34.2462,0.00029029,2.33333,0,0,4,8,16,4,16,4,32,4,49,26,11,31,77,0.12987,22,5,5,17,0
308,1,996,995,0.809857,33880.5,3484.4,0.0649178,8.69246,58.1735,85,571,787,2939,4,2939,4,2795,4,8649,5932,1890,11664,77,0.25974,3461,427,435,4326,0
308,2,1000,41,0.0144372,766.448,72.8816,0.000672,2.36585,0,0,9,14,50,2,50,2,59,2,97,48,29,85,77,0.116883,22,0,0,75,0
308,3,1005,73,0.0284195,508.76,74.8482,0.000869651,1.65753,0,0,10,13,23,3,23,3,40,4,121,91,17,87,73,0.150685,42,3,1,75,0
308,4,999,22,0.0073656,680.409,33.7124,0.00029029,2.27273,0,0,5,8,16,4,16,4,32,4,50,27,11,32,77,0.12987,23,5,5,17,0
309,1,997,996,0.811481,29994.3,3501.55,0.0652237,8.69378,55.9794,97,562,770,2983,4,2983,4,2834,4,8659,5933,1898,11771,77,0.25974,3463,433,442,4321,0
309,2,1000,42,0.0149173,637.28,69.9663,0.000672,2.42857,0,0,8,14,55,2,55,2,64,2,102,49,30,90,77,0.116883,22,0,0,80,0
309,3,1004,74,0.0283188,759.317,71.161,0.000890438,1.64865,0,0,11,15,23,3,23,3,40,4,122,92,17,88,73,0.150685,42,3,1,76,0
309,4,999,22,0.00777427,559.69,38.6963,0.0003003,2.27273,0,0,5,8,16,4,16,4,32,4,50,27,11,32,77,0.12987,23,5,5,17,0
310,1,998,997,0.81522,30037.3,3421.99,0.0656032,8.71715,57.1845,84,554,771,3020,4,3020,4,2868,4,8691,5949,1904,11881,77,0.25974,3476,432,444,4339,0
310,2,999,43,0.0150226,728.759,68.25,0.000616617,2.30233,0,0,8,14,56,2,56,2,60,2,99,48,30,93,77,0.116883,19,0,0,80,0
310,3,1004,78,0.0284436,451.844,76.6046,0.000930279,1.62821,0,0,10,14,23,3,23,3,40,4,127,97,17,93,73,0.150685,43,3,1,80,0
310,4,999,22,0.0076959,597.737,37.3855,0.00031031,2.27273,0,0,6,8,16,4,16,4,32,4,50,27,11,32,77,0.12987,23,5,5,17,0
311,1,998,997,0.820614,26597.2,3398.04,0.0660101,8.72016,56.091,103,544,758,3058,4,3058,4,2894,4,8694,5947,1908,11987,77,0.25974,3479,433,448,4334,0
311,2,998,47,0.0151114,717.875,64.0948,0.000659319,2.23404,71,2,9,14,62,2,62,2,65,2,105,52,31,101,77,0.116883,22,0,0,83,0
311,3,1004,88,0.0283456,1072.6,75.8532,0.000960159,1.55682,0,0,10,14,23,3,23,3,40,4,137,107,17,103,73,0.150685,43,3,1,90,0
311,4,1000,23,0.00801072,574.261,41.2826,0.00031,2.21739,0,0,4,8,16,4,16,4,32,4,51,28,11,33,77,0.12987,24,5,5,17,0
312,1,997,997,0.824252,26017.9,3290.73,0.0664935,8.71515,58.1343,94,516,747,3091,4,3091,4,2920,4,8689,5942,1908,12086,77,0.25974,3477,435,451,4326,0
312,2,1000,49,0.0158519,648.089,64.0324,0.000658,2.2449,0,0,8,13,66,2,66,2,69,2,110,54,33,106,77,0.116883,22,0,0,88,0
312,3,1003,93,0.0280775,632.839,82.3443,0.000981056,1.51613,50,2,7,14,23,3,23,3,40,4,141,111,17,109,73,0.150685,45,3,1,92,0
312,4,1000,24,0.00929723,490.604,56.213,0.00037,2.54167,0,0,8,9,16,4,16,4,35,4,61,33,15,33,77,0.12987,27,6,6,22,0
313,1,999,999,0.822237,23334.9,3280.17,0.0667488,8.74174,53.4429,70,515,735,3121,4,3121,4,2946,4,8733,5974,1922,12190,77,0.25974,3497,441,455,4340,0
313,2,1001,48,0.0155052,761.4,58.8722,0.000667333,2.25,73,2,8,14,66,2,66,2,68,2,108,53,32,106,77,0.116883,22,0,0,86,0
313,3,1001,107,0.0281328,1194.01,84.484,0.000993007,1.4486,0,0,11,16,23,3,23,3,40,4,155,125,17,123,73,0.150685,49,3,1,102,0
313,4,999,23,0.00837335,559.573,41.4225,0.000338338,2.21739,0,0,4,8,16,4,16,4,32,4,51,28,11,33,77,0.12987,24,5,5,17,0
314,1,999,999,0.825769,22990.1,3184.64,0.0671532,8.7998,54.4253,82,503,705,3171,4,3171,4,2990,4,8791,6009,1940,12330,77,0.25974,3513,447,464,4367,0
314,2,1001,50,0.0166109,674.902,59.0658,0.000703297,2.2,0,0,10,15,67,2,67,2,69,2,110,55,32,108,77,0.116883,23,0,0,87,0
314,3,1001,118,0.0278797,837.975,87.1408,0.00104296,1.40678,0,0,10,15,23,3,23,3,40,4,166,136,17,134,73,0.150685,49,3,1,113,0
314,4,999,24,0.00922024,417.826,37.9136,0.000338338,2.20833,0,0,6,9,17,4,17,4,33,4,53,29,12,35,77,0.142857,26,5,5,17,0
315,1,998,998,0.826236,21146,3163.35,0.0676133,8.84168,54.3517,75,475,700,3211,4,3211,4,3016,4,8824,6034,1954,12439,77,0.25974,3530,449,465,4380,0
315,2,1002,51,0.0162881,796.641,54.8257,0.000702595,2.17647,0,0,11,15,67,2,67,2,69,2,111,56,32,109,77,0.116883,23,0,0,88,0
315,3,1001,122,0.0272364,1182.31,86.783,0.00108292,1.40984,0,0,13,17,23,3,23,3,40,4,172,142,17,139,73,0.150685,52,3,1,116,0
315,4,999,25,0.00984046,548.429,40.0145,0.000348348,2.16,0,0,5,8,17,4,17,4,33,4,54,30,12,36,77,0.142857,26,5,5,18,0
316,1,999,998,0.830911,20974,3069.8,0.0678539,8.88677,54.4318,88,470,679,3275,4,3275,4,3066,4,8869,6061,1969,12575,77,0.25974,3558,454,474,4383,0
316,2,1002,53,0.0165999,883.694,53.8002,0.000722555,2.16981,0,0,13,18,70,4,70,4,72,4,115,58,33,113,77,0.116883,25,1,1,88,0
316,3,1000,132,0.0254125,992.951,76.0176,0.001018,1.34848,0,0,13,20,23,3,23,3,40,4,178,150,15,152,73,0.150685,51,3,1,123,0
316,4,999,26,0.0116607,433.689,39.926,0.000432432,2.46154,0,0,8,11,17,4,17,4,39,4,64,35,13,36,77,0.142857,30,5,5,24,0
317,1,997,997,0.834108,19255.2,3035.43,0.0681886,8.92377,52.6044,91,441,664,3322,4,3322,4,3100,4,8897,6082,1978,12710,77,0.25974,3570,457,481,4389,0
317,2,1001,57,0.0169939,881.215,54.6209,0.000743257,2.10526,0,0,12,17,72,4,72,4,74,4,120,62,34,118,77,0.116883,29,1,1,89,0
317,3,1002,145,0.0265558,1511.32,77.892,0.00124152,1.4069,63,2,16,21,23,3,23,3,46,4,204,173,18,164,73,0.150685,60,3,1,140,0
317,4,1000,30,0.0122095,602.729,44.8449,0.000432,2.3,0,0,8,12,18,4,18,4,39,4,69,39,14,41,77,0.142857,32,5,5,27,0
318,1,997,997,0.836919,19583.9,2910.68,0.0685858,8.95587,52.7925,97,435,655,3386,4,3386,4,3152,4,8929,6091,1991,12839,77,0.25974,3558,467,487,4417,0
318,2,1001,57,0.017088,1124.99,51.5712,0.000789211,2.08772,43,1,13,18,72,4,72,4,74,4,119,61,34,118,77,0.116883,28,1,1,89,0
318,3,1002,153,0.0258057,1251.92,76.4083,0.00134132,1.38562,65,1,15,21,23,3,23,3,46,4,212,181,18,173,73,0.150685,63,3,1,145,0
