Year, NodeId, Gender, HasHIV, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative, HasIntervention(Vaccine48),Vaccinated
1962,1,0,0,78,1,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,0,79,6,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,80,8,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,81,7,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,0,82,2,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,85,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,86,3,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,87,3,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,90,3,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,0,7,7,4,0,5,4,0,0,0,0,0,0,0
1962,1,0,1,1,54,54,0,0,12,11,0,0,0,0,0,0,0
1962,1,0,1,2,46,46,0,0,13,13,0,0,0,0,0,0,0
1962,1,0,1,3,35,35,0,0,8,8,0,0,0,0,0,0,0
1962,1,0,1,4,38,38,0,0,12,12,0,0,0,0,0,0,0
1962,1,0,1,5,38,38,0,0,5,5,0,0,0,0,0,0,0
1962,1,0,1,6,47,47,0,0,11,11,0,0,0,0,0,0,0
1962,1,0,1,7,33,33,0,0,7,7,0,0,0,0,0,0,0
1962,1,0,1,8,25,25,0,0,7,7,0,0,0,0,0,0,0
1962,1,0,1,9,29,29,0,0,11,11,0,0,0,0,0,0,0
1962,1,0,1,10,34,34,0,0,13,13,0,0,0,0,0,0,0
1962,1,0,1,11,30,30,0,0,6,6,0,0,0,0,0,0,0
1962,1,0,1,12,26,26,0,0,3,3,0,0,0,0,0,0,0
1962,1,0,1,13,27,27,0,0,10,10,0,0,0,0,0,0,0
1962,1,0,1,14,26,26,0,0,6,6,0,0,0,0,0,0,0
1962,1,0,1,15,38,38,0,0,6,6,0,0,0,0,0,0,0
1962,1,0,1,16,47,47,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,17,50,50,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,18,35,35,1,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,19,44,44,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,20,45,45,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,21,45,45,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,22,41,41,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,23,37,37,1,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,24,42,42,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,25,38,38,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,26,31,31,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,27,31,31,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,28,38,38,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,29,29,29,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,30,36,36,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,31,33,33,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,32,39,39,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,33,24,24,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,34,18,18,0,0,2,1,0,0,0,0,0,0,0
1962,1,0,1,35,28,28,0,0,1,1,0,0,0,0,0,0,0
1962,1,0,1,36,22,22,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,37,32,32,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,38,24,24,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,39,14,14,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,40,26,26,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,41,23,23,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,42,22,22,0,0,1,1,0,0,0,0,0,0,0
1962,1,0,1,43,22,22,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,44,18,18,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,45,21,21,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,46,24,24,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,47,21,21,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,48,24,24,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,49,14,14,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,50,15,15,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,51,14,14,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,52,10,10,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,53,14,14,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,54,15,15,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,55,16,16,0,0,2,1,0,0,0,0,0,0,0
1962,1,0,1,56,8,8,0,0,1,1,0,0,0,0,0,0,0
1962,1,0,1,57,17,17,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,58,11,11,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,59,11,11,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,60,11,11,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,61,9,9,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,62,6,6,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,63,6,6,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,64,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,65,10,10,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,66,8,8,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,67,7,7,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,68,6,6,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,69,8,8,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,70,5,5,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,71,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,72,5,5,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,73,6,6,0,0,1,1,0,0,0,0,0,0,0
1962,1,0,1,74,6,6,0,0,1,1,0,0,0,0,0,0,0
1962,1,0,1,75,5,5,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,76,5,5,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,77,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,78,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,79,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,80,5,5,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,81,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,82,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,84,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,86,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,88,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,89,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,90,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,91,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,0,354,0,0,0,13,0,0,0,0,0,0,0,0
1962,1,1,0,1,351,0,0,0,2,0,0,0,0,0,0,0,0
1962,1,1,0,2,275,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,3,261,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,4,296,0,0,0,3,0,0,0,0,0,0,0,0
1962,1,1,0,5,303,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,6,283,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,7,226,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,8,221,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,9,240,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,10,219,0,0,0,0,0,0,0,0,0,0,6,0
1962,1,1,0,11,263,0,0,0,0,0,0,0,0,0,0,57,0
1962,1,1,0,12,177,0,0,0,0,0,0,0,0,0,0,34,0
1962,1,1,0,13,183,0,0,0,0,0,0,0,0,0,0,43,0
1962,1,1,0,14,187,0,0,0,0,0,0,0,0,0,0,29,0
1962,1,1,0,15,184,0,0,0,0,0,0,0,0,0,0,37,0
1962,1,1,0,16,181,0,0,0,0,0,0,0,0,0,0,28,0
1962,1,1,0,17,132,0,0,0,1,0,0,0,0,0,0,23,0
1962,1,1,0,18,121,0,0,0,1,0,0,0,0,0,0,21,0
1962,1,1,0,19,147,0,0,0,1,0,0,0,0,0,0,26,0
1962,1,1,0,20,123,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,21,113,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,22,112,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,23,106,0,0,0,2,0,0,0,0,0,0,0,0
1962,1,1,0,24,120,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,25,132,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,26,136,0,0,0,3,0,0,0,0,0,0,0,0
1962,1,1,0,27,108,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,28,110,0,0,0,2,0,0,0,0,0,0,0,0
1962,1,1,0,29,109,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,30,122,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,31,121,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,32,125,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,33,111,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,34,124,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,35,111,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,36,119,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,37,98,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,38,107,0,0,0,2,0,0,0,0,0,0,0,0
1962,1,1,0,39,88,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,40,90,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,41,105,0,0,0,0,0,0,0,0,0,0,21,0
1962,1,1,0,42,75,0,0,0,0,0,0,0,0,0,0,16,0
1962,1,1,0,43,69,0,0,0,0,0,0,0,0,0,0,10,0
1962,1,1,0,44,96,0,0,0,0,0,0,0,0,0,0,18,0
1962,1,1,0,45,87,0,0,0,1,0,0,0,0,0,0,21,0
1962,1,1,0,46,96,0,0,0,2,0,0,0,0,0,0,25,0
1962,1,1,0,47,70,0,0,0,0,0,0,0,0,0,0,14,0
1962,1,1,0,48,80,0,0,0,0,0,0,0,0,0,0,19,0
1962,1,1,0,49,71,0,0,0,0,0,0,0,0,0,0,10,0
1962,1,1,0,50,64,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,51,76,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,52,65,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,53,55,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,54,58,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,55,67,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,56,55,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,57,42,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,58,35,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,59,44,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,60,48,0,0,0,2,0,0,0,0,0,0,0,0
1962,1,1,0,61,44,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,62,38,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,63,34,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,64,46,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,65,29,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,66,38,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,67,28,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,68,18,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,69,23,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,70,27,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,71,28,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,72,13,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,73,17,0,0,0,2,0,0,0,0,0,0,0,0
1962,1,1,0,74,20,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,75,17,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,76,12,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,77,11,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,78,8,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,79,7,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,80,6,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,81,8,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,82,6,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,83,3,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,85,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,86,4,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,88,3,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,90,4,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,91,2,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,0,5,5,2,0,1,1,0,0,0,0,0,0,0
1962,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,14,3,3,2,0,1,1,0,0,0,0,0,0,0
1962,1,1,1,15,11,11,5,0,0,0,0,0,0,0,0,1,0
1962,1,1,1,16,29,29,1,0,0,0,0,0,0,0,0,1,0
1962,1,1,1,17,46,46,2,0,0,0,0,0,0,0,0,1,0
1962,1,1,1,18,41,41,2,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,19,36,36,2,0,1,0,0,0,0,0,0,1,0
1962,1,1,1,20,32,32,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,21,44,44,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,22,44,44,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,23,31,31,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,24,20,20,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,25,27,27,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,26,14,14,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,27,15,15,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,28,14,14,2,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,29,11,11,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,30,8,8,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,31,11,11,2,0,1,0,0,0,0,0,0,0,0
1962,1,1,1,32,7,7,2,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,33,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,34,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,35,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,36,5,5,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,37,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,38,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,39,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,41,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,42,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,45,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,46,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,50,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,53,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,54,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,55,2,2,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,58,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,61,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,63,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,0,340,0,0,0,16,0,0,0,0,0,0,0,0
1962.5,1,0,0,1,300,0,0,0,5,0,0,0,0,0,0,0,0
1962.5,1,0,0,2,185,0,0,0,2,0,0,0,0,0,0,0,0
1962.5,1,0,0,3,202,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,4,204,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,5,209,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,6,196,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,7,203,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,8,153,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,9,174,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,10,175,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,11,179,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,12,157,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,13,134,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,14,136,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,15,151,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,16,127,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,17,131,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,18,133,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,19,119,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,20,113,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,21,116,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,22,109,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,23,107,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,24,106,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,25,112,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,26,109,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,27,112,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,28,74,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,29,105,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,30,93,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,31,89,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,32,84,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,33,69,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,34,71,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,35,92,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,36,81,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,37,72,0,0,0,2,0,0,0,0,0,0,0,0
1962.5,1,0,0,38,70,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,39,70,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,40,62,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,41,77,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,42,65,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,43,68,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,44,52,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,45,74,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,46,64,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,47,57,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,48,66,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,49,51,0,0,0,1,0,0,0,0,0,0,0,0
