Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_previous_num_coital_acts,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_previous_num_coital_acts,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
129,2527,2812.7,0,F,1,1,85,0,0,37.8645,356,1,1,0,0,0,4,1,0,0,0,0,9,0,1,51.2766,479,1,1,0,0,0,4,1,0,0,0,0
130,2541,2937.98,0,F,1,1,15,0,0,27.6522,400,1,1,0,0,0,5,1,0,0,0,0,96,0,1,34.497,355,1,1,0,0,0,6,1,0,0,0,0
131,2548,3000.51,1,F,1,1,3,0,0,49.5857,137,1,0,1,0,0,4,1,0,0,0,0,94,0,1,30.8925,456,1,0,1,0,0,5,1,0,0,0,0
132,2562,2751.26,1,F,1,1,91,0,0,49.5746,640,1,0,1,0,0,3,1,0,0,0,0,58,0,1,28.9268,385,1,0,1,0,0,3,1,0,0,0,0
133,2597,2654.37,0,F,1,1,97,0,0,34.8171,517,1,1,0,0,0,5,1,0,0,0,0,84,0,1,32.8673,393,1,1,0,0,0,5,1,0,0,0,0
134,2625,2637.56,0,F,1,1,28,0,0,44.1262,503,1,1,0,0,0,6,1,0,0,0,0,93,0,1,37.518,489,1,1,0,0,0,5,1,0,0,0,0
135,2667,3266.9,1,F,1,1,56,0,0,34.2839,457,1,0,1,0,0,5,1,0,0,0,0,7,0,1,49.8734,253,1,0,1,0,0,3,1,0,0,0,0
136,2674,3151.03,1,F,1,1,47,0,0,43.249,290,1,0,1,0,0,5,1,0,0,0,0,67,0,1,26.1878,411,1,0,1,0,0,5,1,0,0,0,0
137,2688,2729.97,0,F,1,1,10,0,0,45.0958,319,1,1,0,0,0,3,1,0,0,0,0,93,0,1,37.6906,492,1,1,0,0,0,6,2,0,0,0,0
138,2695,2840.4,0,F,1,1,97,0,0,35.0856,543,1,1,0,0,0,6,2,0,0,0,0,84,0,1,33.1358,419,1,1,0,0,0,6,2,0,0,0,0
139,2758,3244.12,0,F,1,1,26,0,0,23.3479,77,1,1,0,0,0,4,1,0,0,0,0,100,0,1,20.2437,270,1,1,0,0,0,4,1,0,0,0,0
140,2765,2891.05,1,F,1,1,81,0,0,39.058,670,1,0,1,0,0,5,1,0,0,0,0,6,0,1,24.8143,339,1,0,1,0,0,4,1,0,0,0,0
141,2835,3220.83,0,F,1,1,20,0,0,45.9193,427,1,1,0,0,0,3,1,0,0,0,0,41,0,1,16.961,0,1,1,0,0,0,1,1,0,0,0,0
142,2849,3068.83,0,F,1,1,4,0,0,38.9567,492,1,1,0,0,0,5,1,0,0,0,0,82,0,1,29.6087,455,1,1,0,0,0,5,1,0,0,0,0
143,2884,3296.22,0,F,1,1,21,0,0,33.1041,554,1,1,0,0,0,5,1,0,0,0,0,93,0,1,38.2276,501,1,1,0,0,0,7,1,0,0,0,0
144,2912,3015.91,0,F,1,1,81,0,0,39.4608,719,1,1,0,0,0,6,2,0,0,0,0,84,0,1,33.7303,458,1,1,0,0,0,7,1,0,0,0,0
145,2912,3876.01,1,F,1,1,51,0,0,54.1243,405,1,0,1,0,0,4,1,0,0,0,0,66,0,1,33.2249,499,1,0,1,0,0,5,1,0,0,0,0
146,2954,4062.73,1,F,1,1,62,0,0,31.6171,321,1,0,1,0,0,6,1,0,0,0,0,65,0,1,45.8715,482,1,0,1,0,0,5,1,0,0,0,0
147,3017,3312.74,0,F,1,1,91,0,0,50.8212,706,1,1,0,0,0,4,1,0,0,0,0,94,0,1,32.1775,601,1,1,0,0,0,6,1,0,0,0,0
148,3031,3162.33,0,F,1,1,34,0,0,23.9573,244,1,1,0,0,0,4,1,0,0,0,0,9,0,1,52.6574,576,1,1,0,0,0,5,1,0,0,0,0
149,3073,3244.69,0,F,1,1,38,0,0,39.3345,542,1,1,0,0,0,5,1,0,0,0,0,96,0,1,35.9546,497,1,1,0,0,0,7,1,0,0,0,0
150,3087,3372.92,1,F,1,1,44,0,0,33.3991,405,1,0,1,0,0,5,1,0,0,0,0,13,0,1,48.9574,397,1,0,1,0,0,7,1,0,0,0,0
151,3108,3852.49,1,F,1,1,12,0,0,41.4888,387,1,0,1,0,0,6,1,0,0,0,0,27,0,1,20.9757,108,1,0,1,0,0,4,1,0,0,0,0
152,3115,3398.76,1,F,1,1,4,0,0,39.6855,573,1,0,1,0,0,6,1,0,0,0,0,87,0,1,53.748,610,1,0,1,0,0,5,1,0,0,0,0
153,3129,3751.51,0,F,1,1,50,0,0,47.7755,777,1,1,0,0,0,5,1,0,0,0,0,6,0,1,25.8116,388,1,1,0,0,0,5,1,0,0,0,0
154,3150,3497.25,0,F,1,1,81,0,0,40.1128,754,1,1,0,0,0,7,1,0,0,0,0,99,0,1,36.5039,600,1,1,0,0,0,6,1,0,0,0,0
155,3178,3425.94,0,F,1,1,101,0,0,43.2647,523,1,1,0,0,0,3,1,0,0,0,0,37,0,1,23.0727,618,1,1,0,0,0,3,1,0,0,0,0
156,3213,3275.11,0,F,1,1,15,0,0,29.4932,542,1,1,0,0,0,6,1,0,0,0,0,84,0,1,34.555,493,1,1,0,0,0,8,1,0,0,0,0
157,3297,4166.15,1,F,1,1,3,0,0,51.6377,282,1,0,1,0,0,5,1,0,0,0,0,69,0,1,28.3869,439,1,0,1,0,0,6,1,0,0,0,0
158,3339,3363.38,0,F,1,1,33,0,0,34.2366,632,1,1,0,0,0,2,1,0,0,0,0,84,0,1,34.9002,517,1,1,0,0,0,9,2,0,0,0,0
159,3346,3487.4,0,F,1,1,59,0,0,19.1226,359,1,1,0,0,0,2,1,0,0,0,0,41,0,1,18.361,122,1,1,0,0,0,2,1,0,0,0,0
160,3346,4059.17,1,F,1,1,34,0,0,24.8203,286,1,0,1,0,0,5,1,0,0,0,0,90,0,1,42.7533,478,1,0,1,0,0,6,1,0,0,0,0
161,3374,3474.23,0,F,1,1,47,0,0,45.1668,461,1,1,0,0,0,6,1,0,0,0,0,96,0,1,36.7792,553,1,1,0,0,0,8,1,0,0,0,0
162,3388,4208.6,1,F,1,1,17,0,0,42.6323,365,1,0,1,0,0,4,1,0,0,0,0,58,0,1,31.1898,451,1,0,1,0,0,4,1,0,0,0,0
163,3395,3633.13,0,F,1,1,38,0,0,40.2167,598,1,1,0,0,0,6,1,0,0,0,0,66,0,1,34.5482,613,1,1,0,0,0,6,1,0,0,0,0
164,3416,4312.96,1,F,1,1,44,0,0,34.3005,497,1,0,1,0,0,6,1,0,0,0,0,36,0,1,32.2634,802,1,0,1,0,0,5,1,0,0,0,0
165,3444,4247.54,1,F,1,1,15,0,0,30.1261,566,1,0,1,0,0,7,1,0,0,0,0,14,0,1,37.8635,521,1,0,1,0,0,5,1,0,0,0,0
166,3493,3643.17,0,F,1,1,72,0,0,18.0698,0,1,1,0,0,0,1,1,0,0,0,0,37,0,1,23.9357,678,1,1,0,0,0,4,1,0,0,0,0
167,3514,4131.48,1,F,1,1,23,0,0,16.9705,0,1,0,1,0,0,1,1,0,0,0,0,31,0,1,21.9042,166,1,0,1,0,0,2,1,0,0,0,0
168,3528,3861.31,0,F,1,1,28,0,0,46.6001,506,1,1,0,0,0,7,1,0,0,0,0,49,0,1,29.3584,658,1,1,0,0,0,5,1,0,0,0,0
169,3528,3817.04,0,F,1,1,18,0,0,18.6674,0,1,1,0,0,0,1,1,0,0,0,0,87,0,1,54.8795,713,1,1,0,0,0,6,1,0,0,0,0
170,3542,3802.81,1,F,1,1,21,0,0,34.9068,686,1,0,1,0,0,6,1,0,0,0,0,25,0,1,48.0115,794,1,0,1,0,0,3,1,0,0,0,0
171,3542,4525.7,1,F,1,1,33,0,0,34.7928,639,1,0,1,0,0,3,1,0,0,0,0,95,0,1,23.6873,322,1,0,1,0,0,6,1,0,0,0,0
172,3542,4333.23,1,F,1,1,70,0,0,18.2095,0,1,0,1,0,0,1,1,0,0,0,0,9,0,1,54.0574,618,1,0,1,0,0,6,1,0,0,0,0
173,3598,3780.06,0,F,1,1,92,0,0,15.4129,0,1,1,0,0,0,1,1,0,0,0,0,96,0,1,37.3929,584,1,1,0,0,0,9,1,0,0,0,0
174,3626,3861.11,0,F,1,1,4,0,0,41.0855,676,1,1,0,0,0,7,1,0,0,0,0,99,0,1,37.808,728,1,1,0,0,0,7,1,0,0,0,0
175,3626,4625.35,1,F,1,1,26,0,0,25.726,246,1,0,1,0,0,5,1,0,0,0,0,67,0,1,28.796,582,1,0,1,0,0,6,1,0,0,0,0
176,3626,4203.67,1,F,1,1,78,0,0,34.0342,608,1,0,1,0,0,5,1,0,0,0,0,54,0,1,22.6591,312,1,0,1,0,0,2,1,0,0,0,0
177,3640,3962.67,0,F,1,1,101,0,0,44.5304,583,1,1,0,0,0,4,1,0,0,0,0,13,0,1,50.4725,489,1,1,0,0,0,8,1,0,0,0,0
178,3668,3870.57,0,F,1,1,56,0,0,37.0264,668,1,1,0,0,0,6,1,0,0,0,0,41,0,1,19.2432,171,1,1,0,0,0,3,1,0,0,0,0
179,3668,4606.2,1,F,1,1,91,0,0,52.6047,802,1,0,1,0,0,5,1,0,0,0,0,7,0,1,52.6158,464,1,0,1,0,0,4,1,0,0,0,0
180,3696,4034,1,F,1,1,10,0,0,47.8574,328,1,0,1,0,0,4,1,0,0,0,0,94,0,1,34.0377,697,1,0,1,0,0,7,1,0,0,0,0
181,3724,3996.55,0,F,1,1,20,0,0,48.3549,549,1,1,0,0,0,4,1,0,0,0,0,43,0,1,34.3984,659,1,1,0,0,0,4,1,0,0,0,0
182,3801,4003.38,0,F,1,1,81,0,0,41.8964,882,1,1,0,0,0,8,1,0,0,0,0,37,0,1,24.7795,723,1,1,0,0,0,5,1,0,0,0,0
183,3808,3975.21,0,F,1,1,97,0,0,38.1349,582,1,1,0,0,0,7,1,0,0,0,0,96,0,1,37.9683,651,1,1,0,0,0,10,1,0,0,0,0
184,3871,4064.19,0,F,1,1,45,0,0,48.6513,731,1,1,0,0,0,4,1,0,0,0,0,83,0,1,16.5352,0,1,1,0,0,0,1,1,0,0,0,0
185,3878,4599.48,1,F,1,1,52,0,0,33.883,473,1,0,1,0,0,7,1,0,0,0,0,84,0,1,36.3769,524,1,0,1,0,0,10,1,0,0,0,0
186,3885,4696.43,1,F,1,1,57,0,0,18.6679,0,1,0,1,0,0,1,1,0,0,0,0,93,0,1,40.97,633,1,0,1,0,0,8,1,0,0,0,0
187,3927,3991.16,0,F,1,1,85,0,0,41.7001,453,1,1,0,0,0,5,1,0,0,0,0,27,0,1,23.2195,359,1,1,0,0,0,5,1,0,0,0,0
188,4011,4046.81,0,F,1,1,38,0,0,41.9044,680,1,1,0,0,0,7,1,0,0,0,0,37,0,1,25.3549,792,1,1,0,0,0,6,1,0,0,0,0
189,4039,4193.06,0,F,1,1,68,0,0,29.0949,674,1,1,0,0,0,5,1,0,0,0,0,99,0,1,38.9395,813,1,1,0,0,0,8,1,0,0,0,0
190,4053,4867.87,0,F,1,1,50,0,0,50.307,988,1,1,0,0,0,6,1,0,0,0,0,25,0,1,49.4115,882,1,1,0,0,0,4,1,0,0,0,0
191,4053,4808.75,0,F,1,1,92,0,0,16.6594,67,1,1,0,0,0,2,1,0,0,0,0,27,0,1,23.5647,392,1,1,0,0,0,6,2,0,0,0,0
192,4053,4127.3,0,F,1,1,47,0,0,47.0271,492,1,1,0,0,0,7,1,0,0,0,0,96,0,1,38.6395,697,1,1,0,0,0,11,1,0,0,0,0
193,4060,4078.93,0,F,1,1,98,0,0,35.167,1103,1,1,0,0,0,4,1,0,0,0,0,90,0,1,44.7095,697,1,1,0,0,0,7,1,0,0,0,0
194,4067,4513.89,0,F,1,1,18,0,0,20.1441,29,1,1,0,0,0,2,1,0,0,0,0,6,0,1,28.3814,599,1,1,0,0,0,6,1,0,0,0,0
195,4081,4162.03,0,F,1,1,12,0,0,44.1545,638,1,1,0,0,0,7,1,0,0,0,0,37,0,1,25.5467,804,1,1,0,0,0,7,2,0,0,0,0
196,4081,16098.1,2,F,1,1,4,0,0,42.3321,761,1,0,0,1,0,8,1,0,0,0,0,86,0,1,48.5471,482,1,0,0,1,0,2,1,0,0,0,0
197,4088,4956.62,1,F,1,1,45,0,0,49.2458,804,1,0,1,0,0,5,1,0,0,0,0,100,0,1,23.8875,439,1,0,1,0,0,5,1,0,0,0,0
198,4102,4646.07,0,F,1,1,40,0,0,18.3563,0,1,1,0,0,0,1,1,0,0,0,0,13,0,1,51.7383,613,1,1,0,0,0,9,1,0,0,0,0
199,4109,4177.17,0,F,1,1,97,0,0,38.9596,628,1,1,0,0,0,8,1,0,0,0,0,65,0,1,49.0359,855,1,1,0,0,0,6,1,0,0,0,0
200,4116,4297.98,0,F,1,1,20,0,0,49.4289,641,1,1,0,0,0,5,1,0,0,0,0,43,0,1,35.4724,751,1,1,0,0,0,5,1,0,0,0,0
201,4123,4213.24,0,F,1,1,59,0,0,21.2513,408,1,1,0,0,0,3,1,0,0,0,0,94,0,1,35.2076,803,1,1,0,0,0,8,1,0,0,0,0
202,4151,10873.1,2,F,1,1,34,0,0,27.0258,505,1,0,0,1,0,6,1,0,0,0,0,77,0,1,27.8787,304,1,0,0,1,0,3,1,0,0,0,0
203,4158,4658.34,0,F,1,1,72,0,0,19.8918,45,1,1,0,0,0,2,1,0,0,0,0,90,0,1,44.978,701,1,1,0,0,0,8,2,0,0,0,0
204,4179,5298.29,0,F,1,1,70,0,0,19.9547,134,1,1,0,0,0,2,1,0,0,0,0,37,0,1,25.8151,832,1,1,0,0,0,8,3,0,0,0,0
205,4179,4640.67,0,F,1,1,85,0,0,42.3905,486,1,1,0,0,0,6,1,0,0,0,0,65,0,1,49.2277,884,1,1,0,0,0,7,2,0,0,0,0
206,4228,4503.6,0,F,1,1,97,0,0,39.2856,657,1,1,0,0,0,9,2,0,0,0,0,58,0,1,33.4912,706,1,1,0,0,0,5,1,0,0,0,0
207,4228,4345.04,0,F,1,1,28,0,0,48.5179,626,1,1,0,0,0,8,1,0,0,0,0,69,0,1,30.9375,730,1,1,0,0,0,7,1,0,0,0,0
208,4256,4820.49,1,F,1,1,15,0,0,32.3508,844,1,0,1,0,0,8,1,0,0,0,0,66,0,1,36.9071,695,1,0,1,0,0,7,1,0,0,0,0
209,4298,5310.25,1,F,1,1,78,0,0,35.8753,800,1,0,1,0,0,6,1,0,0,0,0,61,0,1,41.5938,914,1,0,1,0,0,2,1,0,0,0,0
210,4326,4672.45,0,F,1,1,81,0,0,43.3348,951,1,1,0,0,0,9,1,0,0,0,0,36,0,1,34.7565,1099,1,1,0,0,0,6,1,0,0,0,0
211,4347,4755.93,0,F,1,1,62,0,0,35.4335,694,1,1,0,0,0,7,1,0,0,0,0,96,0,1,39.445,715,1,1,0,0,0,12,1,0,0,0,0
212,4424,4613.36,1,F,1,1,101,0,0,46.6783,707,1,0,1,0,0,5,1,0,0,0,0,49,0,1,31.8132,778,1,0,1,0,0,6,1,0,0,0,0
213,4431,4634.36,0,F,1,1,17,0,0,45.4898,620,1,1,0,0,0,5,1,0,0,0,0,99,0,1,40.0135,850,1,1,0,0,0,9,1,0,0,0,0
214,4473,4619.01,0,F,1,1,21,0,0,37.4575,774,1,1,0,0,0,7,1,0,0,0,0,16,0,1,16.6443,0,1,1,0,0,0,1,1,0,0,0,0
215,4473,5117.01,1,F,1,1,59,0,0,22.2102,437,1,0,1,0,0,4,1,0,0,0,0,41,0,1,21.4487,244,1,0,1,0,0,4,1,0,0,0,0
216,4536,4567.5,0,F,1,1,10,0,0,50.1588,434,1,1,0,0,0,5,1,0,0,0,0,58,0,1,34.335,800,1,1,0,0,0,6,1,0,0,0,0
217,4536,4896.99,0,F,1,1,98,0,0,36.4711,1107,1,1,0,0,0,5,1,0,0,0,0,83,0,1,18.3571,73,1,1,0,0,0,2,1,0,0,0,0
218,4599,5430.8,0,F,1,1,47,0,0,48.523,510,1,1,0,0,0,8,1,0,0,0,0,58,0,1,34.5076,813,1,1,0,0,0,7,2,0,0,0,0
219,4599,5006.1,1,F,1,1,20,0,0,50.7522,694,1,0,1,0,0,6,1,0,0,0,0,54,0,1,25.3248,504,1,0,1,0,0,3,1,0,0,0,0
220,4648,4690.61,0,F,1,1,23,0,0,20.0773,201,1,1,0,0,0,2,1,0,0,0,0,13,0,1,53.2342,801,1,1,0,0,0,10,1,0,0,0,0
221,4676,5451.28,1,F,1,1,28,0,0,49.7453,663,1,0,1,0,0,9,1,0,0,0,0,43,0,1,37.0066,804,1,0,1,0,0,6,1,0,0,0,0
222,4683,5313.94,0,F,1,1,97,0,0,40.5322,751,1,1,0,0,0,10,1,0,0,0,0,49,0,1,32.5228,838,1,1,0,0,0,7,1,0,0,0,0
223,4718,4859.9,0,F,1,1,52,0,0,36.1844,748,1,1,0,0,0,8,1,0,0,0,0,79,0,1,15.5183,0,1,1,0,0,0,1,1,0,0,0,0
224,4767,5571.77,1,F,1,1,81,0,0,44.543,1060,1,0,1,0,0,10,1,0,0,0,0,14,0,1,41.4882,799,1,0,1,0,0,6,1,0,0,0,0
225,4774,4891.65,0,F,1,1,18,0,0,22.0811,173,1,1,0,0,0,3,1,0,0,0,0,93,0,1,43.4056,902,1,1,0,0,0,9,1,0,0,0,0
226,4879,5493.61,0,F,1,1,23,0,0,20.7102,212,1,1,0,0,0,3,1,0,0,0,0,99,0,1,41.2409,920,1,1,0,0,0,10,1,0,0,0,0
227,4956,5039.36,0,F,1,1,26,0,0,29.3698,587,1,1,0,0,0,6,1,0,0,0,0,36,0,1,36.4826,1208,1,1,0,0,0,7,1,0,0,0,0
228,4977,9774.56,2,F,1,1,101,0,0,48.1934,767,1,0,0,1,0,6,1,0,0,0,0,60,0,1,32.1013,338,1,0,0,1,0,3,1,0,0,0,0
229,4984,5266.72,0,F,1,1,40,0,0,20.7728,188,1,1,0,0,0,2,1,0,0,0,0,96,0,1,41.1902,846,1,1,0,0,0,13,1,0,0,0,0
230,4998,5894.82,1,F,1,1,57,0,0,21.7172,269,1,0,1,0,0,2,1,0,0,0,0,69,0,1,33.0471,767,1,0,1,0,0,8,1,0,0,0,0
231,5019,21709.2,2,F,1,1,20,0,0,51.9029,827,1,0,0,1,0,7,1,0,0,0,0,39,0,1,41.7686,479,1,0,0,1,0,5,1,0,0,0,0
232,5026,5111.05,0,F,1,1,18,0,0,22.7715,215,1,1,0,0,0,4,1,0,0,0,0,67,0,1,32.6316,923,1,1,0,0,0,7,1,0,0,0,0
233,5040,5622.98,1,F,1,1,62,0,0,37.3321,825,1,0,1,0,0,8,1,0,0,0,0,94,0,1,37.7199,832,1,0,1,0,0,9,1,0,0,0,0
234,5054,5351.52,0,F,1,1,15,0,0,34.5371,1039,1,1,0,0,0,9,1,0,0,0,0,27,0,1,26.3072,626,1,1,0,0,0,7,1,0,0,0,0
235,5082,6218.14,1,F,1,1,85,0,0,44.8645,645,1,0,1,0,0,7,1,0,0,0,0,6,0,1,31.1622,743,1,0,1,0,0,7,1,0,0,0,0
236,5089,6423.29,0,F,1,1,10,0,0,51.6739,447,1,1,0,0,0,6,1,0,0,0,0,66,0,1,39.1893,890,1,1,0,0,0,8,1,0,0,0,0
237,5110,5845.77,1,F,1,1,44,0,0,38.9416,794,1,0,1,0,0,7,1,0,0,0,0,31,0,1,26.2768,367,1,0,1,0,0,3,1,0,0,0,0
238,5110,5310.83,1,F,1,1,45,0,0,52.0458,1108,1,0,1,0,0,6,1,0,0,0,0,84,0,1,39.7522,799,1,0,1,0,0,11,1,0,0,0,0
239,5145,6446.99,1,F,1,1,17,0,0,47.446,690,1,0,1,0,0,6,1,0,0,0,0,16,0,1,18.4854,41,1,0,1,0,0,2,1,0,0,0,0
240,5187,5450.25,0,F,1,1,26,0,0,30.0027,616,1,1,0,0,0,7,1,0,0,0,0,24,0,1,17.5744,0,1,1,0,0,0,1,1,0,0,0,0
241,5264,5386.68,1,F,1,1,56,0,0,41.399,741,1,0,1,0,0,7,1,0,0,0,0,65,0,1,52.2003,1043,1,0,1,0,0,8,1,0,0,0,0
242,5278,5454.28,0,F,1,1,52,0,0,37.7187,786,1,1,0,0,0,9,1,0,0,0,0,79,0,1,17.0525,38,1,1,0,0,0,2,1,0,0,0,0
243,5299,6143.57,0,F,1,1,35,0,0,15.49,0,1,1,0,0,0,1,1,0,0,0,0,83,0,1,20.4475,198,1,1,0,0,0,3,1,0,0,0,0
244,5313,5606.99,0,F,1,1,59,0,0,24.5116,666,1,1,0,0,0,5,1,0,0,0,0,100,0,1,27.2437,743,1,1,0,0,0,6,1,0,0,0,0
245,5362,6520.64,1,F,1,1,68,0,0,32.7196,711,1,0,1,0,0,6,1,0,0,0,0,95,0,1,28.6736,649,1,0,1,0,0,7,1,0,0,0,0
246,5376,5499.2,0,F,1,1,98,0,0,38.7725,1232,1,1,0,0,0,6,1,0,0,0,0,54,0,1,27.4536,637,1,1,0,0,0,4,1,0,0,0,0
247,5425,6032.91,1,F,1,1,48,0,0,19.6389,0,1,0,1,0,0,1,1,0,0,0,0,25,0,1,53.1704,1170,1,0,1,0,0,5,1,0,0,0,0
248,5432,6192.1,1,F,1,1,50,0,0,54.0851,1276,1,0,1,0,0,7,1,0,0,0,0,37,0,1,29.248,1182,1,0,1,0,0,9,1,0,0,0,0
249,5439,5717.59,0,F,1,1,12,0,0,47.8751,666,1,1,0,0,0,8,1,0,0,0,0,36,0,1,37.8059,1237,1,1,0,0,0,8,1,0,0,0,0
250,5439,6015.63,0,F,1,1,40,0,0,22.0194,278,1,1,0,0,0,3,1,0,0,0,0,67,0,1,33.7631,960,1,1,0,0,0,8,1,0,0,0,0
251,5439,5484.14,0,F,1,1,73,0,0,15.8904,0,1,1,0,0,0,1,1,0,0,0,0,41,0,1,24.0952,473,1,1,0,0,0,5,1,0,0,0,0
252,5439,5641.65,1,F,1,1,56,0,0,41.8784,789,1,0,1,0,0,8,2,0,0,0,0,49,0,1,34.594,1056,1,0,1,0,0,8,1,0,0,0,0
253,5460,6682.55,0,F,1,1,8,0,0,54.0422,939,1,1,0,0,0,4,1,0,0,0,0,96,0,1,42.4943,936,1,1,0,0,0,14,1,0,0,0,0
254,5460,5472.48,0,F,1,1,15,0,0,35.6494,1131,1,1,0,0,0,10,1,0,0,0,0,84,0,1,40.7111,848,1,1,0,0,0,12,1,0,0,0,0
255,5467,5603.66,0,F,1,1,78,0,0,39.0781,1136,1,1,0,0,0,7,1,0,0,0,0,27,0,1,27.4387,718,1,1,0,0,0,8,1,0,0,0,0
256,5544,6492.3,0,F,1,1,18,0,0,24.1907,252,1,1,0,0,0,5,1,0,0,0,0,61,0,1,45.0075,1250,1,1,0,0,0,3,1,0,0,0,0
257,5544,6072.44,1,F,1,1,45,0,0,53.2349,1157,1,0,1,0,0,7,1,0,0,0,0,65,0,1,52.9674,1091,1,0,1,0,0,9,1,0,0,0,0
258,5551,5889.93,0,F,1,1,47,0,0,51.1312,805,1,1,0,0,0,9,1,0,0,0,0,43,0,1,39.4039,1022,1,1,0,0,0,7,1,0,0,0,0
259,5579,6913.4,1,F,1,1,23,0,0,22.628,408,1,0,1,0,0,4,1,0,0,0,0,58,0,1,37.1926,1108,1,0,1,0,0,8,1,0,0,0,0
260,5593,6684.65,1,F,1,1,26,0,0,31.115,696,1,0,1,0,0,8,1,0,0,0,0,84,0,1,41.0755,853,1,0,1,0,0,13,2,0,0,0,0
261,5642,6205.69,0,F,1,1,63,0,0,33.5721,1413,1,1,0,0,0,4,1,0,0,0,0,24,0,1,18.8209,80,1,1,0,0,0,2,1,0,0,0,0
262,5691,6353.07,1,F,1,1,70,0,0,24.0972,484,1,0,1,0,0,3,1,0,0,0,0,27,0,1,28.0524,760,1,0,1,0,0,9,1,0,0,0,0
263,5705,5708.54,0,F,1,1,29,0,0,20.1289,0,1,1,0,0,0,1,1,0,0,0,0,99,0,1,43.5039,1116,1,1,0,0,0,11,1,0,0,0,0
264,5712,5854.86,0,F,1,1,97,0,0,43.3514,969,1,1,0,0,0,11,1,0,0,0,0,41,0,1,24.8432,488,1,1,0,0,0,6,1,0,0,0,0
265,5803,5876.91,0,F,1,1,92,0,0,21.454,301,1,1,0,0,0,3,1,0,0,0,0,79,0,1,18.4909,108,1,1,0,0,0,3,1,0,0,0,0
266,5824,5882.15,0,F,1,1,59,0,0,25.9116,771,1,1,0,0,0,6,1,0,0,0,0,54,0,1,28.681,676,1,1,0,0,0,5,1,0,0,0,0
267,5831,6692.14,0,F,1,1,12,0,0,48.949,748,1,1,0,0,0,9,1,0,0,0,0,100,0,1,28.6629,848,1,1,0,0,0,7,1,0,0,0,0
268,5845,6142.25,0,F,1,1,33,0,0,41.1024,966,1,1,0,0,0,4,1,0,0,0,0,14,0,1,44.4416,1062,1,1,0,0,0,7,1,0,0,0,0
269,5873,5874.7,0,F,1,1,15,0,0,36.7809,1136,1,1,0,0,0,11,1,0,0,0,0,36,0,1,38.9949,1319,1,1,0,0,0,9,1,0,0,0,0
270,5887,6023.9,0,F,1,1,21,0,0,41.3315,815,1,1,0,0,0,8,1,0,0,0,0,37,0,1,30.4946,1271,1,1,0,0,0,10,1,0,0,0,0
271,5915,6294.94,1,F,1,1,81,0,0,47.6882,1323,1,0,1,0,0,11,1,0,0,0,0,31,0,1,28.4823,647,1,0,1,0,0,4,1,0,0,0,0
272,6013,6274.2,0,F,1,1,15,0,0,37.1645,1140,1,1,0,0,0,12,2,0,0,0,0,99,0,1,44.3478,1118,1,1,0,0,0,12,1,0,0,0,0
273,6034,6513.55,0,F,1,1,30,0,0,17.6275,0,1,1,0,0,0,1,1,0,0,0,0,41,0,1,25.7254,544,1,1,0,0,0,7,1,0,0,0,0
274,6083,9232.22,2,F,1,1,42,0,0,18.042,0,1,0,0,1,0,1,1,0,0,0,0,82,0,1,38.469,536,1,0,0,1,0,6,1,0,0,0,0
275,6104,6976.43,1,F,1,1,73,0,0,17.7123,15,1,0,1,0,0,2,1,0,0,0,0,69,0,1,36.0773,1085,1,0,1,0,0,9,1,0,0,0,0
276,6111,6193.78,0,F,1,1,40,0,0,23.8605,464,1,1,0,0,0,4,1,0,0,0,0,36,0,1,39.647,1323,1,1,0,0,0,10,1,0,0,0,0
277,6132,7043.82,0,F,1,1,52,0,0,40.0584,856,1,1,0,0,0,10,1,0,0,0,0,79,0,1,19.3922,145,1,1,0,0,0,4,1,0,0,0,0
278,6160,6493.02,1,F,1,1,28,0,0,53.8111,881,1,0,1,0,0,10,1,0,0,0,0,39,0,1,44.8947,864,1,0,1,0,0,6,1,0,0,0,0
279,6167,6506.75,0,F,1,1,21,0,0,42.0986,872,1,1,0,0,0,9,1,0,0,0,0,54,0,1,29.6207,692,1,1,0,0,0,6,1,0,0,0,0
280,6188,6842.29,1,F,1,1,38,0,0,47.8688,692,1,0,1,0,0,8,1,0,0,0,0,105,0,1,14.7671,0,1,0,1,0,0,1,1,0,0,0,0
281,6230,6600.7,0,F,1,1,98,0,0,41.1122,1271,1,1,0,0,0,7,1,0,0,0,0,96,0,1,44.6039,1047,1,1,0,0,0,15,1,0,0,0,0
