Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG,AvgOocystDurationDays,AvgNumSporozoitesPerVector,NumVectorsWithSporozoites_AA,NumVectorsWithSporozoites_GG,NumVectorsWithSporozoites_Other
220,340461476,X-a1:X-a2,3436,144,378,2914,2310,23660,78900,11,24751.1,76,81,2
220,340461476,X-a2:X-a1,3354,152,375,2827,2180,24148,81400,11,22287.3,81,87,2
220,340461476,X-a2:X-a2,3411,95,427,2889,2258,23864,79000,12.1739,24153.7,45,60,2
221,340461476,X-a1:X-a1,3348,163,312,2873,2268,24384,82300,9.69565,24021.6,71,108,5
221,340461476,X-a1:X-a2,3451,137,364,2950,2294,23631,76100,11,25048.7,75,73,2
221,340461476,X-a2:X-a1,3340,153,360,2827,2187,24107,83250,11,23912.3,79,89,2
221,340461476,X-a2:X-a2,3422,94,414,2914,2196,23724,77750,12.0588,24190.9,41,62,2
222,340461476,X-a1:X-a1,3336,155,331,2850,2328,24486,81500,9.5,24775,69,103,4
222,340461476,X-a1:X-a2,3445,143,343,2959,2339,23475,81100,11,26273.9,75,79,2
222,340461476,X-a2:X-a1,3333,155,380,2798,2239,24090,82000,11,22969.7,81,90,3
222,340461476,X-a2:X-a2,3380,103,409,2868,2186,23661,85600,12.2857,23947.1,47,66,4
223,340461476,X-a1:X-a1,3352,153,357,2842,2284,24422,82350,8.95455,25312.9,68,104,4
223,340461476,X-a1:X-a2,3445,139,366,2940,2383,23461,81350,11,24429,70,81,4
223,340461476,X-a2:X-a1,3334,159,384,2791,2235,24063,81150,11,22618.5,82,91,3
223,340461476,X-a2:X-a2,3339,107,404,2828,2196,23792,79150,11.8182,25595.2,45,71,5
224,340461476,X-a1:X-a1,3394,150,368,2876,2275,24430,81150,9.125,25519.9,67,102,5
224,340461476,X-a1:X-a2,3435,140,380,2915,2366,23456,75900,11,23584.5,69,83,3
224,340461476,X-a2:X-a1,3307,151,393,2763,2297,24065,81300,11,21309.2,80,86,3
224,340461476,X-a2:X-a2,3382,100,429,2853,2170,23701,76350,12.7143,23715.5,47,63,4
225,340461476,X-a1:X-a1,3357,150,369,2838,2347,24467,80875,9.125,24905.2,67,103,6
225,340461476,X-a1:X-a2,3453,141,418,2894,2339,23547,79275,11,24380.8,68,86,3
225,340461476,X-a2:X-a1,3318,146,384,2788,2304,24261,80075,11,21754.2,75,85,3
225,340461476,X-a2:X-a2,3350,103,442,2805,2200,23732,81875,12,25845.9,48,66,4
226,340461476,X-a1:X-a1,3417,147,374,2896,2294,24444,81475,9.26923,23821.3,65,99,5
226,340461476,X-a1:X-a2,3449,137,427,2885,2325,23501,80975,11,24007.9,64,85,4
226,340461476,X-a2:X-a1,3390,146,408,2836,2304,24096,82925,11,22230,76,84,3
226,340461476,X-a2:X-a2,3329,104,438,2787,2281,23803,78625,12.7727,25751.9,51,62,2
227,340461476,X-a1:X-a1,3406,139,400,2867,2332,24386,80300,8.71429,21620.8,58,96,4
227,340461476,X-a1:X-a2,3457,132,449,2876,2266,23587,78500,11,24171.4,66,76,2
227,340461476,X-a2:X-a1,3393,143,427,2823,2262,24177,80550,11,22296,71,84,2
227,340461476,X-a2:X-a2,3294,101,452,2741,2310,23816,78150,11.75,25876.7,48,62,2
228,340461476,X-a1:X-a1,3418,139,414,2865,2362,24362,83475,9,21629.1,55,98,3
228,340461476,X-a1:X-a2,3505,127,485,2893,2237,23487,81075,11,23395.8,59,79,2
228,340461476,X-a2:X-a1,3415,128,468,2819,2285,24101,81575,11,20844.5,63,77,2
228,340461476,X-a2:X-a2,3282,101,443,2738,2326,23813,79775,12.3125,24931.2,49,61,2
229,340461476,X-a1:X-a1,3457,140,428,2889,2302,24402,78500,8.80769,22744.1,55,99,2
229,340461476,X-a1:X-a2,3465,119,513,2833,2283,23519,78650,11,21939.7,59,69,2
229,340461476,X-a2:X-a1,3426,129,496,2801,2290,24251,81600,11,22103.6,61,81,2
229,340461476,X-a2:X-a2,3309,100,468,2741,2316,23818,78050,11.7143,24815.2,45,64,1
230,340461476,X-a1:X-a1,3486,148,461,2877,2302,24251,82775,8.625,24920.3,53,107,2
230,340461476,X-a1:X-a2,3469,123,532,2814,2197,23498,81375,11,21611.6,61,74,2
230,340461476,X-a2:X-a1,3428,131,537,2760,2309,24373,79825,11,22494.3,63,80,2
230,340461476,X-a2:X-a2,3356,97,483,2776,2217,23874,79625,11.4615,23630.1,46,61,2
231,340461476,X-a1:X-a1,3491,153,501,2837,2317,24319,83775,8.78947,24912.2,53,112,2
231,340461476,X-a1:X-a2,3490,125,560,2805,2184,23520,83025,11,20161.1,61,76,2
231,340461476,X-a2:X-a1,3389,127,559,2703,2317,24344,83025,11,21321,61,76,2
231,340461476,X-a2:X-a2,3372,101,523,2748,2237,23896,77075,13.0526,23460.3,51,61,2
232,340461476,X-a1:X-a1,3517,149,529,2839,2287,24546,83050,8.6,22926.6,49,111,2
232,340461476,X-a1:X-a2,3487,121,592,2774,2160,23680,81850,11,20412.8,57,76,2
232,340461476,X-a2:X-a1,3432,128,603,2701,2234,24489,85300,11,22173.6,63,75,2
232,340461476,X-a2:X-a2,3404,94,557,2753,2249,23767,77100,11.5625,23667.3,48,57,3
233,340461476,X-a1:X-a1,3484,152,571,2761,2331,24502,82300,9,22387.3,49,111,2
233,340461476,X-a1:X-a2,3470,116,603,2751,2128,23727,82050,11,22533.8,56,74,3
233,340461476,X-a2:X-a1,3388,132,628,2628,2244,24411,79350,11,22191.9,65,77,3
233,340461476,X-a2:X-a2,3403,98,596,2709,2254,23573,81200,11.4,23503.9,49,61,3
234,340461476,X-a1:X-a1,3483,156,606,2721,2352,24547,81275,9.2,23033.8,57,109,2
234,340461476,X-a1:X-a2,3398,124,649,2625,2140,23789,81225,11,22918.6,60,79,3
234,340461476,X-a2:X-a1,3355,131,657,2567,2293,24334,83325,11,24251,63,77,4
234,340461476,X-a2:X-a2,3357,94,639,2624,2263,23539,78775,11.5,25986.1,45,61,5
235,340461476,X-a1:X-a1,3519,160,638,2721,2315,24500,82075,9,24726.1,55,112,2
235,340461476,X-a1:X-a2,3375,118,663,2594,2163,23724,81075,11,22207.1,58,73,3
235,340461476,X-a2:X-a1,3332,128,681,2523,2227,24415,84175,11,23616.7,65,72,4
235,340461476,X-a2:X-a2,3353,96,683,2574,2329,23421,75975,12.125,26200.9,45,62,4
236,340461476,X-a1:X-a1,3485,163,721,2601,2400,24326,81450,8.72,24702.9,56,117,3
236,340461476,X-a1:X-a2,3333,137,703,2493,2186,23841,82950,11,23746.9,65,85,4
236,340461476,X-a2:X-a1,3280,127,725,2428,2259,24518,77650,11,23536,67,73,5
236,340461476,X-a2:X-a2,3359,97,713,2549,2250,23317,80650,12.0435,27173,45,62,2
237,340461476,X-a1:X-a1,3486,172,735,2579,2368,24405,81300,9.05405,25868.4,62,120,2
237,340461476,X-a1:X-a2,3320,133,755,2432,2166,24031,82650,11,23273.9,65,80,4
237,340461476,X-a2:X-a1,3310,138,728,2444,2281,24370,82550,11,23116,67,83,5
237,340461476,X-a2:X-a2,3384,99,755,2530,2236,23480,80600,11.6667,25416.9,46,66,2
238,340461476,X-a1:X-a1,3528,182,782,2564,2346,24259,79575,9.23077,26259.5,63,133,3
238,340461476,X-a1:X-a2,3300,131,793,2376,2234,23944,79375,11,21845.9,67,76,5
238,340461476,X-a2:X-a1,3380,149,763,2468,2334,24228,82375,11,23795.6,72,91,6
238,340461476,X-a2:X-a2,3413,107,783,2523,2203,23461,74075,11.8077,25656.9,48,74,2
239,340461476,X-a1:X-a1,3501,190,819,2492,2390,24224,80600,9.04651,26462.4,67,136,3
239,340461476,X-a1:X-a2,3280,142,827,2311,2232,23975,82500,11,23283.6,73,82,2
239,340461476,X-a2:X-a1,3367,149,808,2410,2380,24321,76800,11,23911.6,83,84,7
239,340461476,X-a2:X-a2,3430,106,848,2476,2127,23415,79900,11.5,24122.7,43,77,2
240,340461476,X-a1:X-a1,3565,200,846,2519,2406,24111,79950,8.87805,25545.5,73,143,3
240,340461476,X-a1:X-a2,3301,145,858,2298,2204,24075,83700,11,22509.2,75,81,2
240,340461476,X-a2:X-a1,3362,155,837,2370,2403,24041,82650,11,24957.4,76,98,7
240,340461476,X-a2:X-a2,3386,112,889,2385,2119,23515,81400,11.7059,23459.4,43,80,1
241,340461476,X-a1:X-a1,3577,211,883,2483,2375,24054,82700,9,26759.1,70,154,4
241,340461476,X-a1:X-a2,3320,145,910,2265,2178,24271,81850,11,22455.2,71,85,3
241,340461476,X-a2:X-a1,3440,155,892,2393,2340,24157,81100,11,23912.3,77,92,5
241,340461476,X-a2:X-a2,3367,113,938,2316,2183,23640,76650,11.3871,24044.1,43,85,2
242,340461476,X-a1:X-a1,3546,230,922,2394,2370,24094,82050,8.85714,27430.5,81,163,2
242,340461476,X-a1:X-a2,3291,142,924,2225,2194,24169,83700,11,23102.9,73,86,5
242,340461476,X-a2:X-a1,3492,155,972,2365,2325,24140,78500,11,24825.1,83,85,5
242,340461476,X-a2:X-a2,3309,114,965,2230,2255,23428,80650,12.0385,23010.2,44,82,3
243,340461476,X-a1:X-a1,3590,235,970,2385,2351,24028,76075,8.83721,25975.6,81,167,2
243,340461476,X-a1:X-a2,3263,147,959,2157,2175,24183,79225,11,24417.8,70,96,5
243,340461476,X-a2:X-a1,3496,169,1015,2312,2267,24191,77775,11,24344.1,89,91,5
243,340461476,X-a2:X-a2,3280,117,1024,2139,2336,23384,79925,11.7,25672,44,87,3
244,340461476,X-a1:X-a1,3621,253,1019,2349,2321,23972,84975,8.69231,25618.1,84,184,2
244,340461476,X-a1:X-a2,3263,151,1012,2100,2207,24284,83375,11,26380.4,72,98,6
244,340461476,X-a2:X-a1,3498,189,1059,2250,2240,24188,80575,11,25350.5,97,105,7
244,340461476,X-a2:X-a2,3258,127,1040,2091,2321,23603,76875,11.6,25490.8,43,98,7
245,340461476,X-a1:X-a1,3627,280,1048,2299,2269,24178,81325,9.17391,27003.9,93,205,3
245,340461476,X-a1:X-a2,3245,167,1016,2062,2225,24223,82625,11,28932.3,87,101,7
245,340461476,X-a2:X-a1,3407,189,1082,2136,2323,24109,77325,11,24945.9,96,108,5
245,340461476,X-a2:X-a2,3264,138,1073,2053,2349,23419,78425,11.931,23534.4,45,105,8
246,340461476,X-a1:X-a1,3598,287,1099,2212,2302,24057,79725,8.72222,25337.8,88,215,5
246,340461476,X-a1:X-a2,3250,178,1032,2040,2227,24120,83275,11,28407.6,92,112,8
246,340461476,X-a2:X-a1,3433,197,1099,2137,2296,23948,76425,11,26939.3,103,113,10
246,340461476,X-a2:X-a2,3326,141,1143,2042,2332,23379,81375,11.75,22134.3,48,105,7
247,340461476,X-a1:X-a1,3613,297,1129,2187,2360,23897,86275,9.18182,27355.8,95,219,6
247,340461476,X-a1:X-a2,3256,197,1061,1998,2283,24217,82575,11,28181.5,94,130,9
247,340461476,X-a2:X-a1,3412,194,1132,2086,2315,23726,78925,11,26981.8,104,111,11
247,340461476,X-a2:X-a2,3350,158,1168,2024,2256,23464,77025,11.75,24423.3,55,120,9
248,340461476,X-a1:X-a1,3590,313,1141,2136,2332,24080,80350,8.875,26381.2,95,238,5
248,340461476,X-a1:X-a2,3287,206,1083,1998,2242,24253,81250,11,28331,104,131,11
248,340461476,X-a2:X-a1,3443,198,1174,2071,2322,23719,77100,11,26701.1,106,114,12
248,340461476,X-a2:X-a2,3344,177,1181,1986,2194,23460,78900,12.0526,27263.4,65,132,11
249,340461476,X-a1:X-a1,3536,313,1163,2060,2326,24129,78200,8.9079,26323.8,98,238,6
249,340461476,X-a1:X-a2,3278,220,1131,1927,2239,24286,83800,11,28105,115,141,15
249,340461476,X-a2:X-a1,3438,204,1189,2045,2298,23666,77750,11,26383.5,101,124,13
249,340461476,X-a2:X-a2,3382,188,1214,1980,2195,23528,81250,11.6585,26750.5,68,144,10
250,340461476,X-a1:X-a1,3535,325,1171,2039,2255,24107,85200,8.72152,26175.4,104,251,6
250,340461476,X-a1:X-a2,3270,227,1152,1891,2189,24423,81150,11,28357.8,120,147,18
250,340461476,X-a2:X-a1,3409,219,1225,1965,2331,23584,82200,11,27489.5,104,138,12
250,340461476,X-a2:X-a2,3367,190,1258,1919,2176,23481,78350,11.2432,25727.3,56,154,9
251,340461476,X-a1:X-a1,3562,331,1203,2028,2212,24216,79500,8.96923,27536.7,111,252,8
251,340461476,X-a1:X-a2,3252,231,1163,1858,2176,24289,83050,11,27646.9,123,146,14
251,340461476,X-a2:X-a1,3468,222,1273,1973,2341,23596,76350,11,27414.8,109,136,13
251,340461476,X-a2:X-a2,3350,193,1255,1902,2168,23573,80000,11.5854,26855.7,59,154,9
252,340461476,X-a1:X-a1,3555,366,1218,1971,2295,24116,77825,8.80769,27694.1,121,280,10
252,340461476,X-a1:X-a2,3220,230,1182,1808,2268,24189,83275,11,26071.7,118,150,16
252,340461476,X-a2:X-a1,3446,232,1289,1925,2255,23605,78625,11,28181.6,113,150,15
252,340461476,X-a2:X-a2,3321,210,1271,1840,2225,23631,80675,11.6226,27827.7,68,166,13
253,340461476,X-a1:X-a1,3565,378,1249,1938,2220,24096,84700,9.0125,27119.8,123,297,15
253,340461476,X-a1:X-a2,3258,231,1206,1821,2247,24279,81950,11,26714.8,115,157,18
253,340461476,X-a2:X-a1,3388,249,1317,1822,2253,23724,81450,11,28703.1,128,155,16
253,340461476,X-a2:X-a2,3356,203,1285,1868,2144,23744,79300,11.6818,25919.1,66,162,16
254,340461476,X-a1:X-a1,3525,395,1267,1863,2248,24148,79900,8.99029,27002.4,133,315,19
254,340461476,X-a1:X-a2,3217,255,1218,1744,2295,24292,81850,11,28796,128,171,21
254,340461476,X-a2:X-a1,3424,249,1321,1854,2269,23736,76000,11,28117.6,123,160,17
254,340461476,X-a2:X-a2,3295,222,1297,1776,2141,23721,79650,12.1379,26160.3,83,170,18
255,340461476,X-a1:X-a1,3513,412,1270,1831,2288,24144,79500,9.13889,26976.5,144,326,26
255,340461476,X-a1:X-a2,3257,256,1236,1765,2308,24266,83650,11,29401.5,130,173,21
255,340461476,X-a2:X-a1,3422,267,1340,1815,2212,23642,77850,11,29116,139,176,20
255,340461476,X-a2:X-a2,3262,233,1314,1715,2237,23772,79500,12.0588,27779.5,90,178,18
256,340461476,X-a1:X-a1,3549,417,1285,1847,2267,24172,82100,8.92079,27617.1,140,336,24
256,340461476,X-a1:X-a2,3339,264,1250,1825,2269,24485,83300,11,29112.4,137,174,21
256,340461476,X-a2:X-a1,3374,272,1356,1746,2278,23551,79550,11,30662.4,152,178,22
256,340461476,X-a2:X-a2,3312,253,1314,1745,2231,23784,78350,11.75,29590.2,104,194,23
257,340461476,X-a1:X-a1,3505,429,1297,1779,2326,24297,82300,9.15748,29454,150,348,28
257,340461476,X-a1:X-a2,3334,282,1294,1758,2253,24527,80450,11,29229.8,150,186,24
257,340461476,X-a2:X-a1,3359,275,1356,1728,2281,23640,78500,11,28945.6,151,175,22
257,340461476,X-a2:X-a2,3322,257,1365,1700,2160,23690,78750,12.1194,30818.4,116,198,25
258,340461476,X-a1:X-a1,3486,451,1287,1748,2396,24293,80050,9.25,30774.9,170,361,34
258,340461476,X-a1:X-a2,3332,309,1278,1745,2266,24573,82200,11,29872.2,167,205,27
258,340461476,X-a2:X-a1,3383,282,1379,1722,2283,23574,79050,11,29712.8,155,184,24
258,340461476,X-a2:X-a2,3306,257,1386,1663,2202,23775,78800,11.806,30062.5,113,197,27
259,340461476,X-a1:X-a1,3507,472,1281,1754,2309,24341,82875,9.11258,30962.2,181,382,40
259,340461476,X-a1:X-a2,3321,311,1298,1712,2250,24609,82675,11,31234.2,181,207,33
259,340461476,X-a2:X-a1,3371,286,1382,1703,2278,23497,80275,11,30918.5,157,186,23
259,340461476,X-a2:X-a2,3334,269,1365,1700,2245,23624,76775,11.8769,29366.8,125,203,30
260,340461476,X-a1:X-a1,3535,483,1307,1745,2333,24226,83400,9.17073,30940.4,192,384,40
260,340461476,X-a1:X-a2,3363,324,1318,1721,2208,24588,81250,11,32411.4,192,218,34
260,340461476,X-a2:X-a1,3388,297,1382,1709,2275,23510,80700,11,30445.1,168,192,26
260,340461476,X-a2:X-a2,3350,279,1391,1680,2214,23484,80350,11.9868,28522.6,126,211,29
261,340461476,X-a1:X-a1,3540,496,1303,1741,2284,24321,78900,9.26316,31429.9,201,390,44
261,340461476,X-a1:X-a2,3292,319,1322,1651,2280,24371,80100,11,32303.5,184,218,34
261,340461476,X-a2:X-a1,3380,320,1372,1688,2222,23590,80200,11,32256.5,183,210,31
261,340461476,X-a2:X-a2,3340,293,1409,1638,2257,23563,77100,11.9438,29092.1,137,223,31
262,340461476,X-a1:X-a1,3539,498,1299,1742,2241,24139,79625,9.05344,32709.4,206,393,45
262,340461476,X-a1:X-a2,3326,335,1332,1659,2260,24314,83325,11,33449.3,190,236,36
262,340461476,X-a2:X-a1,3372,337,1365,1670,2199,23600,77725,11,31731.7,189,222,33
262,340461476,X-a2:X-a2,3322,290,1374,1658,2276,23435,77425,11.8966,29891.7,143,222,29
263,340461476,X-a1:X-a1,3500,493,1331,1676,2306,24167,82200,9.16667,32080.8,209,388,48
263,340461476,X-a1:X-a2,3306,320,1315,1671,2338,24504,82750,11,33179.5,182,228,37
263,340461476,X-a2:X-a1,3399,347,1355,1697,2209,23646,82050,11,31145.4,189,235,29
263,340461476,X-a2:X-a2,3358,284,1399,1675,2256,23587,79900,12.1852,32125.2,153,216,29
264,340461476,X-a1:X-a1,3539,518,1287,1734,2291,24147,79950,9.03311,31737.4,213,404,45
264,340461476,X-a1:X-a2,3324,324,1344,1656,2319,24429,81300,11,34263.2,190,235,43
264,340461476,X-a2:X-a1,3396,347,1347,1702,2233,23778,80200,11,31479.3,186,248,31
264,340461476,X-a2:X-a2,3300,277,1385,1638,2265,23635,77350,11.7975,34255.2,146,217,32
265,340461476,X-a1:X-a1,3487,518,1304,1665,2334,24215,81525,9.23134,31083.5,219,401,46
265,340461476,X-a1:X-a2,3329,339,1317,1673,2316,24249,83725,11,33417,193,243,47
265,340461476,X-a2:X-a1,3384,349,1349,1686,2251,23781,73475,11,31348.8,195,253,34
265,340461476,X-a2:X-a2,3328,292,1384,1652,2240,23406,74775,11.7125,32181.6,149,228,38
266,340461476,X-a1:X-a1,3512,504,1347,1661,2353,24195,82325,8.87,30193.9,212,391,45
266,340461476,X-a1:X-a2,3352,344,1306,1702,2292,24466,83275,11,33341.9,204,252,53
266,340461476,X-a2:X-a1,3373,357,1327,1689,2317,23481,82675,11,31363.5,198,259,35
266,340461476,X-a2:X-a2,3313,298,1376,1639,2276,23354,80825,11.8824,33080.2,152,233,36
267,340461476,X-a1:X-a1,3598,537,1328,1733,2265,24210,80850,9.25625,31493.1,225,414,50
267,340461476,X-a1:X-a2,3398,351,1317,1730,2257,24448,82000,11,34714.6,211,259,55
267,340461476,X-a2:X-a1,3385,370,1347,1668,2246,23572,83350,11,30909.9,209,262,30
267,340461476,X-a2:X-a2,3335,288,1400,1647,2343,23354,77400,11.9194,33099.6,146,229,36
268,340461476,X-a1:X-a1,3565,536,1340,1689,2211,24408,83425,9.15714,31712.9,228,417,56
268,340461476,X-a1:X-a2,3411,368,1298,1745,2246,24497,83775,11,33140.5,212,270,49
268,340461476,X-a2:X-a1,3366,372,1332,1662,2244,23612,74925,11,31987.4,209,263,34
268,340461476,X-a2:X-a2,3358,308,1391,1659,2348,23229,76775,11.744,36110.1,164,250,46
269,340461476,X-a1:X-a1,3569,554,1327,1688,2249,24324,81750,9.17123,30812.6,239,431,60
269,340461476,X-a1:X-a2,3419,369,1308,1742,2224,24627,83150,11,32401.1,213,278,47
269,340461476,X-a2:X-a1,3364,357,1319,1688,2234,23517,82050,11,32138.6,202,254,42
269,340461476,X-a2:X-a2,3373,314,1395,1664,2331,23283,79150,11.956,35028.7,166,253,45
270,340461476,X-a1:X-a1,3563,562,1298,1703,2208,24320,80525,9.125,32017,246,444,64
270,340461476,X-a1:X-a2,3387,390,1291,1706,2263,24537,83375,11,32668.3,225,292,55
270,340461476,X-a2:X-a1,3381,350,1303,1728,2187,23580,81925,11,32406.3,193,248,45
270,340461476,X-a2:X-a2,3419,317,1395,1707,2269,23267,78275,11.7778,34714.9,167,258,51
271,340461476,X-a1:X-a1,3546,584,1280,1682,2221,24274,82625,9.23429,31991.5,259,466,68
271,340461476,X-a1:X-a2,3360,397,1294,1669,2306,24602,84475,11,33131.6,225,297,60
271,340461476,X-a2:X-a1,3322,338,1306,1678,2244,23653,78425,11,33133.4,192,244,46
271,340461476,X-a2:X-a2,3451,337,1372,1742,2264,23248,80875,11.9027,34628.8,176,275,57
272,340461476,X-a1:X-a1,3483,569,1280,1634,2305,24361,82000,9.27941,32325,267,455,67
272,340461476,X-a1:X-a2,3386,407,1318,1661,2365,24738,81050,11,33572.7,235,302,62
272,340461476,X-a2:X-a1,3367,356,1285,1726,2165,23573,81300,11,32942.3,198,253,45
272,340461476,X-a2:X-a2,3426,329,1394,1703,2231,23513,79850,11.6947,35256.4,168,269,60
273,340461476,X-a1:X-a1,3464,568,1269,1627,2329,24395,80325,9.08947,34373.2,270,455,74
273,340461476,X-a1:X-a2,3370,407,1343,1620,2425,24604,82875,11,34460.2,234,305,60
273,340461476,X-a2:X-a1,3311,364,1282,1665,2194,23563,81475,11,32980.6,205,255,50
273,340461476,X-a2:X-a2,3408,328,1418,1662,2302,23401,77525,11.9333,35105.9,166,273,59
274,340461476,X-a1:X-a1,3432,569,1270,1593,2366,24405,83975,8.89241,33309.5,264,470,77
274,340461476,X-a1:X-a2,3431,409,1332,1690,2395,24635,84675,11,33734.8,235,306,55
274,340461476,X-a2:X-a1,3289,364,1277,1648,2190,23706,76825,11,33299.7,203,261,49
274,340461476,X-a2:X-a2,3389,322,1413,1654,2335,23438,79625,11.843,36769.9,159,272,57
275,340461476,X-a1:X-a1,3450,564,1257,1629,2385,24373,78650,9.10769,33309.4,270,470,75
275,340461476,X-a1:X-a2,3433,404,1322,1707,2374,24629,78050,11,34210.3,246,294,59
275,340461476,X-a2:X-a1,3287,359,1276,1652,2215,23545,82100,11,33673.2,202,257,54
275,340461476,X-a2:X-a2,3410,317,1408,1685,2244,23520,80400,11.8148,34095.7,156,269,56
276,340461476,X-a1:X-a1,3509,568,1244,1697,2387,24379,79850,9.23729,33951.2,273,479,81
276,340461476,X-a1:X-a2,3475,404,1333,1738,2269,24617,80000,11,33257.4,247,296,63
276,340461476,X-a2:X-a1,3266,361,1303,1602,2275,23549,80400,11,33406.6,205,263,56
276,340461476,X-a2:X-a2,3422,343,1445,1634,2225,23609,80650,11.8286,33924.9,167,289,60
277,340461476,X-a1:X-a1,3498,561,1265,1672,2371,24478,82000,9.18248,33063.4,266,476,82
277,340461476,X-a1:X-a2,3509,403,1361,1745,2249,24466,83400,11,32473.6,243,293,60
277,340461476,X-a2:X-a1,3280,353,1309,1618,2304,23454,76900,11,32359.1,206,252,52
277,340461476,X-a2:X-a2,3440,340,1472,1628,2186,23697,80400,12.0625,33968.3,177,279,62
278,340461476,X-a1:X-a1,3489,550,1281,1658,2414,24278,79625,9.10294,32415,258,465,72
278,340461476,X-a1:X-a2,3536,399,1386,1751,2280,24269,79425,11,32381.2,235,296,61
278,340461476,X-a2:X-a1,3313,361,1337,1615,2279,23217,82875,11,31780.3,215,258,54
278,340461476,X-a2:X-a2,3416,337,1454,1625,2215,23752,78075,11.7778,35273.4,187,278,69
279,340461476,X-a1:X-a1,3499,534,1291,1674,2406,24151,81475,9.23529,33726.4,250,456,76
279,340461476,X-a1:X-a2,3530,388,1414,1728,2260,24216,79775,11,33235.1,234,286,62
279,340461476,X-a2:X-a1,3368,365,1359,1644,2261,23527,82775,11,32269.2,215,264,60
279,340461476,X-a2:X-a2,3417,336,1493,1588,2206,23762,82075,12.1613,32904.3,183,273,61
280,340461476,X-a1:X-a1,3548,539,1312,1697,2376,24062,84850,9.12963,32938.2,248,457,71
280,340461476,X-a1:X-a2,3470,390,1430,1650,2320,24061,84000,11,33045.5,237,283,67
280,340461476,X-a2:X-a1,3391,366,1394,1631,2217,23605,78350,11,33069.6,218,264,60
280,340461476,X-a2:X-a2,3392,345,1489,1558,2170,23799,81200,11.8857,31451.2,180,281,65
281,340461476,X-a1:X-a1,3524,518,1309,1697,2420,24143,78675,9.00714,32553.2,230,440,67
281,340461476,X-a1:X-a2,3444,381,1434,1629,2357,24073,80175,11,31620.6,226,283,64
281,340461476,X-a2:X-a1,3431,364,1433,1634,2139,23611,83075,11,34075.5,225,261,68
281,340461476,X-a2:X-a2,3374,342,1528,1504,2168,23851,79075,12.119,32880,184,277,70
282,340461476,X-a1:X-a1,3551,522,1355,1674,2377,24069,81225,9.43787,33682.7,245,437,71
282,340461476,X-a1:X-a2,3466,390,1422,1654,2271,24179,83375,11,31710.7,233,285,66
282,340461476,X-a2:X-a1,3434,386,1487,1561,2214,23663,84525,11,34287.7,232,275,69
282,340461476,X-a2:X-a2,3391,356,1520,1515,2182,23807,83575,11.9923,33078,196,286,76
283,340461476,X-a1:X-a1,3541,513,1373,1655,2345,23950,84925,9.01205,35449.6,247,430,73
283,340461476,X-a1:X-a2,3407,390,1446,1571,2269,24126,84525,11,32095.3,220,294,64
283,340461476,X-a2:X-a1,3360,389,1451,1520,2260,23694,77475,11,32932.5,238,267,69
283,340461476,X-a2:X-a2,3365,361,1513,1491,2176,23777,82275,11.75,33060.1,199,294,74
284,340461476,X-a1:X-a1,3564,510,1414,1640,2334,24173,82625,9.12195,34786.2,248,428,79
284,340461476,X-a1:X-a2,3435,384,1475,1576,2314,24171,79925,11,34459.8,217,295,64
284,340461476,X-a2:X-a1,3342,386,1497,1459,2265,23464,83075,11,32380.6,233,271,66
284,340461476,X-a2:X-a2,3333,361,1516,1456,2216,23841,78575,11.8317,32885.5,194,295,71
285,340461476,X-a1:X-a1,3544,530,1416,1598,2343,24283,81975,9.18378,33708.9,257,444,81
285,340461476,X-a1:X-a2,3449,389,1498,1562,2326,23962,81475,11,34043.3,210,311,65
285,340461476,X-a2:X-a1,3309,388,1522,1399,2293,23545,81525,11,32566.6,239,280,73
285,340461476,X-a2:X-a2,3339,366,1507,1466,2210,23905,80825,11.9623,32811.3,201,301,70
286,340461476,X-a1:X-a1,3505,540,1430,1535,2259,24390,85700,9.14815,34310.7,269,448,89
286,340461476,X-a1:X-a2,3451,397,1543,1511,2295,24101,84000,11,34995.1,230,313,67
286,340461476,X-a2:X-a1,3318,379,1518,1421,2241,23637,79350,11,33542.9,221,293,65
286,340461476,X-a2:X-a2,3329,382,1517,1430,2211,23845,80450,11.635,34045.9,209,314,84
287,340461476,X-a1:X-a1,3493,528,1472,1493,2274,24394,82625,9.00633,33641.4,257,442,78
287,340461476,X-a1:X-a2,3435,390,1559,1486,2358,24139,78675,11,35653.3,228,307,69
287,340461476,X-a2:X-a1,3314,387,1523,1404,2222,23434,81425,11,34245.2,229,294,68
287,340461476,X-a2:X-a2,3317,381,1535,1401,2226,23775,75775,11.8205,34216.6,205,311,84
288,340461476,X-a1:X-a1,3521,547,1501,1473,2252,24426,82550,9.29947,34650.3,273,458,84
288,340461476,X-a1:X-a2,3463,398,1587,1478,2300,24099,80700,11,35410.8,233,310,75
288,340461476,X-a2:X-a1,3278,388,1545,1345,2228,23626,78600,11,33188.3,228,287,61
288,340461476,X-a2:X-a2,3288,389,1553,1346,2193,23672,78050,11.5641,33360.3,200,321,81
289,340461476,X-a1:X-a1,3522,524,1551,1447,2244,24568,84350,8.84868,33886.5,242,440,80
289,340461476,X-a1:X-a2,3478,396,1603,1479,2266,24124,83050,11,35272.6,234,307,73
