Year, NodeId, Gender, MeetsTargetingConfig_1, HasHIV, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative,Num_TRANSITORY,Num_INFORMAL,Num_MARITAL,Num_COMMERCIAL,Num_Concordant_TRANSITORY,Num_Concordant_INFORMAL,Num_Concordant_MARITAL,Num_Concordant_COMMERCIAL
1991.32,1,1,0,1,189,189,0,0,1,1,0,0,0,0,0,0,0,23,0,0,0,23,0
1991.32,1,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1991.32,1,1,1,1,22,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1991.36,1,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,91,0
1991.36,1,0,0,1,193,193,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0
1991.36,1,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
1991.36,1,0,1,1,26,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.36,1,1,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,91,0
1991.36,1,1,0,1,188,188,1,0,1,1,0,0,0,0,0,0,0,25,0,0,0,25,0
1991.36,1,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.36,1,1,1,1,24,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
1991.4,1,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,94,0
1991.4,1,0,0,1,193,193,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0
1991.4,1,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.4,1,0,1,1,26,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.4,1,1,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,94,0
1991.4,1,1,0,1,185,185,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0
1991.4,1,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.4,1,1,1,1,26,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.44,1,0,0,0,592,0,0,0,1,0,0,0,0,0,0,0,0,96,0,0,0,96,0
1991.44,1,0,0,1,193,193,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0
1991.44,1,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.44,1,0,1,1,26,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.44,1,1,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,96,0
1991.44,1,1,0,1,184,184,0,0,1,1,0,0,0,0,0,0,0,26,0,0,0,26,0
1991.44,1,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.44,1,1,1,1,26,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.48,1,0,0,0,591,0,0,0,1,0,0,0,0,0,0,0,0,97,0,0,0,97,0
1991.48,1,0,0,1,190,190,0,0,2,2,0,0,0,0,0,0,0,26,0,0,0,26,0
1991.48,1,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.48,1,0,1,1,27,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1991.48,1,1,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,97,0
1991.48,1,1,0,1,183,183,0,0,1,1,0,0,0,0,0,0,0,26,0,0,0,26,0
1991.48,1,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1991.48,1,1,1,1,26,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1991.52,1,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0
1991.52,1,0,0,1,189,189,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0
1991.52,1,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1991.52,1,0,1,1,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1991.52,1,1,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0
1991.52,1,1,0,1,181,181,0,0,1,1,0,0,0,0,0,0,0,26,0,0,0,26,0
1991.52,1,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1991.52,1,1,1,1,27,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1991.56,1,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0
1991.56,1,0,0,1,189,189,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0
1991.56,1,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1991.56,1,0,1,1,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1991.56,1,1,0,0,529,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,99,0
1991.56,1,1,0,1,179,179,0,0,1,1,0,0,0,0,0,0,0,26,0,0,0,26,0
1991.56,1,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1991.56,1,1,1,1,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1991.6,1,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,101,0
1991.6,1,0,0,1,187,187,0,0,2,2,0,0,0,0,0,0,0,27,0,0,0,27,0
1991.6,1,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.6,1,0,1,1,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1991.6,1,1,0,0,528,0,0,0,1,0,0,0,0,0,0,0,0,101,0,0,0,101,0
1991.6,1,1,0,1,176,176,0,0,1,1,0,0,0,0,0,0,0,27,0,0,0,27,0
1991.6,1,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1991.6,1,1,1,1,30,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.64,1,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,101,0
1991.64,1,0,0,1,186,186,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0
1991.64,1,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.64,1,0,1,1,29,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
1991.64,1,1,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,101,0
1991.64,1,1,0,1,176,176,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0
1991.64,1,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
1991.64,1,1,1,1,30,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.68,1,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,104,0
1991.68,1,0,0,1,183,183,0,0,2,2,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.68,1,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.68,1,0,1,1,30,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.68,1,1,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,104,0
1991.68,1,1,0,1,177,177,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.68,1,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.68,1,1,1,1,30,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.73,1,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,104,0
1991.73,1,0,0,1,183,183,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.73,1,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.73,1,0,1,1,30,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.73,1,1,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,104,0
1991.73,1,1,0,1,177,177,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.73,1,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.73,1,1,1,1,30,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.77,1,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,104,0
1991.77,1,0,0,1,181,181,0,0,1,1,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.77,1,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.77,1,0,1,1,31,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.77,1,1,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,104,0
1991.77,1,1,0,1,177,177,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.77,1,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.77,1,1,1,1,30,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.81,1,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,103,0
1991.81,1,0,0,1,181,181,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.81,1,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.81,1,0,1,1,31,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.81,1,1,0,0,523,0,0,0,1,0,0,0,0,0,0,0,0,103,0,0,0,103,0
1991.81,1,1,0,1,176,176,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.81,1,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.81,1,1,1,1,31,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.85,1,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,104,0
1991.85,1,0,0,1,181,181,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.85,1,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
1991.85,1,0,1,1,31,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.85,1,1,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,104,0
1991.85,1,1,0,1,174,174,0,0,1,1,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.85,1,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.85,1,1,1,1,32,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
1991.89,1,0,0,0,584,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,104,0
1991.89,1,0,0,1,181,181,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.89,1,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
1991.89,1,0,1,1,31,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.89,1,1,0,0,522,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,104,0
1991.89,1,1,0,1,174,174,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0
1991.89,1,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.89,1,1,1,1,32,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
1991.93,1,0,0,0,582,0,0,0,1,0,0,0,0,0,0,0,0,106,0,0,0,106,0
1991.93,1,0,0,1,182,182,1,0,1,1,0,0,0,0,0,0,0,30,0,0,0,30,0
1991.93,1,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
1991.93,1,0,1,1,30,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.93,1,1,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,106,0
1991.93,1,1,0,1,174,174,1,0,1,1,0,0,0,0,0,0,0,30,0,0,0,30,0
1991.93,1,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1991.93,1,1,1,1,32,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
1991.97,1,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,106,0
1991.97,1,0,0,1,180,180,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,30,0
1991.97,1,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
1991.97,1,0,1,1,31,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.97,1,1,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,106,0
1991.97,1,1,0,1,174,174,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0
1991.97,1,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1991.97,1,1,1,1,32,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
