Time,NodeID,Alleles,VectorPopulation,STATE_MALE
102,1,Am,0,0
102,1,Aw,97773,122237
102,1,Bd,0,0
102,1,Bm,0,0
102,1,Bw,97773,122237
102,1,Ce,0,0
102,1,Cm,0,0
102,1,Cw,97773,122237
102,1,X,97773,122237
102,1,Y,0,122237
103,1,Ad,0,238
103,1,Am,0,0
103,1,Aw,97111,121698
103,1,Bd,0,0
103,1,Bm,0,0
103,1,Bw,97111,121698
103,1,Ce,0,0
103,1,Cm,0,0
103,1,Cw,97111,121698
103,1,X,97111,121698
103,1,Y,0,121698
104,1,Ad,0,179
104,1,Am,0,0
104,1,Aw,97045,121816
104,1,Bd,0,0
104,1,Bm,0,0
104,1,Bw,97045,121816
104,1,Ce,0,0
104,1,Cm,0,0
104,1,Cw,97045,121816
104,1,X,97045,121816
104,1,Y,0,121816
105,1,Ad,0,136
105,1,Am,0,0
105,1,Aw,96927,121789
105,1,Bd,0,0
105,1,Bm,0,0
105,1,Bw,96927,121789
105,1,Ce,0,0
105,1,Cm,0,0
105,1,Cw,96927,121789
105,1,X,96927,121789
105,1,Y,0,121789
106,1,Ad,182,325
106,1,Am,0,0
106,1,Aw,97059,121744
106,1,Bd,0,0
106,1,Bm,0,0
106,1,Bw,97059,121744
106,1,Ce,0,0
106,1,Cm,0,0
106,1,Cw,97059,121744
106,1,X,97059,121744
106,1,Y,0,121744
107,1,Ad,326,446
107,1,Am,0,0
107,1,Aw,97362,121911
107,1,Bd,0,0
107,1,Bm,0,0
107,1,Bw,97362,121911
107,1,Ce,0,0
107,1,Cm,0,0
107,1,Cw,97362,121911
107,1,X,97362,121911
107,1,Y,0,121911
108,1,Ad,444,569
108,1,Am,0,0
108,1,Aw,97255,121823
108,1,Bd,0,0
108,1,Bm,0,0
108,1,Bw,97255,121823
108,1,Ce,0,0
108,1,Cm,0,0
108,1,Cw,97255,121823
108,1,X,97255,121823
108,1,Y,0,121823
109,1,Ad,657,785
109,1,Am,0,0
109,1,Aw,97187,121876
109,1,Bd,0,0
109,1,Bm,0,0
109,1,Bw,97187,121876
109,1,Ce,0,0
109,1,Cm,0,0
109,1,Cw,97187,121876
109,1,X,97187,121876
109,1,Y,0,121876
110,1,Ad,838,934
110,1,Am,0,0
110,1,Aw,97308,121956
110,1,Bd,0,0
110,1,Bm,0,0
110,1,Bw,97308,121956
110,1,Ce,0,0
110,1,Cm,0,0
110,1,Cw,97308,121956
110,1,X,97308,121956
110,1,Y,0,121956
111,1,Ad,971,1078
111,1,Am,0,0
111,1,Aw,97368,122045
111,1,Bd,0,0
111,1,Bm,0,0
111,1,Bw,97368,122045
111,1,Ce,0,0
111,1,Cm,0,0
111,1,Cw,97368,122045
111,1,X,97368,122045
111,1,Y,0,122045
112,1,Ad,1139,1256
112,1,Am,0,0
112,1,Aw,97445,121978
112,1,Bd,0,0
112,1,Bm,0,0
112,1,Bw,97445,121978
112,1,Ce,0,0
112,1,Cm,0,0
112,1,Cw,97445,121978
112,1,X,97445,121978
112,1,Y,0,121978
113,1,Ad,1219,1323
113,1,Am,0,0
113,1,Aw,97635,122018
113,1,Bd,0,0
113,1,Bm,0,0
113,1,Bw,97635,122018
113,1,Ce,0,0
113,1,Cm,0,0
113,1,Cw,97635,122018
113,1,X,97635,122018
113,1,Y,0,122018
114,1,Ad,1257,1405
114,1,Am,0,0
114,1,Aw,97559,121611
114,1,Bd,0,0
114,1,Bm,0,0
114,1,Bw,97559,121611
114,1,Ce,0,0
114,1,Cm,0,0
114,1,Cw,97559,121611
114,1,X,97559,121611
114,1,Y,0,121611
115,1,Ad,1312,1509
115,1,Am,0,0
115,1,Aw,97332,121570
115,1,Bd,0,0
115,1,Bm,0,0
115,1,Bw,97332,121570
115,1,Ce,0,0
115,1,Cm,0,0
115,1,Cw,97332,121570
115,1,X,97332,121570
115,1,Y,0,121570
116,1,Ad,1351,1543
116,1,Am,0,0
116,1,Aw,97761,121727
116,1,Bd,0,0
116,1,Bm,0,0
116,1,Bw,97761,121727
116,1,Ce,0,0
116,1,Cm,0,0
116,1,Cw,97761,121727
116,1,X,97761,121727
116,1,Y,0,121727
117,1,Ad,1337,1526
117,1,Am,0,0
117,1,Aw,97466,121476
117,1,Bd,0,0
117,1,Bm,0,0
117,1,Bw,97466,121476
117,1,Ce,0,0
117,1,Cm,0,0
117,1,Cw,97466,121476
117,1,X,97466,121476
117,1,Y,0,121476
118,1,Ad,1393,1560
118,1,Am,0,0
118,1,Aw,97712,121310
118,1,Bd,0,0
118,1,Bm,0,0
118,1,Bw,97712,121310
118,1,Ce,0,0
118,1,Cm,0,0
118,1,Cw,97712,121310
118,1,X,97712,121310
118,1,Y,0,121310
119,1,Ad,1372,1543
119,1,Am,0,0
119,1,Aw,97724,121325
119,1,Bd,0,0
119,1,Bm,0,0
119,1,Bw,97724,121325
119,1,Ce,0,0
119,1,Cm,0,0
119,1,Cw,97724,121325
119,1,X,97724,121325
119,1,Y,0,121325
120,1,Ad,1323,1543
120,1,Am,0,0
120,1,Aw,97767,121752
120,1,Bd,0,0
120,1,Bm,0,0
120,1,Bw,97767,121752
120,1,Ce,0,0
120,1,Cm,0,0
120,1,Cw,97767,121752
120,1,X,97767,121752
120,1,Y,0,121752
121,1,Ad,1276,1528
121,1,Am,0,0
121,1,Aw,97854,121818
121,1,Bd,0,0
121,1,Bm,0,0
121,1,Bw,97854,121818
121,1,Ce,0,0
121,1,Cm,0,0
121,1,Cw,97854,121818
121,1,X,97854,121818
121,1,Y,0,121818
122,1,Ad,1199,1476
122,1,Am,0,0
122,1,Aw,98117,121811
122,1,Bd,0,0
122,1,Bm,0,0
122,1,Bw,98117,121811
122,1,Ce,0,0
122,1,Cm,0,0
122,1,Cw,98117,121811
122,1,X,98117,121811
122,1,Y,0,121811
123,1,Ad,1163,1412
123,1,Am,0,0
123,1,Aw,98064,121687
123,1,Bd,0,0
123,1,Bm,0,0
123,1,Bw,98064,121687
123,1,Ce,0,0
123,1,Cm,0,0
123,1,Cw,98064,121687
123,1,X,98064,121687
123,1,Y,0,121687
124,1,Ad,1089,1335
124,1,Am,0,0
124,1,Aw,97887,121601
124,1,Bd,0,0
124,1,Bm,0,0
124,1,Bw,97887,121601
124,1,Ce,0,0
124,1,Cm,0,0
124,1,Cw,97887,121601
124,1,X,97887,121601
124,1,Y,0,121601
125,1,Ad,1001,1261
125,1,Am,0,0
125,1,Aw,97470,121438
125,1,Bd,0,0
125,1,Bm,0,0
125,1,Bw,97470,121438
125,1,Ce,0,0
125,1,Cm,0,0
125,1,Cw,97470,121438
125,1,X,97470,121438
125,1,Y,0,121438
126,1,Ad,934,1184
126,1,Am,0,0
126,1,Aw,97734,121509
126,1,Bd,0,0
126,1,Bm,0,0
126,1,Bw,97734,121509
126,1,Ce,0,0
126,1,Cm,0,0
126,1,Cw,97734,121509
126,1,X,97734,121509
126,1,Y,0,121509
127,1,Ad,846,1117
127,1,Am,0,0
127,1,Aw,97591,121395
127,1,Bd,0,0
127,1,Bm,0,0
127,1,Bw,97591,121395
127,1,Ce,0,0
127,1,Cm,0,0
127,1,Cw,97591,121395
127,1,X,97591,121395
127,1,Y,0,121395
128,1,Ad,772,1016
128,1,Am,0,0
128,1,Aw,97817,121605
128,1,Bd,0,0
128,1,Bm,0,0
128,1,Bw,97817,121605
128,1,Ce,0,0
128,1,Cm,0,0
128,1,Cw,97817,121605
128,1,X,97817,121605
128,1,Y,0,121605
129,1,Ad,704,946
129,1,Am,0,0
129,1,Aw,97773,121551
129,1,Bd,0,0
129,1,Bm,0,0
129,1,Bw,97773,121551
129,1,Ce,0,0
129,1,Cm,0,0
129,1,Cw,97773,121551
129,1,X,97773,121551
129,1,Y,0,121551
130,1,Ad,621,874
130,1,Am,0,0
130,1,Aw,97922,121661
130,1,Bd,0,0
130,1,Bm,0,0
130,1,Bw,97922,121661
130,1,Ce,0,0
130,1,Cm,0,0
130,1,Cw,97922,121661
130,1,X,97922,121661
130,1,Y,0,121661
131,1,Ad,549,793
131,1,Am,0,0
131,1,Aw,98220,121462
131,1,Bd,0,0
131,1,Bm,0,0
131,1,Bw,98220,121462
131,1,Ce,0,0
131,1,Cm,0,0
131,1,Cw,98220,121462
131,1,X,98220,121462
131,1,Y,0,121462
132,1,Ad,550,761
132,1,Am,7,6
132,1,Aw,98256,121439
132,1,Bd,0,0
132,1,Bm,0,0
132,1,Bw,98259,121440
132,1,Ce,0,0
132,1,Cm,17,7
132,1,Cw,98259,121440
132,1,X,98259,121440
132,1,Y,0,121440
133,1,Ad,529,737
133,1,Am,10,14
133,1,Aw,98221,121345
133,1,Bd,0,0
133,1,Bm,0,0
133,1,Bw,98227,121352
133,1,Ce,0,0
133,1,Cm,30,12
133,1,Cw,98226,121352
133,1,X,98227,121352
133,1,Y,0,121352
134,1,Ad,522,691
134,1,Am,12,23
134,1,Aw,98108,121288
134,1,Bd,0,0
134,1,Bm,0,0
134,1,Bw,98114,121299
134,1,Ce,0,0
134,1,Cm,35,17
134,1,Cw,98114,121299
134,1,X,98114,121299
134,1,Y,0,121299
135,1,Ad,574,723
135,1,Am,28,33
135,1,Aw,97808,121108
135,1,Bd,0,0
135,1,Bm,0,0
135,1,Bw,97820,121125
135,1,Ce,0,0
135,1,Cm,50,37
135,1,Cw,97819,121123
135,1,X,97820,121125
135,1,Y,0,121125
136,1,Ad,591,746
136,1,Am,33,34
136,1,Aw,97841,121224
136,1,Bd,0,0
136,1,Bm,0,0
136,1,Bw,97853,121240
136,1,Ce,0,0
136,1,Cm,59,47
136,1,Cw,97851,121237
136,1,X,97853,121240
136,1,Y,0,121240
137,1,Ad,589,762
137,1,Am,40,45
137,1,Aw,97807,121515
137,1,Bd,0,0
137,1,Bm,0,0
137,1,Bw,97823,121533
137,1,Ce,0,0
137,1,Cm,64,55
137,1,Cw,97821,121531
137,1,X,97823,121533
137,1,Y,0,121533
138,1,Ad,650,794
138,1,Am,55,54
138,1,Aw,97897,121575
138,1,Bd,0,0
138,1,Bm,0,0
138,1,Bw,97922,121600
138,1,Ce,0,0
138,1,Cm,72,75
138,1,Cw,97920,121598
138,1,X,97922,121600
138,1,Y,0,121600
139,1,Ad,697,857
139,1,Am,62,60
139,1,Aw,97694,121566
139,1,Bd,0,0
139,1,Bm,0,0
139,1,Bw,97722,121594
139,1,Ce,0,0
139,1,Cm,76,86
139,1,Cw,97722,121591
139,1,X,97722,121594
139,1,Y,0,121594
140,1,Ad,725,923
140,1,Am,63,67
140,1,Aw,97703,121310
140,1,Bd,0,0
140,1,Bm,0,0
140,1,Bw,97729,121340
140,1,Ce,0,0
140,1,Cm,89,96
140,1,Cw,97729,121337
140,1,X,97729,121340
140,1,Y,0,121340
141,1,Ad,813,990
141,1,Am,78,73
141,1,Aw,97515,121292
141,1,Bd,0,0
141,1,Bm,0,0
141,1,Bw,97545,121324
141,1,Ce,0,0
141,1,Cm,103,113
141,1,Cw,97545,121319
141,1,X,97545,121324
141,1,Y,0,121324
142,1,Ad,847,1058
142,1,Am,75,84
142,1,Aw,97659,121204
142,1,Bd,0,0
142,1,Bm,0,0
142,1,Bw,97688,121241
142,1,Ce,0,0
142,1,Cm,92,123
142,1,Cw,97688,121236
142,1,X,97688,121241
142,1,Y,0,121241
143,1,Ad,885,1110
143,1,Am,78,96
143,1,Aw,97466,121223
143,1,Bd,0,0
143,1,Bm,0,0
143,1,Bw,97494,121261
143,1,Ce,0,0
143,1,Cm,106,128
143,1,Cw,97494,121256
143,1,X,97494,121261
143,1,Y,0,121261
144,1,Ad,984,1154
144,1,Am,90,98
144,1,Aw,97074,120909
144,1,Bd,0,0
144,1,Bm,0,0
144,1,Bw,97107,120949
144,1,Ce,0,0
144,1,Cm,121,142
144,1,Cw,97105,120944
144,1,X,97107,120949
144,1,Y,0,120949
145,1,Ad,1031,1181
145,1,Am,87,107
145,1,Aw,97305,121127
145,1,Bd,0,0
145,1,Bm,0,0
145,1,Bw,97340,121172
145,1,Ce,0,0
145,1,Cm,125,138
145,1,Cw,97338,121166
145,1,X,97340,121172
145,1,Y,0,121172
146,1,Ad,1043,1240
146,1,Am,86,108
146,1,Aw,97405,121103
146,1,Bd,0,0
146,1,Bm,0,0
146,1,Bw,97435,121151
146,1,Ce,0,0
146,1,Cm,118,141
146,1,Cw,97433,121145
146,1,X,97435,121151
146,1,Y,0,121151
147,1,Ad,1104,1277
147,1,Am,104,111
147,1,Aw,97570,121109
147,1,Bd,0,0
147,1,Bm,0,0
147,1,Bw,97603,121156
147,1,Ce,0,0
147,1,Cm,117,149
147,1,Cw,97601,121150
147,1,X,97603,121156
147,1,Y,0,121156
148,1,Ad,1114,1310
148,1,Am,98,113
148,1,Aw,97698,121118
148,1,Bd,0,0
148,1,Bm,0,0
148,1,Bw,97729,121165
148,1,Ce,0,0
148,1,Cm,122,157
148,1,Cw,97727,121157
148,1,X,97729,121165
148,1,Y,0,121165
149,1,Ad,1121,1315
149,1,Am,95,110
149,1,Aw,97285,121295
149,1,Bd,0,0
149,1,Bm,0,0
149,1,Bw,97314,121337
149,1,Ce,0,0
149,1,Cm,119,148
149,1,Cw,97310,121329
149,1,X,97314,121337
149,1,Y,0,121337
150,1,Ad,1118,1315
150,1,Am,97,111
150,1,Aw,97604,121591
150,1,Bd,0,0
150,1,Bm,0,0
150,1,Bw,97634,121629
150,1,Ce,0,0
150,1,Cm,120,145
150,1,Cw,97630,121623
150,1,X,97634,121629
150,1,Y,0,121629
151,1,Ad,1118,1321
151,1,Am,89,104
151,1,Aw,97426,121638
151,1,Bd,0,0
151,1,Bm,0,0
151,1,Bw,97455,121674
151,1,Ce,0,0
151,1,Cm,120,142
151,1,Cw,97451,121668
151,1,X,97455,121674
151,1,Y,0,121674
152,1,Ad,1082,1282
152,1,Am,85,105
152,1,Aw,97446,121526
152,1,Bd,0,0
152,1,Bm,0,0
152,1,Bw,97473,121563
152,1,Ce,0,0
152,1,Cm,121,143
152,1,Cw,97469,121555
152,1,X,97473,121563
152,1,Y,0,121563
153,1,Ad,1054,1267
153,1,Am,82,104
153,1,Aw,97353,121287
153,1,Bd,0,0
153,1,Bm,0,0
153,1,Bw,97379,121327
153,1,Ce,0,0
153,1,Cm,111,136
153,1,Cw,97375,121320
153,1,X,97379,121327
153,1,Y,0,121327
154,1,Ad,1006,1240
154,1,Am,77,98
154,1,Aw,97561,121247
154,1,Bd,0,0
154,1,Bm,0,0
154,1,Bw,97587,121282
154,1,Ce,0,0
154,1,Cm,103,127
154,1,Cw,97583,121277
154,1,X,97587,121282
154,1,Y,0,121282
155,1,Ad,961,1215
155,1,Am,74,98
155,1,Aw,97494,121546
155,1,Bd,0,0
155,1,Bm,0,0
155,1,Bw,97521,121581
155,1,Ce,0,0
155,1,Cm,93,124
155,1,Cw,97516,121576
155,1,X,97521,121581
155,1,Y,0,121581
156,1,Ad,924,1180
156,1,Am,73,92
156,1,Aw,97424,121699
156,1,Bd,0,0
156,1,Bm,0,0
156,1,Bw,97451,121733
156,1,Ce,0,0
156,1,Cm,92,117
156,1,Cw,97446,121730
156,1,X,97451,121733
156,1,Y,0,121733
157,1,Ad,881,1149
157,1,Am,63,84
157,1,Aw,97047,121556
157,1,Bd,0,0
157,1,Bm,0,0
157,1,Bw,97072,121588
157,1,Ce,0,0
157,1,Cm,83,103
157,1,Cw,97067,121585
157,1,X,97072,121588
157,1,Y,0,121588
158,1,Ad,871,1145
158,1,Am,61,75
158,1,Aw,97047,121554
158,1,Bd,0,0
158,1,Bm,0,0
158,1,Bw,97073,121582
158,1,Ce,0,0
158,1,Cm,87,101
158,1,Cw,97068,121580
158,1,X,97073,121582
158,1,Y,0,121582
159,1,Ad,843,1096
159,1,Am,66,78
159,1,Aw,97194,121455
159,1,Bd,0,0
159,1,Bm,0,0
159,1,Bw,97224,121482
159,1,Ce,0,0
159,1,Cm,96,107
159,1,Cw,97219,121479
159,1,X,97224,121482
159,1,Y,0,121482
160,1,Ad,779,1051
160,1,Am,58,68
160,1,Aw,97325,121626
160,1,Bd,0,0
160,1,Bm,0,0
160,1,Bw,97349,121647
160,1,Ce,0,0
160,1,Cm,87,100
160,1,Cw,97345,121645
160,1,X,97349,121647
160,1,Y,0,121647
161,1,Ad,754,1043
161,1,Am,61,77
161,1,Aw,97360,121765
161,1,Bd,0,0
161,1,Bm,0,0
161,1,Bw,97384,121791
161,1,Ce,0,0
161,1,Cm,88,98
161,1,Cw,97383,121788
161,1,X,97384,121791
161,1,Y,0,121791
162,1,Ad,737,986
162,1,Am,57,74
162,1,Aw,97488,121548
162,1,Bd,0,0
162,1,Bm,0,0
162,1,Bw,97509,121573
162,1,Ce,0,0
162,1,Cm,89,96
162,1,Cw,97508,121570
162,1,X,97509,121573
162,1,Y,0,121573
163,1,Ad,698,956
163,1,Am,51,76
163,1,Aw,97386,121781
163,1,Bd,0,0
163,1,Bm,0,0
163,1,Bw,97401,121806
163,1,Ce,0,0
163,1,Cm,79,93
163,1,Cw,97400,121803
163,1,X,97401,121806
163,1,Y,0,121806
164,1,Ad,700,962
164,1,Am,63,89
164,1,Aw,97235,121785
164,1,Bd,0,0
164,1,Bm,0,0
164,1,Bw,97250,121811
164,1,Ce,0,0
164,1,Cm,92,105
164,1,Cw,97247,121808
164,1,X,97250,121811
164,1,Y,0,121811
165,1,Ad,680,973
165,1,Am,63,93
165,1,Aw,97082,121733
165,1,Bd,0,0
165,1,Bm,0,0
165,1,Bw,97095,121758
165,1,Ce,0,0
165,1,Cm,91,113
165,1,Cw,97094,121754
165,1,X,97095,121758
165,1,Y,0,121758
166,1,Ad,708,970
166,1,Am,68,95
166,1,Aw,96956,121520
166,1,Bd,0,0
166,1,Bm,0,0
166,1,Bw,96972,121542
166,1,Ce,0,0
166,1,Cm,87,115
166,1,Cw,96971,121537
166,1,X,96972,121542
166,1,Y,0,121542
167,1,Ad,755,975
167,1,Am,78,92
167,1,Aw,96949,121303
167,1,Bd,0,0
167,1,Bm,0,0
167,1,Bw,96966,121331
167,1,Ce,0,0
167,1,Cm,101,121
167,1,Cw,96965,121325
167,1,X,96966,121331
167,1,Y,0,121331
168,1,Ad,764,976
168,1,Am,88,97
168,1,Aw,97129,121378
168,1,Bd,0,0
168,1,Bm,0,0
168,1,Bw,97152,121410
168,1,Ce,0,0
168,1,Cm,94,130
168,1,Cw,97152,121405
168,1,X,97152,121410
168,1,Y,0,121410
169,1,Ad,779,978
169,1,Am,82,102
169,1,Aw,97300,121520
169,1,Bd,0,0
169,1,Bm,0,0
169,1,Bw,97323,121552
169,1,Ce,0,0
169,1,Cm,113,139
169,1,Cw,97321,121545
169,1,X,97323,121552
169,1,Y,0,121552
170,1,Ad,793,993
170,1,Am,98,116
170,1,Aw,97230,121981
170,1,Bd,0,0
170,1,Bm,0,0
170,1,Bw,97259,122011
170,1,Ce,0,0
170,1,Cm,131,157
170,1,Cw,97254,122004
170,1,X,97259,122011
170,1,Y,0,122011
171,1,Ad,809,992
171,1,Am,112,118
171,1,Aw,97161,122147
171,1,Bd,0,0
171,1,Bm,0,0
171,1,Bw,97195,122176
171,1,Ce,0,0
171,1,Cm,146,160
171,1,Cw,97189,122169
171,1,X,97195,122176
171,1,Y,0,122176
172,1,Ad,794,1026
172,1,Am,120,120
172,1,Aw,97186,122187
172,1,Bd,0,0
172,1,Bm,0,0
172,1,Bw,97222,122215
172,1,Ce,0,0
172,1,Cm,156,194
172,1,Cw,97216,122208
172,1,X,97222,122215
172,1,Y,0,122215
173,1,Ad,824,1072
173,1,Am,130,144
173,1,Aw,97241,122095
173,1,Bd,0,0
173,1,Bm,0,0
173,1,Bw,97274,122129
173,1,Ce,0,0
173,1,Cm,172,208
173,1,Cw,97268,122121
173,1,X,97274,122129
173,1,Y,0,122129
174,1,Ad,874,1128
174,1,Am,133,148
174,1,Aw,97160,122242
174,1,Bd,0,0
174,1,Bm,0,0
174,1,Bw,97190,122277
174,1,Ce,0,0
174,1,Cm,170,233
174,1,Cw,97185,122266
174,1,X,97190,122277
174,1,Y,0,122277
175,1,Ad,888,1137
175,1,Am,138,154
175,1,Aw,97062,122164
175,1,Bd,0,0
175,1,Bm,0,0
175,1,Bw,97094,122201
175,1,Ce,0,0
175,1,Cm,180,243
175,1,Cw,97089,122190
175,1,X,97094,122201
175,1,Y,0,122201
176,1,Ad,881,1172
176,1,Am,145,165
176,1,Aw,97220,122347
176,1,Bd,0,0
176,1,Bm,0,0
176,1,Bw,97252,122387
176,1,Ce,0,0
176,1,Cm,189,248
176,1,Cw,97246,122379
176,1,X,97252,122387
176,1,Y,0,122387
177,1,Ad,947,1198
177,1,Am,159,167
177,1,Aw,97253,122307
177,1,Bd,0,0
177,1,Bm,0,0
177,1,Bw,97289,122345
177,1,Ce,0,0
177,1,Cm,199,250
177,1,Cw,97284,122338
177,1,X,97289,122345
177,1,Y,0,122345
178,1,Ad,957,1218
178,1,Am,155,169
178,1,Aw,97359,122514
178,1,Bd,0,0
178,1,Bm,0,0
178,1,Bw,97393,122554
178,1,Ce,0,0
178,1,Cm,207,272
178,1,Cw,97386,122546
178,1,X,97393,122554
178,1,Y,0,122554
179,1,Ad,978,1224
179,1,Am,163,175
179,1,Aw,97563,122294
179,1,Bd,0,0
179,1,Bm,0,0
179,1,Bw,97602,122338
179,1,Ce,0,0
179,1,Cm,212,277
179,1,Cw,97596,122329
179,1,X,97602,122338
179,1,Y,0,122338
180,1,Ad,973,1256
180,1,Am,166,184
180,1,Aw,97270,122207
180,1,Bd,0,0
180,1,Bm,0,0
180,1,Bw,97307,122250
180,1,Ce,0,0
180,1,Cm,198,283
180,1,Cw,97301,122241
180,1,X,97307,122250
180,1,Y,0,122250
181,1,Ad,949,1231
181,1,Am,163,178
181,1,Aw,97110,122261
181,1,Bd,0,0
181,1,Bm,0,0
181,1,Bw,97143,122304
181,1,Ce,0,0
181,1,Cm,200,284
181,1,Cw,97137,122295
181,1,X,97143,122304
181,1,Y,0,122304
182,1,Ad,960,1274
182,1,Am,157,176
182,1,Aw,97337,122438
182,1,Bd,0,0
182,1,Bm,0,0
182,1,Bw,97370,122486
182,1,Ce,0,0
182,1,Cm,192,265
182,1,Cw,97366,122478
182,1,X,97370,122486
182,1,Y,0,122486
183,1,Ad,927,1254
183,1,Am,154,175
183,1,Aw,97473,121966
183,1,Bd,0,0
183,1,Bm,0,0
183,1,Bw,97505,122013
183,1,Ce,0,0
183,1,Cm,189,261
183,1,Cw,97501,122005
183,1,X,97505,122013
183,1,Y,0,122013
184,1,Ad,926,1246
184,1,Am,149,168
184,1,Aw,97428,121949
184,1,Bd,0,0
184,1,Bm,0,0
184,1,Bw,97457,121996
184,1,Ce,0,0
184,1,Cm,189,254
184,1,Cw,97453,121988
184,1,X,97457,121996
184,1,Y,0,121996
185,1,Ad,894,1197
185,1,Am,151,171
185,1,Aw,97238,121592
185,1,Bd,0,0
185,1,Bm,0,0
185,1,Bw,97263,121634
185,1,Ce,0,0
185,1,Cm,185,233
185,1,Cw,97260,121628
185,1,X,97263,121634
185,1,Y,0,121634
186,1,Ad,904,1175
186,1,Am,141,160
186,1,Aw,97423,121837
186,1,Bd,0,0
186,1,Bm,0,0
186,1,Bw,97448,121876
186,1,Ce,0,0
186,1,Cm,185,228
186,1,Cw,97445,121870
186,1,X,97448,121876
186,1,Y,0,121876
187,1,Ad,904,1155
187,1,Am,127,155
187,1,Aw,97284,122027
187,1,Bd,0,0
187,1,Bm,0,0
187,1,Bw,97302,122062
187,1,Ce,0,0
187,1,Cm,178,219
187,1,Cw,97299,122056
187,1,X,97302,122062
187,1,Y,0,122062
188,1,Ad,881,1140
188,1,Am,127,157
188,1,Aw,97525,122097
188,1,Bd,0,0
188,1,Bm,0,0
188,1,Bw,97542,122132
188,1,Ce,0,0
188,1,Cm,171,230
188,1,Cw,97537,122128
188,1,X,97542,122132
188,1,Y,0,122132
189,1,Ad,866,1129
189,1,Am,122,152
189,1,Aw,97819,122211
189,1,Bd,0,0
189,1,Bm,0,0
189,1,Bw,97834,122243
189,1,Ce,0,0
189,1,Cm,162,202
189,1,Cw,97831,122240
189,1,X,97834,122243
189,1,Y,0,122243
190,1,Ad,860,1106
190,1,Am,118,147
190,1,Aw,97547,122187
190,1,Bd,0,0
190,1,Bm,0,0
190,1,Bw,97563,122221
190,1,Ce,0,0
190,1,Cm,162,211
190,1,Cw,97560,122219
190,1,X,97563,122221
190,1,Y,0,122221
191,1,Ad,823,1083
191,1,Am,123,154
191,1,Aw,97399,122163
191,1,Bd,0,0
191,1,Bm,0,0
191,1,Bw,97417,122198
191,1,Ce,0,0
191,1,Cm,155,202
191,1,Cw,97415,122196
191,1,X,97417,122198
191,1,Y,0,122198
192,1,Ad,811,1092
192,1,Am,116,161
192,1,Aw,97562,122164
192,1,Bd,0,0
192,1,Bm,0,0
192,1,Bw,97578,122201
192,1,Ce,0,0
192,1,Cm,150,201
192,1,Cw,97576,122199
192,1,X,97578,122201
192,1,Y,0,122201
193,1,Ad,809,1077
193,1,Am,126,162
193,1,Aw,97624,122039
193,1,Bd,0,0
193,1,Bm,0,0
193,1,Bw,97640,122076
193,1,Ce,0,0
193,1,Cm,152,200
193,1,Cw,97637,122071
193,1,X,97640,122076
193,1,Y,0,122076
194,1,Ad,776,1058
194,1,Am,132,161
194,1,Aw,97455,122059
194,1,Bd,0,0
194,1,Bm,0,0
194,1,Bw,97472,122093
194,1,Ce,0,0
194,1,Cm,175,204
194,1,Cw,97468,122089
194,1,X,97472,122093
194,1,Y,0,122093
195,1,Ad,778,1048
195,1,Am,127,149
195,1,Aw,97549,122151
195,1,Bd,0,0
195,1,Bm,0,0
195,1,Bw,97566,122185
195,1,Ce,0,0
195,1,Cm,190,206
195,1,Cw,97562,122182
195,1,X,97566,122185
195,1,Y,0,122185
196,1,Ad,800,1065
196,1,Am,144,160
196,1,Aw,97728,122142
196,1,Bd,0,0
196,1,Bm,0,0
196,1,Bw,97748,122172
196,1,Ce,0,0
196,1,Cm,197,217
196,1,Cw,97743,122168
196,1,X,97748,122172
196,1,Y,0,122172
197,1,Ad,806,1045
197,1,Am,155,162
197,1,Aw,97799,122096
197,1,Bd,0,0
197,1,Bm,0,0
197,1,Bw,97820,122131
197,1,Ce,0,0
197,1,Cm,202,221
197,1,Cw,97815,122127
197,1,X,97820,122131
197,1,Y,0,122131
198,1,Ad,792,1050
198,1,Am,139,164
198,1,Aw,97623,121829
198,1,Bd,0,0
198,1,Bm,0,0
198,1,Bw,97645,121863
198,1,Ce,0,0
198,1,Cm,208,218
198,1,Cw,97640,121859
198,1,X,97645,121863
198,1,Y,0,121863
199,1,Ad,829,1059
199,1,Am,148,171
199,1,Aw,97539,121967
199,1,Bd,0,0
199,1,Bm,0,0
199,1,Bw,97568,122002
199,1,Ce,0,0
199,1,Cm,214,223
199,1,Cw,97563,121999
199,1,X,97568,122002
199,1,Y,0,122002
200,1,Ad,812,1079
200,1,Am,158,174
200,1,Aw,97480,130819
200,1,Bd,0,8976
200,1,Bm,0,0
200,1,Bw,97506,121876
200,1,Ce,0,0
200,1,Cm,224,226
200,1,Cw,97504,130851
200,1,X,97506,130852
200,1,Y,0,130852
201,1,Ad,805,1055
201,1,Am,149,172
201,1,Aw,97546,129915
201,1,Bd,0,8042
201,1,Bm,0,0
201,1,Bw,97570,121900
201,1,Ce,0,0
201,1,Cm,216,226
201,1,Cw,97569,129941
201,1,X,97570,129942
201,1,Y,0,129942
202,1,Ad,832,1007
202,1,Am,158,177
202,1,Aw,97488,128712
202,1,Bd,0,7167
202,1,Bm,0,0
202,1,Bw,97514,121575
202,1,Ce,0,0
202,1,Cm,218,254
202,1,Cw,97513,128741
202,1,X,97514,128742
202,1,Y,0,128742
203,1,Ad,831,1008
203,1,Am,167,189
203,1,Aw,97447,128092
