Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG
393,1,X-a0-b0:X-a0-b1,14908,283,2350,12275,10841,128569,1708203
393,1,X-a0-b0:X-a1-b1,25314,209,2047,23058,19687,269622,3734495
393,1,X-a1-b0:X-a1-b1,9901,0,0,9901,8042,126805,1874804
393,1,X-a0-b1:X-a1-b1,9880,0,0,9880,8028,126138,1874186
393,1,Other,23231,339,2483,20409,18026,241375,3417329
394,1,X-a0-b0:X-a1-b0,14546,263,2413,11870,10538,128450,1685881
394,1,X-a0-b0:X-a0-b1,14784,270,2301,12213,10719,127480,1684884
394,1,X-a0-b0:X-a1-b1,25323,203,2059,23061,19792,269181,3746954
394,1,X-a1-b0:X-a1-b1,10017,0,0,10017,8135,128065,1947878
394,1,X-a0-b1:X-a1-b1,9899,0,0,9899,8180,127227,1812480
394,1,Other,23277,339,2426,20512,17863,241925,3370959
395,1,X-a0-b0:X-a1-b0,14462,269,2396,11797,10422,127133,1656644
395,1,X-a0-b0:X-a0-b1,14727,261,2285,12181,10509,126597,1664607
395,1,X-a0-b0:X-a1-b1,25349,198,2068,23083,19684,269489,3741746
395,1,X-a1-b0:X-a1-b1,10076,0,0,10076,8213,129826,1906116
395,1,X-a0-b1:X-a1-b1,9948,0,0,9948,8297,128078,1878681
395,1,Other,23301,316,2369,20616,17665,242411,3377388
396,1,X-a0-b0:X-a1-b0,14321,271,2365,11685,10409,125758,1660150
396,1,X-a0-b0:X-a0-b1,14609,240,2274,12095,10285,125803,1688133
396,1,X-a0-b0:X-a1-b1,25286,197,2091,22998,19787,269248,3748493
396,1,X-a1-b0:X-a1-b1,10169,0,0,10169,8300,130982,1919830
396,1,X-a0-b1:X-a1-b1,10134,0,0,10134,8512,129049,1922730
396,1,Other,23216,312,2370,20534,17776,242383,3444454
397,1,X-a0-b0:X-a1-b0,14254,289,2359,11606,10425,124587,1682865
397,1,X-a0-b0:X-a0-b1,14495,253,2225,12017,10152,124785,1648962
397,1,X-a0-b0:X-a1-b1,25242,202,2069,22971,20110,268599,3788100
397,1,X-a1-b0:X-a1-b1,10238,0,0,10238,8449,132162,1970694
397,1,X-a0-b1:X-a1-b1,10133,0,0,10133,8671,130256,1907234
397,1,Other,23206,316,2319,20571,17752,242458,3439597
398,1,X-a0-b0:X-a1-b0,14219,269,2366,11584,10303,123508,1650984
398,1,X-a0-b0:X-a0-b1,14312,241,2248,11823,10037,123839,1634965
