Time,Year,Node_ID,Event_Name,Individual_ID,Age,Gender,Infected,Infectiousness
14539.2,2000.33,1,PostDebut,10024,14508.8,F,0,0
14539.2,2000.33,1,PreDebut,16568,3437.09,F,0,0
14539.2,2000.33,1,PostDebut,13109,9246.66,M,0,0
14539.2,2000.33,1,PostDebut,13639,8334.15,F,0,0
14539.2,2000.33,1,PostDebut,11414,12045,F,0,0
14539.2,2000.33,1,PostDebut,13613,8364.57,F,0,0
14539.2,2000.33,1,PreDebut,16849,2950.42,M,0,0
14539.2,2000.33,1,PostDebut,315,17729.8,M,0,0
14539.2,2000.33,1,PostDebut,316,18979.9,M,0,0
14539.2,2000.33,1,PostDebut,13582,8425.4,M,0,0
14539.2,2000.33,1,PostDebut,14751,6478.74,F,0,0
14539.2,2000.33,1,PostDebut,319,15101.7,M,0,0
14539.2,2000.33,1,PostDebut,10066,14417.5,F,0,0
14539.2,2000.33,1,PostDebut,10663,13353,F,0,0
14539.2,2000.33,1,PostDebut,14423,7026.24,M,0,0
14539.2,2000.33,1,PreDebut,15810,4653.75,M,0,0
14539.2,2000.33,1,PostDebut,11369,12136.3,F,0,0
14539.2,2000.33,1,PreDebut,15775,4714.58,M,0,0
14539.2,2000.33,1,PostDebut,14312,7208.74,M,0,0
14539.2,2000.33,1,PostDebut,14286,7239.15,M,0,0
14539.2,2000.33,1,PreDebut,16759,3102.5,F,0,0
14539.2,2000.33,1,PostDebut,13760,8151.65,M,0,0
14539.2,2000.33,1,PostDebut,12145,10797.9,M,0,0
14539.2,2000.33,1,PostDebut,331,18293.9,F,0,0
14539.2,2000.33,1,PostDebut,10734,13231.3,F,0,0
14539.2,2000.33,1,PostDebut,333,16949.9,F,0,0
14539.2,2000.33,1,PreDebut,17999,1095,M,0,0
14539.2,2000.33,1,PostDebut,335,15280.7,F,0,0
14539.2,2000.33,1,PreDebut,17375,2037.92,M,0,0
14539.2,2000.33,1,PostDebut,12094,10889.2,F,0,0
14539.2,2000.33,1,PostDebut,338,18777.6,F,0,0
14539.2,2000.33,1,PostDebut,10662,13353,M,0,0
14539.2,2000.33,1,PostDebut,12131,10828.3,F,0,0
14539.2,2000.33,1,PostDebut,10106,14356.7,F,0,0
14539.2,2000.33,1,PreDebut,17689,1581.67,F,0,0
14539.2,2000.33,1,PostDebut,343,16435.1,M,0,0
14539.2,2000.33,1,PreDebut,17861,1307.92,F,0,0
14539.2,2000.33,1,PostDebut,345,18076.3,F,0,0
14539.2,2000.33,1,PostDebut,10267,14083,M,0,0
14539.2,2000.33,1,PostDebut,347,17733,M,0,0
14539.2,2000.33,1,PreDebut,16466,3589.17,F,0,0
14539.2,2000.33,1,PostDebut,12160,10767.5,F,0,0
14539.2,2000.33,1,PostDebut,350,17199.7,F,0,0
14539.2,2000.33,1,PostDebut,13654,8303.73,F,0,0
14539.2,2000.33,1,PreDebut,17097,2494.17,M,0,0
14539.2,2000.33,1,PostDebut,11483,11923.4,F,0,0
14539.2,2000.33,1,PostDebut,354,18446.2,M,0,0
14539.2,2000.33,1,PostDebut,12852,9642.08,M,0,0
14539.2,2000.33,1,PostDebut,11397,12075.4,M,0,0
14539.2,2000.33,1,PostDebut,11002,12775,F,0,0
14539.2,2000.33,1,PostDebut,13108,9246.66,F,0,0
14539.2,2000.33,1,PreDebut,16465,3589.17,M,0,0
14539.2,2000.33,1,PostDebut,360,18156.3,F,0,0
14539.2,2000.33,1,PreDebut,14988,6083.33,M,0,0
14539.2,2000.33,1,PostDebut,362,18131.4,F,0,0
14539.2,2000.33,1,PreDebut,17443,1946.67,M,0,0
14539.2,2000.33,1,PreDebut,16333,3771.67,F,0,0
14539.2,2000.33,1,PostDebut,365,15551.2,F,0,0
14539.2,2000.33,1,PreDebut,18496,334.583,M,0,0
14539.2,2000.33,1,PostDebut,11067,12653.4,M,0,0
14539.2,2000.33,1,PostDebut,10847,13048.8,M,0,0
14539.2,2000.33,1,PostDebut,13065,9307.49,F,0,0
14539.2,2000.33,1,PreDebut,16464,3589.17,M,0,0
14539.2,2000.33,1,PostDebut,14285,7239.15,M,0,0
14539.2,2000.33,1,PostDebut,372,19043.6,F,0,0
14539.2,2000.33,1,PostDebut,373,18067.7,M,0,0
14539.2,2000.33,1,PostDebut,374,18477.8,F,0,0
14539.2,2000.33,1,PostDebut,12024,11010.8,F,0,0
14539.2,2000.33,1,PreDebut,18469,395.417,M,0,0
14539.2,2000.33,1,PostDebut,14150,7482.49,F,0,0
14539.2,2000.33,1,PreDebut,15529,5140.42,M,0,0
14539.2,2000.33,1,PostDebut,12251,10615.4,M,0,0
14539.2,2000.33,1,PreDebut,17491,1885.83,F,0,0
14539.2,2000.33,1,PreDebut,16657,3285,M,0,0
14539.2,2000.33,1,PostDebut,12783,9763.75,F,0,0
14539.2,2000.33,1,PostDebut,383,17466.7,M,0,0
14539.2,2000.33,1,PostDebut,10866,13018.4,F,0,0
14539.2,2000.33,1,PostDebut,385,16466.7,M,0,0
14539.2,2000.33,1,PostDebut,10105,14356.7,F,0,0
14539.2,2000.33,1,PreDebut,16463,3589.17,M,0,0
14539.2,2000.33,1,PostDebut,388,16482.7,M,0,0
14539.2,2000.33,1,PostDebut,14311,7208.74,F,0,0
14539.2,2000.33,1,PreDebut,15402,5383.75,F,0,0
14539.2,2000.33,1,PostDebut,13808,8060.4,F,0,0
14539.2,2000.33,1,PostDebut,13163,9155.41,M,0,0
14539.2,2000.33,1,PostDebut,11230,12349.2,F,0,0
14539.2,2000.33,1,PreDebut,18537,273.75,M,0,0
14539.2,2000.33,1,PostDebut,11672,11619.2,F,0,0
14539.2,2000.33,1,PostDebut,396,16424.7,F,0,0
14539.2,2000.33,1,PostDebut,13162,9155.41,M,0,0
14539.2,2000.33,1,PostDebut,398,18374,F,0,0
14539.2,2000.33,1,PostDebut,14228,7360.82,F,0,0
14539.2,2000.33,1,PreDebut,17028,2615.83,M,0,0
14539.2,2000.33,1,PreDebut,18292,669.167,F,0,0
14539.2,2000.33,1,PostDebut,402,15845.2,F,0,0
14539.2,2000.33,1,PreDebut,16947,2767.92,M,0,0
14539.2,2000.33,1,PostDebut,11269,12288.4,F,0,0
14539.2,2000.33,1,PostDebut,14390,7087.07,F,0,0
14539.2,2000.33,1,PostDebut,406,18389.8,M,0,0
14539.2,2000.33,1,PostDebut,11499,11892.9,M,0,0
14539.2,2000.33,1,PostDebut,408,17560.9,M,0,0
14539.2,2000.33,1,PostDebut,409,16402,M,0,0
14539.2,2000.33,1,PostDebut,410,18676.5,M,0,0
14539.2,2000.33,1,PreDebut,18376,547.5,F,0,0
14539.2,2000.33,1,PostDebut,14645,6661.24,F,0,0
14539.2,2000.33,1,PreDebut,18327,608.333,M,0,0
14539.2,2000.33,1,PostDebut,13107,9246.66,F,0,0
14539.2,2000.33,1,PostDebut,14367,7117.49,F,0,0
14539.2,2000.33,1,PostDebut,13871,7938.73,M,0,0
14539.2,2000.33,1,PostDebut,417,16630.2,F,0,0
14539.2,2000.33,1,PostDebut,418,17784.5,M,0,0
14539.2,2000.33,1,PreDebut,17178,2372.5,M,0,0
14539.2,2000.33,1,PostDebut,420,15360.6,F,0,0
14539.2,2000.33,1,PreDebut,17967,1155.83,F,0,0
14539.2,2000.33,1,PreDebut,18391,517.083,F,0,0
14539.2,2000.33,1,PreDebut,17442,1946.67,F,0,0
14539.2,2000.33,1,PostDebut,424,15653,F,0,0
14539.2,2000.33,1,PostDebut,12831,9672.5,M,0,0
14539.2,2000.33,1,PostDebut,426,19600.7,M,0,0
14539.2,2000.33,1,PreDebut,17626,1672.92,M,0,0
14539.2,2000.33,1,PostDebut,13010,9398.75,M,0,0
14539.2,2000.33,1,PreDebut,15903,4501.67,F,0,0
14539.2,2000.33,1,PreDebut,18647,91.25,M,0,0
14539.2,2000.33,1,PostDebut,431,19834.5,M,0,0
14539.2,2000.33,1,PostDebut,432,16577.1,M,0,0
14539.2,2000.33,1,PreDebut,15827,4623.33,M,0,0
14539.2,2000.33,1,PostDebut,434,19714,M,0,0
14539.2,2000.33,1,PostDebut,11304,12227.5,F,0,0
14539.2,2000.33,1,PostDebut,436,18674.9,M,0,0
14539.2,2000.33,1,PostDebut,11023,12744.6,M,0,0
14539.2,2000.33,1,PostDebut,11846,11315,F,0,0
14539.2,2000.33,1,PostDebut,14716,6539.57,M,0,0
14539.2,2000.33,1,PostDebut,440,18292,F,0,0
14539.2,2000.33,1,PostDebut,10123,14326.3,F,0,0
